customer_id,segment_true,annual_income_eur,savings_eur,green_preference,financing_sensitivity
CUS_001395,first_home,20097,6678,0.227,0.872
CUS_001396,premium,71073,30498,0.711,0.387
CUS_001397,first_home,59957,44839,0.537,0.573
CUS_001398,investor,82414,26937,0.75,0.45
CUS_001399,first_home,31355,11770,0.415,0.808
CUS_001400,first_home,28040,6229,0.952,0.719
CUS_001401,first_home,33504,12366,0.953,0.655
CUS_001402,upsizer,62827,31252,0.351,0.502
CUS_001403,upsizer,23938,8016,0.639,0.616
CUS_001404,first_home,56569,12776,0.183,0.68
CUS_001405,first_home,50984,25241,0.363,0.872
CUS_001406,first_home,23168,11911,0.35,0.886
CUS_001407,investor,46874,25336,0.415,0.401
CUS_001408,first_home,30646,6342,0.495,0.676
CUS_001409,investor,52058,35228,0.373,0.054
CUS_001410,first_home,30860,10560,0.597,0.631
CUS_001411,first_home,32256,8019,0.193,0.92
CUS_001412,upsizer,76688,47119,0.798,0.756
CUS_001413,investor,92449,61973,0.305,0.159
CUS_001414,first_home,53637,20020,0.522,0.763
CUS_001415,first_home,42022,11771,0.458,0.836
CUS_001416,first_home,30885,15739,0.807,0.596
CUS_001417,first_home,41262,7846,0.481,0.672
CUS_001418,first_home,20864,18554,0.91,0.83
CUS_001419,investor,91683,22391,0.646,0.18
CUS_001420,first_home,46719,23084,0.336,0.895
CUS_001421,first_home,51220,20543,0.509,0.845
CUS_001422,first_home,39866,10542,0.549,0.632
CUS_001423,first_home,34304,8973,0.736,0.273
CUS_001424,first_home,22898,14494,0.6,0.769
CUS_001425,upsizer,86808,43066,0.507,0.23
CUS_001426,first_home,44910,13684,0.377,0.811
CUS_001427,premium,141430,46561,0.675,0.214
CUS_001428,first_home,38942,11042,0.475,0.596
CUS_001429,first_home,33365,19638,0.387,0.831
CUS_001430,first_home,25641,15282,0.313,0.862
CUS_001431,investor,54705,28716,0.806,0.462
CUS_001432,first_home,32538,15477,0.203,0.786
CUS_001433,investor,29089,15789,0.675,0.295
CUS_001434,first_home,59614,7940,0.565,0.749
CUS_001435,investor,72633,34829,0.429,0.326
CUS_001436,first_home,16000,9957,0.388,0.887
CUS_001437,first_home,32574,15361,0.564,0.874
CUS_001438,investor,59655,26220,0.431,0.545
CUS_001439,first_home,37329,11778,0.422,0.474
CUS_001440,first_home,21907,7175,0.799,0.517
CUS_001441,investor,68685,23065,0.523,0.357
CUS_001442,investor,55598,26139,0.562,0.59
CUS_001443,investor,57466,19693,0.367,0.518
CUS_001444,first_home,40795,4152,0.799,0.555
CUS_001445,first_home,38080,21843,0.853,0.772
CUS_001446,first_home,37383,19589,0.612,0.757
CUS_001447,first_home,36310,17935,0.903,0.972
CUS_001448,first_home,38756,10130,0.429,0.729
CUS_001449,first_home,43118,14720,0.781,0.794
CUS_001450,first_home,41616,21782,0.469,0.734
CUS_001451,first_home,52523,22835,0.444,0.855
CUS_001452,first_home,32440,9874,0.896,0.986
CUS_001453,first_home,41858,27791,0.473,0.872
CUS_001454,first_home,68353,18969,0.331,1.0
CUS_001455,first_home,38509,1500,0.124,0.816
CUS_001456,premium,168123,74935,0.562,0.168
CUS_001457,first_home,23839,10808,0.314,0.625
CUS_001458,first_home,30441,13408,1.0,0.855
CUS_001459,premium,151279,75991,0.978,0.24
CUS_001460,first_home,45401,14971,0.0,0.74
CUS_001461,first_home,46790,28762,0.952,0.627
CUS_001462,investor,76441,14072,0.372,0.557
CUS_001463,investor,37218,15860,0.861,0.509
CUS_001464,upsizer,89963,28550,0.814,0.515
CUS_001465,upsizer,50532,30886,0.882,0.78
CUS_001466,investor,67810,19461,0.992,0.272
CUS_001467,first_home,40499,17932,0.282,0.886
CUS_001468,first_home,34652,15431,0.309,0.512
CUS_001469,first_home,27564,12824,0.754,0.835
CUS_001470,investor,53390,15943,0.587,0.429
CUS_001471,upsizer,88839,44048,0.722,0.864
CUS_001472,first_home,44974,19571,0.476,0.617
CUS_001473,upsizer,92116,45304,0.772,0.389
CUS_001474,first_home,38822,27696,0.249,0.306
CUS_001475,first_home,30357,13688,1.0,0.648
CUS_001476,premium,171969,43145,1.0,0.241
CUS_001477,first_home,39728,31106,0.127,0.664
CUS_001478,first_home,34613,20984,0.935,0.796
CUS_001479,first_home,49393,27054,0.143,0.577
CUS_001480,first_home,46740,18562,0.7,0.926
CUS_001481,first_home,20570,11584,0.331,1.0
CUS_001482,investor,40963,2444,0.67,0.578
CUS_001483,upsizer,92723,65678,0.26,0.643
CUS_001484,investor,95685,56582,0.658,0.338
CUS_001485,premium,209900,83567,0.515,0.297
CUS_001486,premium,64264,37708,0.496,0.055
CUS_001487,first_home,47544,25740,0.646,0.499
CUS_001488,investor,62605,15546,0.15,0.474
CUS_001489,investor,85053,39312,0.709,0.446
CUS_001490,first_home,62476,31082,0.485,0.734
CUS_001491,first_home,52872,21461,0.188,0.73
CUS_001492,investor,89358,34897,0.723,0.494
CUS_001493,upsizer,96467,57130,0.411,0.868
CUS_001494,upsizer,92919,42899,0.547,0.556
CUS_001495,first_home,44681,34315,0.638,0.758
CUS_001496,premium,52252,16325,0.544,0.0
CUS_001497,first_home,46996,23672,0.552,0.488
CUS_001498,upsizer,70637,18670,0.701,0.494
CUS_001499,investor,75117,41460,0.494,0.594
CUS_001500,upsizer,51574,11832,0.805,0.633
CUS_001501,upsizer,87074,41959,0.835,0.745
CUS_001502,first_home,39026,25075,0.42,0.633
CUS_001503,upsizer,72546,31873,0.426,0.33
CUS_001504,investor,58128,14630,0.71,0.538
CUS_001505,first_home,41317,24795,0.962,0.806
CUS_001506,first_home,36565,18094,0.823,0.561
CUS_001507,investor,73285,30389,0.344,0.0
CUS_001508,first_home,55080,14090,0.49,0.918
CUS_001509,first_home,60110,8423,0.364,0.77
CUS_001510,investor,103803,86705,0.913,0.249
CUS_001511,first_home,49426,16154,0.662,0.859
CUS_001512,first_home,60181,15122,0.32,0.766
CUS_001513,premium,126175,61402,0.455,0.151
CUS_001514,first_home,26286,6486,0.333,0.865
CUS_001515,investor,65463,34019,0.464,0.231
CUS_001516,first_home,42574,28661,0.696,0.751
CUS_001517,upsizer,62091,14876,0.411,0.672
CUS_001518,first_home,26760,10068,0.582,0.67
CUS_001519,premium,103470,52517,0.634,0.382
CUS_001520,investor,91034,19184,0.102,0.388
CUS_001521,upsizer,84265,22418,0.151,0.529
CUS_001522,first_home,39534,16169,0.445,0.422
CUS_001523,first_home,16145,12641,0.346,0.843
CUS_001524,first_home,43626,12062,0.659,0.745
CUS_001525,first_home,57981,21981,0.477,0.665
CUS_001526,first_home,39347,34481,0.732,0.65
CUS_001527,investor,16000,9170,0.68,0.256
CUS_001528,first_home,32939,4118,0.767,0.835
CUS_001529,first_home,45789,17764,0.433,0.595
CUS_001530,first_home,30065,16094,0.507,0.783
CUS_001531,investor,58021,40058,1.0,0.344
CUS_001532,investor,68242,46454,0.309,0.365
CUS_001533,first_home,44720,23738,0.72,0.506
CUS_001534,first_home,29110,16274,0.803,0.83
CUS_001535,first_home,21421,4202,0.674,0.565
CUS_001536,investor,68718,20982,0.775,0.339
CUS_001537,premium,105832,20795,0.56,0.198
CUS_001538,first_home,40350,24835,0.676,0.796
CUS_001539,first_home,50195,24986,0.613,0.646
CUS_001540,investor,64963,29177,0.222,0.331
CUS_001541,investor,87468,61913,0.508,0.25
CUS_001542,first_home,34801,18336,0.195,0.756
CUS_001543,first_home,35897,22789,0.712,0.855
CUS_001544,first_home,43083,24391,0.614,0.666
CUS_001545,investor,92575,54035,0.789,0.623
CUS_001546,first_home,47908,11609,0.287,0.835
CUS_001547,investor,120913,73196,0.584,0.034
CUS_001548,investor,70368,36251,0.592,0.509
CUS_001549,premium,140822,50189,1.0,0.183
CUS_001550,upsizer,79045,43728,0.513,0.399
CUS_001551,first_home,49926,33023,0.428,1.0
CUS_001552,investor,102122,42108,0.568,0.537
CUS_001553,investor,44876,13242,0.956,0.424
CUS_001554,premium,146179,44349,0.766,0.529
CUS_001555,first_home,33799,6045,0.717,0.96
CUS_001556,first_home,28998,11589,0.504,0.665
CUS_001557,upsizer,91113,48858,0.507,0.641
CUS_001558,first_home,57020,42313,0.918,0.646
CUS_001559,upsizer,85567,24383,0.459,0.682
CUS_001560,first_home,28800,14246,0.441,0.631
CUS_001561,first_home,30979,13447,0.157,0.609
CUS_001562,upsizer,40241,17241,0.186,0.465
CUS_001563,investor,64611,9991,0.833,0.484
CUS_001564,investor,48951,12142,0.074,0.33
CUS_001565,first_home,32814,24828,0.946,0.527
CUS_001566,first_home,49494,30274,0.499,0.78
CUS_001567,first_home,30386,14613,0.648,0.466
CUS_001568,investor,65964,33848,0.815,0.347
CUS_001569,first_home,55410,31241,0.415,0.519
CUS_001570,first_home,42421,14818,0.704,0.866
CUS_001571,first_home,53750,19174,0.314,0.912
CUS_001572,upsizer,97563,31137,0.406,0.546
CUS_001573,premium,149866,68998,0.665,0.172
CUS_001574,first_home,41273,9199,0.66,0.636
CUS_001575,upsizer,76271,23681,0.647,0.591
CUS_001576,first_home,56151,29260,0.915,0.732
CUS_001577,first_home,27014,9900,0.541,0.808
CUS_001578,first_home,32557,3741,0.946,0.796
CUS_001579,upsizer,61378,22203,0.574,0.482
CUS_001580,first_home,32777,17312,0.705,0.833
CUS_001581,first_home,26488,11943,0.736,0.794
CUS_001582,upsizer,83212,10472,0.439,0.763
CUS_001583,investor,61173,37671,0.61,0.393
CUS_001584,investor,79315,30587,0.211,0.288
CUS_001585,investor,66182,32497,0.586,0.638
CUS_001586,investor,114822,70965,0.577,0.35
CUS_001587,first_home,54266,22125,0.689,0.748
CUS_001588,investor,90074,7780,0.53,0.386
CUS_001589,first_home,42119,31420,0.988,0.86
CUS_001590,first_home,45911,1500,0.152,0.724
CUS_001591,upsizer,73084,27051,0.278,0.883
CUS_001592,first_home,39986,26519,0.33,0.775
CUS_001593,first_home,30854,9395,0.55,0.503
CUS_001594,first_home,46949,14795,0.373,0.621
CUS_001595,premium,202144,79036,0.279,0.412
CUS_001596,upsizer,76977,30597,0.439,0.809
CUS_001597,first_home,41110,11311,0.207,0.588
CUS_001598,first_home,49272,15547,0.647,0.88
CUS_001599,investor,73688,45941,0.634,0.527
CUS_001600,investor,39716,13281,0.255,0.511
CUS_001601,first_home,39631,20626,0.769,0.691
CUS_001602,first_home,21187,5629,0.24,0.554
CUS_001603,investor,85874,58326,0.431,0.205
CUS_001604,first_home,39526,23667,0.614,0.645
CUS_001605,investor,55953,23157,0.576,0.354
CUS_001606,first_home,39627,21614,0.185,0.697
CUS_001607,premium,100878,71012,0.667,0.2
CUS_001608,investor,100656,25131,0.549,0.436
CUS_001609,investor,88457,21224,1.0,0.134
CUS_001610,investor,57967,28828,0.703,0.353
CUS_001611,first_home,48410,9551,0.913,0.313
CUS_001612,first_home,30840,4645,0.334,0.776
CUS_001613,first_home,30191,4270,0.181,0.597
CUS_001614,investor,69515,31749,0.878,0.133
CUS_001615,premium,124422,7915,0.644,0.058
CUS_001616,first_home,45020,16090,0.999,0.666
CUS_001617,premium,166156,1500,0.83,0.195
CUS_001618,first_home,47013,23921,0.816,0.797
CUS_001619,first_home,27335,14238,0.669,0.689
CUS_001620,first_home,31061,12168,0.354,0.719
CUS_001621,upsizer,115332,74123,0.317,0.554
CUS_001622,investor,67066,38442,0.074,0.464
CUS_001623,first_home,27438,7890,0.434,0.923
CUS_001624,investor,43497,11834,0.558,0.381
CUS_001625,first_home,55395,32631,0.536,0.74
CUS_001626,first_home,66477,36779,0.564,0.626
CUS_001627,first_home,44407,16944,0.049,0.566
CUS_001628,first_home,46737,5295,0.607,0.292
CUS_001629,first_home,37141,22183,0.927,0.694
CUS_001630,first_home,34795,15380,0.369,0.705
CUS_001631,premium,128823,54050,0.216,0.229
CUS_001632,premium,148984,1500,0.182,0.302
CUS_001633,upsizer,53309,28035,0.408,0.442
CUS_001634,first_home,28922,12119,0.47,0.843
CUS_001635,first_home,43699,14542,0.605,0.859
CUS_001636,first_home,29758,8315,0.744,0.808
CUS_001637,first_home,35106,15796,0.327,0.934
CUS_001638,investor,95212,48961,0.435,0.279
CUS_001639,first_home,24605,8888,0.165,0.672
CUS_001640,investor,98217,52121,0.696,0.451
CUS_001641,premium,139014,30943,0.465,0.137
CUS_001642,first_home,33407,10442,0.501,0.719
CUS_001643,upsizer,64656,35789,0.871,0.773
CUS_001644,first_home,30780,10995,0.583,0.865
CUS_001645,upsizer,88534,65429,0.964,0.363
CUS_001646,investor,53767,25800,0.736,0.336
CUS_001647,first_home,35053,7703,0.454,0.723
CUS_001648,first_home,27804,4103,0.289,0.821
CUS_001649,first_home,36343,20759,0.519,0.8
CUS_001650,premium,178186,57146,0.802,0.406
CUS_001651,first_home,23738,14125,0.224,1.0
CUS_001652,premium,94083,31306,0.412,0.365
CUS_001653,first_home,59056,27966,0.358,0.63
CUS_001654,upsizer,64788,23947,0.456,0.156
CUS_001655,first_home,46150,21967,0.653,0.858
CUS_001656,investor,80606,45243,0.605,0.27
CUS_001657,premium,125292,54307,0.601,0.0
CUS_001658,first_home,53110,29156,0.224,0.813
CUS_001659,first_home,43894,5454,0.729,0.594
CUS_001660,investor,110278,55670,0.798,0.28
CUS_001661,investor,68356,29676,0.501,0.453
CUS_001662,premium,186537,71410,0.344,0.218
CUS_001663,first_home,47448,1500,0.755,0.791
CUS_001664,upsizer,102350,13269,0.88,0.489
CUS_001665,upsizer,81678,38464,0.65,0.752
CUS_001666,investor,49250,24311,0.385,0.656
CUS_001667,first_home,37442,18859,0.305,0.82
CUS_001668,first_home,35651,15283,0.696,0.531
CUS_001669,upsizer,58295,12490,0.184,0.458
CUS_001670,investor,68203,16706,0.225,0.248
CUS_001671,investor,71035,3577,0.61,0.437
CUS_001672,upsizer,81424,36839,0.937,0.557
CUS_001673,first_home,61320,47402,0.836,0.699
CUS_001674,investor,92423,38213,0.651,0.351
CUS_001675,investor,38346,11241,0.059,0.387
CUS_001676,premium,86830,37737,0.0,0.222
CUS_001677,investor,85738,34774,0.518,0.294
CUS_001678,first_home,43429,5101,0.984,0.685
CUS_001679,first_home,26930,12812,0.346,0.683
CUS_001680,upsizer,72359,29700,0.767,0.665
CUS_001681,investor,50809,20288,0.634,0.751
CUS_001682,first_home,24029,18932,0.422,0.854
CUS_001683,upsizer,98666,40628,0.461,0.406
CUS_001684,first_home,36356,27560,0.156,0.781
CUS_001685,first_home,39077,10985,0.666,1.0
CUS_001686,upsizer,77031,12185,0.403,0.728
CUS_001687,investor,70813,20127,0.764,0.702
CUS_001688,upsizer,72092,46224,0.506,0.698
CUS_001689,upsizer,98641,28947,0.489,0.284
CUS_001690,first_home,43649,7565,0.053,0.826
CUS_001691,first_home,33280,16349,0.629,0.413
CUS_001692,premium,100172,36159,0.683,0.37
CUS_001693,first_home,48843,26053,0.862,0.643
CUS_001694,investor,44112,13635,0.357,0.379
CUS_001695,investor,45566,12020,0.624,0.0
CUS_001696,first_home,23945,17448,0.656,0.554
CUS_001697,first_home,29126,8159,0.254,0.724
CUS_001698,investor,47155,13185,0.41,0.274
CUS_001699,premium,16000,8210,0.275,0.207
CUS_001700,first_home,29326,1500,0.295,0.709
CUS_001701,first_home,46318,26026,0.465,0.911
CUS_001702,first_home,40263,30274,0.394,0.841
CUS_001703,investor,90401,52952,0.556,0.362
CUS_001704,first_home,41095,9970,0.71,0.717
CUS_001705,investor,112467,33718,0.702,0.7
CUS_001706,investor,41080,18140,0.749,0.544
CUS_001707,first_home,63062,31262,0.496,0.593
CUS_001708,investor,51979,37451,0.436,0.305
CUS_001709,upsizer,81290,57911,0.265,0.935
CUS_001710,first_home,40661,15909,0.728,0.732
CUS_001711,first_home,48973,16375,0.794,0.597
CUS_001712,first_home,35635,10309,0.861,0.851
CUS_001713,investor,93884,51261,0.635,0.424
CUS_001714,upsizer,88347,55162,0.448,0.539
CUS_001715,investor,96210,42553,0.299,0.507
CUS_001716,upsizer,104392,44866,0.238,0.837
CUS_001717,investor,56010,45388,0.089,0.688
CUS_001718,first_home,39618,21885,0.807,0.789
CUS_001719,first_home,42498,2570,0.652,0.616
CUS_001720,investor,80884,34281,1.0,0.573
CUS_001721,investor,98542,45947,0.531,0.57
CUS_001722,first_home,45739,17449,0.574,0.868
CUS_001723,first_home,34150,22441,0.647,0.872
CUS_001724,first_home,22440,8317,0.704,0.697
CUS_001725,first_home,54855,13865,0.398,0.484
CUS_001726,investor,68059,20565,0.55,0.128
CUS_001727,investor,43665,24078,0.745,0.41
CUS_001728,premium,168975,31449,0.942,0.24
CUS_001729,first_home,51325,17515,0.34,0.721
CUS_001730,premium,84621,49291,0.607,0.258
CUS_001731,first_home,30672,5679,0.582,0.653
CUS_001732,first_home,50785,12356,0.494,0.583
CUS_001733,premium,134534,16801,0.803,0.016
CUS_001734,upsizer,62390,16770,1.0,0.548
CUS_001735,upsizer,103797,34872,0.648,0.212
CUS_001736,first_home,16000,6197,0.373,0.722
CUS_001737,first_home,29672,7863,0.218,0.574
CUS_001738,investor,78935,28511,0.542,0.621
CUS_001739,premium,113865,69041,0.786,0.277
CUS_001740,first_home,46802,22938,0.51,0.725
CUS_001741,first_home,52274,42561,0.622,0.604
CUS_001742,first_home,35034,10820,1.0,0.751
CUS_001743,first_home,33853,11819,0.716,0.763
CUS_001744,first_home,16000,7324,0.574,0.734
CUS_001745,investor,27454,9263,0.237,0.302
CUS_001746,first_home,22921,9746,0.753,0.776
CUS_001747,investor,51093,4334,0.694,0.437
CUS_001748,investor,67472,24511,0.758,0.217
CUS_001749,first_home,32589,19162,0.259,0.721
CUS_001750,first_home,31215,24119,0.552,0.92
CUS_001751,upsizer,112120,77451,0.699,0.516
CUS_001752,investor,84493,38247,0.208,0.11
CUS_001753,upsizer,75859,39190,0.592,0.449
CUS_001754,first_home,50896,24913,0.821,0.578
CUS_001755,investor,16000,5284,0.406,0.368
CUS_001756,upsizer,57923,14906,0.814,0.581
CUS_001757,first_home,33194,15757,0.567,0.678
CUS_001758,first_home,35622,14612,0.583,0.885
CUS_001759,upsizer,81477,47344,0.796,0.562
CUS_001760,first_home,34322,1500,0.396,0.495
CUS_001761,first_home,44903,17906,0.25,0.709
CUS_001762,upsizer,64222,41594,0.496,0.527
CUS_001763,first_home,39433,21048,0.639,0.861
CUS_001764,investor,42238,10689,0.644,0.342
CUS_001765,premium,116974,22737,0.636,0.09
CUS_001766,premium,78225,32987,0.381,0.155
CUS_001767,first_home,52276,29867,0.674,0.564
CUS_001768,first_home,29185,15262,0.535,0.476
CUS_001769,premium,52624,23722,0.926,0.421
CUS_001770,premium,136535,74489,0.773,0.256
CUS_001771,first_home,35952,17125,0.685,0.876
CUS_001772,first_home,27433,14756,0.516,0.809
CUS_001773,first_home,16000,9580,0.475,0.662
CUS_001774,first_home,26487,9269,0.506,0.892
CUS_001775,premium,181606,49134,0.626,0.088
CUS_001776,upsizer,71986,40399,0.795,0.603
CUS_001777,first_home,45625,15424,0.208,0.647
CUS_001778,upsizer,94582,7533,0.44,0.481
CUS_001779,premium,85953,59043,0.859,0.343
CUS_001780,investor,37138,17667,0.423,0.184
CUS_001781,upsizer,84320,39436,0.357,0.965
CUS_001782,first_home,38882,15425,0.816,0.763
CUS_001783,upsizer,23708,13767,0.68,0.359
CUS_001784,first_home,53645,10676,0.613,0.641
CUS_001785,first_home,44407,19123,0.706,0.839
CUS_001786,investor,58938,28338,0.492,0.348
CUS_001787,first_home,40967,21679,0.568,0.816
CUS_001788,investor,72822,8918,0.582,0.561
CUS_001789,first_home,30725,16496,0.482,0.595
CUS_001790,first_home,28437,10085,0.48,0.896
CUS_001791,investor,55463,17344,0.349,0.327
CUS_001792,first_home,24865,3703,0.44,0.66
CUS_001793,first_home,38455,31989,0.455,0.943
CUS_001794,first_home,40163,16344,0.112,0.502
CUS_001795,upsizer,75475,35792,0.704,0.723
CUS_001796,investor,54879,13208,0.624,0.331
CUS_001797,first_home,58836,9103,0.916,0.87
CUS_001798,investor,65451,37741,0.244,0.438
CUS_001799,investor,66691,12472,0.317,0.411
CUS_001800,first_home,40116,26663,0.784,0.777
CUS_001801,first_home,55516,41864,0.27,0.885
CUS_001802,investor,76764,22294,0.549,0.117
CUS_001803,first_home,27413,9512,0.501,0.759
CUS_001804,upsizer,79277,1500,0.927,0.223
CUS_001805,first_home,43967,5111,0.547,0.607
CUS_001806,investor,73067,39729,0.546,0.34
CUS_001807,first_home,48933,32091,0.612,0.892
CUS_001808,investor,78497,22708,0.353,0.547
CUS_001809,upsizer,72549,22963,0.437,0.981
CUS_001810,first_home,31985,4650,0.296,0.559
CUS_001811,first_home,45982,10418,0.715,0.49
CUS_001812,investor,62422,41770,0.725,0.448
CUS_001813,first_home,16000,7773,0.357,0.839
CUS_001814,first_home,40731,4353,0.498,0.908
CUS_001815,investor,77967,41476,0.598,0.444
CUS_001816,first_home,18275,15658,0.227,0.818
CUS_001817,first_home,39893,14325,0.688,0.915
CUS_001818,first_home,34365,10655,0.303,0.655
CUS_001819,first_home,59112,31606,0.154,0.462
CUS_001820,upsizer,34229,20919,0.574,0.983
CUS_001821,first_home,46033,26602,0.705,0.537
CUS_001822,first_home,38793,14467,0.775,0.469
CUS_001823,investor,82967,29396,0.671,0.451
CUS_001824,premium,168437,20150,0.396,0.322
CUS_001825,first_home,51972,10843,1.0,0.825
CUS_001826,investor,100432,49706,0.575,0.598
CUS_001827,investor,35717,11922,0.337,0.5
CUS_001828,first_home,24017,11392,0.792,0.566
CUS_001829,first_home,24683,9554,0.63,0.792
CUS_001830,investor,71254,31432,1.0,0.55
CUS_001831,first_home,18224,7900,0.931,0.668
CUS_001832,first_home,48438,27333,0.465,0.678
CUS_001833,investor,78340,45654,0.267,0.526
CUS_001834,first_home,40762,17402,0.44,0.69
CUS_001835,first_home,33324,13104,0.004,0.941
CUS_001836,first_home,53263,22559,0.568,0.533
CUS_001837,upsizer,85119,24589,0.796,0.729
CUS_001838,investor,91777,57409,0.566,0.304
CUS_001839,first_home,24464,8044,0.675,0.606
CUS_001840,first_home,19263,7729,0.745,0.697
CUS_001841,upsizer,74406,34354,0.919,0.451
CUS_001842,investor,85829,41696,0.6,0.123
CUS_001843,investor,97348,46572,0.508,0.72
CUS_001844,first_home,37282,15114,0.423,0.491
CUS_001845,first_home,21883,15889,0.945,0.564
CUS_001846,first_home,26352,11688,0.418,0.885
CUS_001847,premium,16000,6156,1.0,0.321
CUS_001848,upsizer,106008,79883,0.481,0.61
CUS_001849,first_home,55649,16139,0.359,0.868
CUS_001850,investor,16000,12049,0.663,0.338
CUS_001851,upsizer,61800,4377,0.619,0.674
CUS_001852,upsizer,91791,32833,0.162,0.548
CUS_001853,first_home,24996,3236,0.728,0.539
CUS_001854,first_home,53263,9844,0.118,0.932
CUS_001855,upsizer,61919,31672,0.995,0.41
CUS_001856,first_home,34732,16720,0.219,0.703
CUS_001857,first_home,33896,10864,0.631,0.732
CUS_001858,first_home,29990,21715,0.69,0.611
CUS_001859,first_home,24555,15572,0.791,0.749
CUS_001860,first_home,63865,26869,0.215,0.766
CUS_001861,investor,78278,8177,0.685,0.341
CUS_001862,upsizer,80114,48276,0.303,0.709
CUS_001863,first_home,17954,6160,0.62,0.895
CUS_001864,upsizer,86740,41861,0.095,0.525
CUS_001865,upsizer,84203,48298,0.686,0.573
CUS_001866,premium,107778,38560,0.874,0.233
CUS_001867,investor,63740,42080,0.492,0.0
CUS_001868,upsizer,98634,35675,0.582,0.64
CUS_001869,investor,83420,43961,0.708,0.13
CUS_001870,first_home,34762,19673,0.642,1.0
CUS_001871,upsizer,103540,61525,0.176,0.605
CUS_001872,first_home,35862,26680,0.267,0.665
CUS_001873,upsizer,77144,21755,0.463,0.502
CUS_001874,first_home,16000,3617,0.587,0.756
CUS_001875,first_home,47860,17811,0.446,0.968
CUS_001876,investor,62844,61452,0.583,0.641
CUS_001877,investor,16000,10770,0.802,0.275
CUS_001878,first_home,53936,17852,0.473,0.713
CUS_001879,upsizer,83271,30595,0.295,0.764
CUS_001880,first_home,27480,11742,0.68,0.618
CUS_001881,first_home,34536,16548,0.854,0.283
CUS_001882,investor,30153,16446,0.629,0.184
CUS_001883,first_home,26398,14596,0.448,0.646
CUS_001884,first_home,40275,25994,0.518,0.678
CUS_001885,first_home,40898,32331,0.445,1.0
CUS_001886,first_home,44556,18088,0.629,0.65
CUS_001887,upsizer,68545,26838,0.054,0.421
CUS_001888,first_home,27672,10085,0.583,0.777
CUS_001889,investor,29322,11147,0.518,0.11
CUS_001890,investor,95462,47388,0.776,0.476
CUS_001891,first_home,36290,19756,0.219,0.897
CUS_001892,upsizer,62112,46007,0.284,0.519
CUS_001893,first_home,42960,12991,0.645,0.756
CUS_001894,first_home,27690,13694,0.873,0.646
CUS_001895,premium,121206,33778,0.525,0.224
CUS_001896,investor,56839,28583,0.504,0.377
CUS_001897,first_home,38599,35166,0.372,0.877
CUS_001898,premium,188231,76304,0.569,0.212
CUS_001899,upsizer,47419,41323,0.328,0.446
CUS_001900,first_home,16000,4470,0.241,0.863
CUS_001901,investor,131239,45559,0.69,0.33
CUS_001902,first_home,25184,9276,0.351,0.863
CUS_001903,first_home,16000,7384,0.72,0.604
CUS_001904,first_home,59956,24118,0.545,0.737
CUS_001905,first_home,45717,25945,0.795,0.863
CUS_001906,investor,62169,1500,0.3,0.261
CUS_001907,first_home,35574,9023,0.751,1.0
CUS_001908,first_home,44050,33963,0.562,0.968
CUS_001909,first_home,33928,5993,0.205,0.711
CUS_001910,first_home,48772,17841,0.387,0.712
CUS_001911,investor,81510,44036,0.394,0.171
CUS_001912,first_home,38562,16266,0.654,0.764
CUS_001913,first_home,39467,10933,0.331,0.91
CUS_001914,first_home,56585,28865,0.264,0.617
CUS_001915,first_home,41008,23803,0.463,0.618
CUS_001916,investor,99005,31934,0.782,0.185
CUS_001917,first_home,43034,21661,0.59,0.809
CUS_001918,investor,26585,15551,0.491,0.461
CUS_001919,investor,93720,58527,0.701,0.495
CUS_001920,first_home,38375,19057,0.326,0.931
CUS_001921,first_home,26205,19332,0.989,0.845
CUS_001922,first_home,40165,17613,0.959,0.792
CUS_001923,first_home,24426,6181,0.446,0.71
CUS_001924,first_home,35991,14061,0.58,0.751
CUS_001925,upsizer,83645,54217,0.531,0.53
CUS_001926,first_home,50795,13673,0.431,0.573
CUS_001927,first_home,57599,1524,0.777,0.916
CUS_001928,premium,89025,45648,0.206,0.0
CUS_001929,upsizer,75419,26404,0.467,0.761
CUS_001930,first_home,35276,29443,0.679,0.817
CUS_001931,investor,49557,23686,0.929,0.325
CUS_001932,first_home,40155,26209,0.882,0.971
CUS_001933,premium,114490,39122,0.391,0.012
CUS_001934,investor,66814,35873,0.367,0.297
CUS_001935,first_home,36424,18098,0.455,0.651
CUS_001936,first_home,58070,39389,0.898,0.669
CUS_001937,first_home,29476,13690,0.652,0.796
CUS_001938,investor,65731,22069,1.0,0.396
CUS_001939,first_home,45116,27834,0.706,0.854
CUS_001940,first_home,44262,13342,0.959,0.876
CUS_001941,first_home,35425,10021,0.532,0.708
CUS_001942,investor,39171,16533,0.357,0.478
CUS_001943,first_home,16000,5941,1.0,1.0
CUS_001944,upsizer,114403,49538,0.238,0.753
CUS_001945,first_home,46963,14548,0.621,0.625
CUS_001946,first_home,28439,17962,0.583,0.8
CUS_001947,first_home,27738,17447,0.413,0.466
CUS_001948,first_home,33394,19352,0.641,0.838
CUS_001949,first_home,29572,16612,0.519,0.507
CUS_001950,first_home,46645,4541,0.346,0.841
CUS_001951,first_home,49853,22480,0.246,0.734
CUS_001952,first_home,40060,23411,0.66,0.881
CUS_001953,premium,187302,125740,0.367,0.221
CUS_001954,first_home,22363,8795,0.429,0.938
CUS_001955,premium,196902,130868,0.357,0.284
CUS_001956,upsizer,59023,28645,0.363,0.58
