lead_id,customer_id,project_id,lead_date,channel,visits,lead_score
LEAD_0001903,CUS_005510,PRJ_0007,2022-04-30,web,3,48
LEAD_0001904,CUS_001731,PRJ_0007,2024-05-27,agency,4,62
LEAD_0001905,CUS_005520,PRJ_0003,2025-11-02,agency,4,66
LEAD_0001906,CUS_002093,PRJ_0011,2022-07-22,web,5,84
LEAD_0001907,CUS_004706,PRJ_0005,2021-08-25,referral,0,51
LEAD_0001908,CUS_002057,PRJ_0023,2024-06-29,web,6,82
LEAD_0001909,CUS_001625,PRJ_0004,2023-05-21,campaign,2,59
LEAD_0001910,CUS_003024,PRJ_0028,2024-06-23,web,1,45
LEAD_0001911,CUS_005107,PRJ_0026,2025-04-06,campaign,4,90
LEAD_0001912,CUS_002576,PRJ_0011,2024-10-12,web,1,49
LEAD_0001913,CUS_006450,PRJ_0011,2023-08-24,campaign,1,41
LEAD_0001914,CUS_005081,PRJ_0015,2025-07-30,campaign,1,54
LEAD_0001915,CUS_001962,PRJ_0001,2022-04-30,campaign,2,64
LEAD_0001916,CUS_005439,PRJ_0008,2024-06-03,referral,1,81
LEAD_0001917,CUS_004481,PRJ_0016,2023-03-16,web,1,66
LEAD_0001918,CUS_003435,PRJ_0006,2023-01-17,campaign,1,71
LEAD_0001919,CUS_002452,PRJ_0015,2023-12-29,web,3,70
LEAD_0001920,CUS_000190,PRJ_0016,2021-09-18,walk_in,1,58
LEAD_0001921,CUS_005996,PRJ_0010,2021-06-24,web,4,59
LEAD_0001922,CUS_003775,PRJ_0002,2022-10-13,web,2,51
LEAD_0001923,CUS_005858,PRJ_0003,2025-01-19,agency,7,63
LEAD_0001924,CUS_002326,PRJ_0021,2023-11-07,agency,2,71
LEAD_0001925,CUS_005794,PRJ_0012,2025-07-30,agency,1,49
LEAD_0001926,CUS_001338,PRJ_0004,2022-11-25,agency,4,62
LEAD_0001927,CUS_004597,PRJ_0017,2022-10-09,referral,0,48
LEAD_0001928,CUS_003289,PRJ_0002,2024-05-13,walk_in,2,66
LEAD_0001929,CUS_003688,PRJ_0028,2024-12-29,agency,1,73
LEAD_0001930,CUS_006489,PRJ_0006,2021-12-25,web,1,56
LEAD_0001931,CUS_002146,PRJ_0012,2022-04-19,walk_in,2,62
LEAD_0001932,CUS_001962,PRJ_0026,2021-12-26,web,1,49
LEAD_0001933,CUS_004085,PRJ_0018,2022-07-15,walk_in,2,60
LEAD_0001934,CUS_000705,PRJ_0004,2021-08-22,web,4,68
LEAD_0001935,CUS_004968,PRJ_0013,2025-09-25,referral,0,58
LEAD_0001936,CUS_000726,PRJ_0017,2025-11-08,referral,0,48
LEAD_0001937,CUS_005928,PRJ_0018,2024-09-22,web,2,47
LEAD_0001938,CUS_002092,PRJ_0013,2024-06-12,web,2,57
LEAD_0001939,CUS_004156,PRJ_0009,2021-12-23,web,3,57
LEAD_0001940,CUS_003710,PRJ_0018,2021-10-11,web,1,73
LEAD_0001941,CUS_003577,PRJ_0007,2021-06-01,web,2,62
LEAD_0001942,CUS_000849,PRJ_0012,2021-06-22,referral,0,51
LEAD_0001943,CUS_002714,PRJ_0019,2023-12-25,agency,0,56
LEAD_0001944,CUS_004902,PRJ_0014,2021-09-13,web,0,70
LEAD_0001945,CUS_003223,PRJ_0001,2025-07-17,walk_in,0,77
LEAD_0001946,CUS_006108,PRJ_0028,2022-12-10,campaign,0,47
LEAD_0001947,CUS_004225,PRJ_0008,2021-02-25,walk_in,3,48
LEAD_0001948,CUS_006448,PRJ_0009,2025-06-28,web,4,77
LEAD_0001949,CUS_004730,PRJ_0001,2025-06-13,walk_in,2,52
LEAD_0001950,CUS_003576,PRJ_0005,2021-10-15,web,3,58
LEAD_0001951,CUS_000834,PRJ_0004,2024-12-20,web,2,55
LEAD_0001952,CUS_000649,PRJ_0001,2022-01-11,referral,4,90
LEAD_0001953,CUS_001377,PRJ_0001,2022-03-18,agency,4,76
LEAD_0001954,CUS_005418,PRJ_0018,2022-06-22,web,3,56
LEAD_0001955,CUS_002716,PRJ_0002,2024-05-22,walk_in,2,72
LEAD_0001956,CUS_005655,PRJ_0004,2022-07-07,web,2,51
LEAD_0001957,CUS_003179,PRJ_0009,2021-08-30,web,2,53
LEAD_0001958,CUS_001873,PRJ_0025,2022-02-19,agency,4,85
LEAD_0001959,CUS_005325,PRJ_0001,2021-02-11,web,2,50
LEAD_0001960,CUS_003824,PRJ_0018,2021-03-18,referral,0,77
LEAD_0001961,CUS_000843,PRJ_0011,2025-12-02,referral,1,68
LEAD_0001962,CUS_002006,PRJ_0023,2022-09-29,referral,1,70
LEAD_0001963,CUS_000927,PRJ_0025,2024-07-24,web,3,54
LEAD_0001964,CUS_004462,PRJ_0020,2024-09-28,web,1,61
LEAD_0001965,CUS_004696,PRJ_0026,2023-06-18,referral,1,60
LEAD_0001966,CUS_004944,PRJ_0022,2025-04-21,agency,2,60
LEAD_0001967,CUS_001729,PRJ_0018,2024-01-31,agency,1,80
LEAD_0001968,CUS_002213,PRJ_0028,2025-07-10,referral,1,62
LEAD_0001969,CUS_002746,PRJ_0002,2023-12-31,referral,3,83
LEAD_0001970,CUS_000133,PRJ_0017,2021-05-02,referral,4,75
LEAD_0001971,CUS_005856,PRJ_0007,2021-11-29,walk_in,1,36
LEAD_0001972,CUS_002590,PRJ_0009,2022-12-07,referral,0,78
LEAD_0001973,CUS_001294,PRJ_0018,2025-07-07,campaign,2,61
LEAD_0001974,CUS_001420,PRJ_0017,2025-06-26,walk_in,0,50
LEAD_0001975,CUS_000350,PRJ_0016,2022-12-18,web,2,57
LEAD_0001976,CUS_002724,PRJ_0015,2022-02-14,web,3,55
LEAD_0001977,CUS_006371,PRJ_0015,2022-08-13,campaign,5,51
LEAD_0001978,CUS_006386,PRJ_0006,2023-07-30,agency,3,74
LEAD_0001979,CUS_002165,PRJ_0015,2022-07-31,web,5,59
LEAD_0001980,CUS_000217,PRJ_0009,2021-05-05,agency,2,70
LEAD_0001981,CUS_000893,PRJ_0009,2025-07-23,referral,3,81
LEAD_0001982,CUS_002159,PRJ_0019,2024-04-21,walk_in,3,79
LEAD_0001983,CUS_004084,PRJ_0009,2025-03-07,walk_in,1,75
LEAD_0001984,CUS_003241,PRJ_0014,2021-09-03,web,2,56
LEAD_0001985,CUS_004582,PRJ_0012,2024-02-16,web,0,61
LEAD_0001986,CUS_003116,PRJ_0009,2023-04-18,web,1,64
LEAD_0001987,CUS_003618,PRJ_0028,2024-10-19,campaign,2,54
LEAD_0001988,CUS_001362,PRJ_0017,2025-04-27,walk_in,3,59
LEAD_0001989,CUS_003191,PRJ_0005,2021-08-15,agency,5,76
LEAD_0001990,CUS_005021,PRJ_0008,2024-03-06,campaign,3,69
LEAD_0001991,CUS_001076,PRJ_0005,2023-04-19,referral,4,64
LEAD_0001992,CUS_001908,PRJ_0028,2023-05-10,web,1,49
LEAD_0001993,CUS_004137,PRJ_0023,2023-01-07,web,4,88
LEAD_0001994,CUS_001099,PRJ_0022,2021-03-09,web,1,50
LEAD_0001995,CUS_003174,PRJ_0009,2022-07-07,referral,1,95
LEAD_0001996,CUS_005567,PRJ_0005,2025-04-19,web,1,48
LEAD_0001997,CUS_001853,PRJ_0027,2024-05-07,web,0,36
LEAD_0001998,CUS_005208,PRJ_0010,2025-01-17,walk_in,3,50
LEAD_0001999,CUS_003043,PRJ_0021,2023-02-13,agency,2,64
LEAD_0002000,CUS_003684,PRJ_0008,2025-05-22,web,2,59
LEAD_0002001,CUS_003098,PRJ_0012,2024-04-15,web,1,63
LEAD_0002002,CUS_001454,PRJ_0008,2025-06-06,web,3,60
LEAD_0002003,CUS_005321,PRJ_0007,2023-05-05,web,1,82
LEAD_0002004,CUS_006151,PRJ_0007,2024-05-29,web,2,63
LEAD_0002005,CUS_003791,PRJ_0012,2021-12-14,campaign,3,62
LEAD_0002006,CUS_001818,PRJ_0003,2022-10-23,walk_in,4,48
LEAD_0002007,CUS_002363,PRJ_0001,2021-10-02,referral,3,94
LEAD_0002008,CUS_003141,PRJ_0010,2022-01-02,campaign,1,62
LEAD_0002009,CUS_002496,PRJ_0024,2023-01-14,referral,0,60
LEAD_0002010,CUS_005853,PRJ_0002,2023-01-06,walk_in,1,72
LEAD_0002011,CUS_001551,PRJ_0020,2025-04-01,campaign,3,44
LEAD_0002012,CUS_004937,PRJ_0022,2023-05-22,campaign,2,54
LEAD_0002013,CUS_003964,PRJ_0027,2021-09-15,web,3,66
LEAD_0002014,CUS_003123,PRJ_0006,2025-10-12,agency,1,58
LEAD_0002015,CUS_005181,PRJ_0020,2022-06-27,walk_in,2,59
LEAD_0002016,CUS_002944,PRJ_0003,2022-02-01,walk_in,2,91
LEAD_0002017,CUS_001209,PRJ_0023,2025-12-21,walk_in,2,57
LEAD_0002018,CUS_001895,PRJ_0022,2023-11-11,walk_in,4,76
LEAD_0002019,CUS_005130,PRJ_0022,2021-12-21,referral,1,91
LEAD_0002020,CUS_005153,PRJ_0022,2023-01-03,web,3,52
LEAD_0002021,CUS_004486,PRJ_0017,2022-04-23,web,0,54
LEAD_0002022,CUS_006153,PRJ_0012,2023-01-21,agency,3,81
LEAD_0002023,CUS_004652,PRJ_0012,2023-07-18,campaign,3,59
LEAD_0002024,CUS_005605,PRJ_0025,2024-01-02,web,3,67
LEAD_0002025,CUS_001856,PRJ_0016,2022-04-29,web,5,66
LEAD_0002026,CUS_002932,PRJ_0012,2021-10-15,web,1,52
LEAD_0002027,CUS_004289,PRJ_0023,2023-08-27,web,0,47
LEAD_0002028,CUS_006269,PRJ_0015,2024-01-31,web,2,51
LEAD_0002029,CUS_004729,PRJ_0004,2021-09-12,walk_in,4,56
LEAD_0002030,CUS_000087,PRJ_0023,2023-07-30,walk_in,3,59
LEAD_0002031,CUS_004666,PRJ_0018,2025-10-10,web,1,54
LEAD_0002032,CUS_002071,PRJ_0004,2022-07-23,web,1,63
LEAD_0002033,CUS_000908,PRJ_0019,2021-09-11,web,3,89
LEAD_0002034,CUS_005158,PRJ_0002,2023-04-25,web,1,55
LEAD_0002035,CUS_004563,PRJ_0028,2023-03-28,referral,1,61
LEAD_0002036,CUS_006233,PRJ_0018,2023-06-30,web,2,76
LEAD_0002037,CUS_003359,PRJ_0010,2022-04-17,web,2,52
LEAD_0002038,CUS_006289,PRJ_0011,2024-06-15,campaign,0,66
LEAD_0002039,CUS_004827,PRJ_0026,2021-12-28,web,2,65
LEAD_0002040,CUS_003313,PRJ_0007,2025-01-17,campaign,2,51
LEAD_0002041,CUS_006238,PRJ_0003,2021-07-02,walk_in,5,61
LEAD_0002042,CUS_006184,PRJ_0023,2025-12-30,agency,2,91
LEAD_0002043,CUS_004649,PRJ_0015,2021-11-28,agency,2,92
LEAD_0002044,CUS_003932,PRJ_0017,2025-09-12,web,2,71
LEAD_0002045,CUS_001264,PRJ_0006,2022-12-17,referral,2,65
LEAD_0002046,CUS_004803,PRJ_0025,2023-01-05,referral,1,51
LEAD_0002047,CUS_002769,PRJ_0016,2025-05-05,campaign,2,62
LEAD_0002048,CUS_003574,PRJ_0013,2021-02-12,web,2,56
LEAD_0002049,CUS_001574,PRJ_0017,2022-04-04,web,2,63
LEAD_0002050,CUS_001893,PRJ_0017,2021-05-31,walk_in,2,63
LEAD_0002051,CUS_000850,PRJ_0016,2025-11-10,agency,2,81
LEAD_0002052,CUS_001184,PRJ_0025,2024-02-11,agency,1,67
LEAD_0002053,CUS_002174,PRJ_0017,2023-05-24,agency,4,80
LEAD_0002054,CUS_004197,PRJ_0013,2022-12-12,agency,2,61
LEAD_0002055,CUS_002326,PRJ_0024,2025-05-05,agency,2,63
LEAD_0002056,CUS_005627,PRJ_0021,2021-02-10,web,5,65
LEAD_0002057,CUS_004424,PRJ_0004,2023-02-10,web,0,53
LEAD_0002058,CUS_003999,PRJ_0007,2023-03-10,campaign,2,53
LEAD_0002059,CUS_003447,PRJ_0025,2021-06-01,agency,1,63
LEAD_0002060,CUS_003758,PRJ_0001,2023-08-16,campaign,3,54
LEAD_0002061,CUS_003868,PRJ_0024,2024-06-26,walk_in,5,87
LEAD_0002062,CUS_002787,PRJ_0018,2024-05-09,web,3,50
LEAD_0002063,CUS_002799,PRJ_0001,2025-01-03,walk_in,3,57
LEAD_0002064,CUS_002422,PRJ_0009,2022-09-12,web,0,55
LEAD_0002065,CUS_003915,PRJ_0016,2025-08-17,web,4,75
LEAD_0002066,CUS_006028,PRJ_0006,2025-12-09,web,3,54
LEAD_0002067,CUS_003128,PRJ_0011,2022-06-01,agency,1,70
LEAD_0002068,CUS_000449,PRJ_0028,2025-06-16,agency,0,97
LEAD_0002069,CUS_005044,PRJ_0026,2023-10-04,walk_in,1,53
LEAD_0002070,CUS_003705,PRJ_0007,2024-03-25,web,3,58
LEAD_0002071,CUS_000532,PRJ_0017,2025-12-11,web,1,44
LEAD_0002072,CUS_000936,PRJ_0026,2022-01-30,web,2,50
LEAD_0002073,CUS_005211,PRJ_0017,2025-05-22,web,2,70
LEAD_0002074,CUS_003750,PRJ_0018,2023-12-11,referral,1,55
LEAD_0002075,CUS_002686,PRJ_0007,2025-03-17,web,3,56
LEAD_0002076,CUS_002295,PRJ_0004,2025-04-11,web,3,76
LEAD_0002077,CUS_005644,PRJ_0017,2021-06-13,campaign,3,83
LEAD_0002078,CUS_000637,PRJ_0025,2023-01-30,web,3,68
LEAD_0002079,CUS_002305,PRJ_0017,2024-01-08,campaign,3,73
LEAD_0002080,CUS_000382,PRJ_0003,2021-03-11,web,2,49
LEAD_0002081,CUS_005838,PRJ_0020,2021-09-17,agency,2,73
LEAD_0002082,CUS_005175,PRJ_0019,2023-06-14,web,2,53
LEAD_0002083,CUS_001743,PRJ_0018,2023-04-29,agency,1,59
LEAD_0002084,CUS_000280,PRJ_0010,2024-05-22,web,1,63
LEAD_0002085,CUS_001250,PRJ_0022,2024-04-20,web,3,67
LEAD_0002086,CUS_006332,PRJ_0006,2025-06-26,referral,1,63
LEAD_0002087,CUS_005949,PRJ_0027,2024-10-13,web,0,54
LEAD_0002088,CUS_002101,PRJ_0013,2022-08-17,web,2,48
LEAD_0002089,CUS_001802,PRJ_0006,2021-06-29,agency,2,79
LEAD_0002090,CUS_006367,PRJ_0005,2023-02-11,agency,1,48
LEAD_0002091,CUS_006429,PRJ_0008,2021-05-08,agency,0,64
LEAD_0002092,CUS_002626,PRJ_0026,2025-05-12,web,3,46
LEAD_0002093,CUS_006343,PRJ_0002,2024-07-09,web,0,55
LEAD_0002094,CUS_005158,PRJ_0018,2025-04-22,agency,1,60
LEAD_0002095,CUS_001109,PRJ_0015,2021-03-19,campaign,1,60
LEAD_0002096,CUS_001135,PRJ_0015,2021-03-19,referral,2,78
LEAD_0002097,CUS_001425,PRJ_0007,2023-02-13,referral,1,73
LEAD_0002098,CUS_001319,PRJ_0020,2024-07-16,web,3,61
LEAD_0002099,CUS_002377,PRJ_0006,2023-10-15,agency,1,58
LEAD_0002100,CUS_003995,PRJ_0026,2021-04-08,web,1,40
LEAD_0002101,CUS_000528,PRJ_0010,2023-02-22,campaign,5,46
LEAD_0002102,CUS_006148,PRJ_0019,2023-05-19,walk_in,1,61
LEAD_0002103,CUS_001315,PRJ_0008,2025-02-08,web,1,50
LEAD_0002104,CUS_005881,PRJ_0027,2024-03-10,campaign,3,47
LEAD_0002105,CUS_000617,PRJ_0014,2023-08-27,referral,1,100
LEAD_0002106,CUS_004963,PRJ_0009,2024-06-11,referral,0,66
LEAD_0002107,CUS_003402,PRJ_0025,2023-11-30,web,3,71
LEAD_0002108,CUS_005234,PRJ_0027,2023-08-11,walk_in,0,53
LEAD_0002109,CUS_002249,PRJ_0002,2025-12-21,campaign,2,50
LEAD_0002110,CUS_006486,PRJ_0020,2021-06-08,campaign,3,54
LEAD_0002111,CUS_004899,PRJ_0025,2025-04-25,agency,4,78
LEAD_0002112,CUS_004939,PRJ_0010,2023-04-21,agency,0,64
LEAD_0002113,CUS_001802,PRJ_0018,2023-09-14,campaign,0,72
LEAD_0002114,CUS_002486,PRJ_0018,2024-07-13,referral,1,95
LEAD_0002115,CUS_000565,PRJ_0012,2023-05-12,walk_in,1,52
LEAD_0002116,CUS_002131,PRJ_0019,2023-03-09,agency,0,70
LEAD_0002117,CUS_001649,PRJ_0020,2025-01-11,agency,1,56
LEAD_0002118,CUS_003260,PRJ_0012,2023-09-19,campaign,2,64
LEAD_0002119,CUS_004883,PRJ_0028,2025-11-26,web,4,97
LEAD_0002120,CUS_006090,PRJ_0016,2025-07-12,web,1,37
LEAD_0002121,CUS_003120,PRJ_0024,2023-10-15,referral,4,71
LEAD_0002122,CUS_000103,PRJ_0004,2025-03-12,web,1,61
LEAD_0002123,CUS_003482,PRJ_0016,2024-02-19,web,1,59
LEAD_0002124,CUS_006000,PRJ_0008,2023-03-11,web,4,42
LEAD_0002125,CUS_002126,PRJ_0017,2022-04-12,campaign,3,60
LEAD_0002126,CUS_006034,PRJ_0001,2025-06-16,referral,3,61
LEAD_0002127,CUS_000479,PRJ_0010,2023-03-18,web,4,65
LEAD_0002128,CUS_000799,PRJ_0006,2023-06-29,walk_in,2,66
LEAD_0002129,CUS_005710,PRJ_0018,2021-09-28,web,3,72
LEAD_0002130,CUS_000176,PRJ_0027,2021-01-22,web,0,66
LEAD_0002131,CUS_003420,PRJ_0002,2022-09-05,agency,1,79
LEAD_0002132,CUS_003986,PRJ_0009,2022-07-30,web,3,49
LEAD_0002133,CUS_005731,PRJ_0026,2023-11-09,campaign,1,47
LEAD_0002134,CUS_000441,PRJ_0016,2024-04-15,campaign,2,97
LEAD_0002135,CUS_001592,PRJ_0009,2021-07-08,web,2,56
LEAD_0002136,CUS_004760,PRJ_0017,2024-04-08,campaign,2,56
LEAD_0002137,CUS_001404,PRJ_0020,2023-05-26,web,1,57
LEAD_0002138,CUS_002344,PRJ_0020,2022-02-11,web,3,52
LEAD_0002139,CUS_000939,PRJ_0024,2024-08-08,web,0,46
LEAD_0002140,CUS_001913,PRJ_0013,2025-09-11,web,0,55
LEAD_0002141,CUS_006280,PRJ_0022,2023-04-22,web,1,42
LEAD_0002142,CUS_001668,PRJ_0004,2024-10-16,web,3,76
LEAD_0002143,CUS_004903,PRJ_0011,2025-12-30,agency,5,78
LEAD_0002144,CUS_005418,PRJ_0018,2025-10-23,referral,1,58
LEAD_0002145,CUS_002782,PRJ_0028,2023-02-27,referral,2,69
LEAD_0002146,CUS_006104,PRJ_0018,2021-01-11,agency,2,53
LEAD_0002147,CUS_003173,PRJ_0025,2022-12-27,agency,1,56
LEAD_0002148,CUS_000600,PRJ_0012,2023-11-01,web,3,63
LEAD_0002149,CUS_005911,PRJ_0024,2025-06-21,campaign,1,54
LEAD_0002150,CUS_000834,PRJ_0028,2025-03-23,web,4,83
LEAD_0002151,CUS_000563,PRJ_0023,2025-03-20,agency,2,75
LEAD_0002152,CUS_004734,PRJ_0011,2021-07-14,referral,2,73
LEAD_0002153,CUS_006415,PRJ_0023,2024-07-19,campaign,3,60
LEAD_0002154,CUS_005954,PRJ_0001,2024-06-07,walk_in,6,65
LEAD_0002155,CUS_006395,PRJ_0022,2024-07-25,agency,3,79
LEAD_0002156,CUS_006023,PRJ_0005,2022-03-27,referral,1,57
LEAD_0002157,CUS_001807,PRJ_0027,2025-02-16,referral,2,64
LEAD_0002158,CUS_005691,PRJ_0027,2022-05-23,referral,2,74
LEAD_0002159,CUS_005679,PRJ_0013,2021-11-25,agency,2,58
LEAD_0002160,CUS_002574,PRJ_0021,2025-11-29,web,0,61
LEAD_0002161,CUS_004665,PRJ_0008,2025-03-22,campaign,3,52
LEAD_0002162,CUS_000092,PRJ_0024,2023-04-11,referral,1,43
LEAD_0002163,CUS_004500,PRJ_0022,2023-04-23,referral,1,73
LEAD_0002164,CUS_000047,PRJ_0027,2021-08-17,campaign,1,51
LEAD_0002165,CUS_002085,PRJ_0027,2025-04-10,web,3,73
LEAD_0002166,CUS_000030,PRJ_0020,2023-10-20,walk_in,2,51
LEAD_0002167,CUS_003866,PRJ_0027,2023-04-16,web,2,49
LEAD_0002168,CUS_003301,PRJ_0005,2023-10-12,referral,3,64
LEAD_0002169,CUS_005317,PRJ_0016,2022-07-01,walk_in,1,62
LEAD_0002170,CUS_001887,PRJ_0024,2023-07-15,walk_in,3,74
LEAD_0002171,CUS_004890,PRJ_0012,2022-02-11,web,2,65
LEAD_0002172,CUS_006353,PRJ_0006,2025-04-07,web,0,62
LEAD_0002173,CUS_003922,PRJ_0016,2021-10-25,agency,4,56
LEAD_0002174,CUS_004189,PRJ_0020,2024-02-19,agency,1,55
LEAD_0002175,CUS_005848,PRJ_0006,2024-02-06,walk_in,1,36
LEAD_0002176,CUS_005354,PRJ_0001,2022-06-11,web,0,49
LEAD_0002177,CUS_004456,PRJ_0028,2025-10-29,web,0,46
LEAD_0002178,CUS_005871,PRJ_0010,2024-05-11,campaign,5,68
LEAD_0002179,CUS_004264,PRJ_0019,2023-12-18,campaign,2,44
LEAD_0002180,CUS_002449,PRJ_0015,2024-09-30,agency,0,75
LEAD_0002181,CUS_000722,PRJ_0025,2024-11-10,web,0,48
LEAD_0002182,CUS_000755,PRJ_0020,2021-01-06,agency,3,61
LEAD_0002183,CUS_006184,PRJ_0007,2023-08-06,campaign,4,93
LEAD_0002184,CUS_000167,PRJ_0024,2025-02-08,web,1,48
LEAD_0002185,CUS_005520,PRJ_0020,2021-05-29,web,1,56
LEAD_0002186,CUS_005253,PRJ_0002,2023-08-26,campaign,3,56
LEAD_0002187,CUS_006130,PRJ_0025,2025-03-24,web,3,80
LEAD_0002188,CUS_000196,PRJ_0023,2024-09-12,web,2,81
LEAD_0002189,CUS_005942,PRJ_0014,2023-03-31,agency,2,70
LEAD_0002190,CUS_003686,PRJ_0021,2022-03-08,campaign,4,68
LEAD_0002191,CUS_005981,PRJ_0012,2021-04-28,referral,1,68
LEAD_0002192,CUS_003409,PRJ_0023,2025-02-04,agency,2,70
LEAD_0002193,CUS_005393,PRJ_0012,2025-11-12,agency,1,62
LEAD_0002194,CUS_003238,PRJ_0015,2023-11-22,web,1,56
LEAD_0002195,CUS_002369,PRJ_0022,2025-07-20,referral,3,59
LEAD_0002196,CUS_006309,PRJ_0017,2023-06-20,agency,3,74
LEAD_0002197,CUS_001589,PRJ_0017,2022-01-29,campaign,2,51
LEAD_0002198,CUS_000644,PRJ_0004,2021-03-14,web,1,56
LEAD_0002199,CUS_002529,PRJ_0006,2024-07-18,web,3,71
LEAD_0002200,CUS_003976,PRJ_0023,2023-06-29,campaign,0,65
LEAD_0002201,CUS_003074,PRJ_0016,2025-06-06,walk_in,2,64
LEAD_0002202,CUS_001173,PRJ_0005,2021-12-23,web,1,94
LEAD_0002203,CUS_002775,PRJ_0006,2025-05-22,walk_in,1,56
LEAD_0002204,CUS_000730,PRJ_0017,2024-12-13,campaign,4,78
LEAD_0002205,CUS_000213,PRJ_0007,2025-09-25,walk_in,2,87
LEAD_0002206,CUS_004024,PRJ_0009,2025-02-15,web,1,60
LEAD_0002207,CUS_003157,PRJ_0023,2023-01-04,walk_in,1,50
LEAD_0002208,CUS_002787,PRJ_0004,2024-12-10,web,1,55
LEAD_0002209,CUS_001402,PRJ_0020,2024-03-20,web,3,60
LEAD_0002210,CUS_000383,PRJ_0007,2025-08-14,campaign,0,38
LEAD_0002211,CUS_000723,PRJ_0002,2024-11-12,campaign,2,85
LEAD_0002212,CUS_003833,PRJ_0001,2023-04-17,referral,2,56
LEAD_0002213,CUS_003978,PRJ_0012,2025-08-28,campaign,3,56
LEAD_0002214,CUS_006333,PRJ_0007,2023-08-20,campaign,2,80
LEAD_0002215,CUS_003444,PRJ_0013,2022-04-22,web,1,73
LEAD_0002216,CUS_000071,PRJ_0013,2021-02-27,web,3,61
LEAD_0002217,CUS_003981,PRJ_0002,2022-11-16,agency,4,64
LEAD_0002218,CUS_001946,PRJ_0017,2025-09-08,web,0,51
LEAD_0002219,CUS_006237,PRJ_0010,2025-03-04,agency,1,61
LEAD_0002220,CUS_004462,PRJ_0005,2023-08-07,web,1,61
LEAD_0002221,CUS_005917,PRJ_0005,2021-04-16,referral,3,78
LEAD_0002222,CUS_005389,PRJ_0008,2024-03-13,walk_in,7,57
LEAD_0002223,CUS_004679,PRJ_0026,2025-05-04,campaign,1,62
LEAD_0002224,CUS_003665,PRJ_0019,2021-12-09,web,1,91
LEAD_0002225,CUS_001971,PRJ_0023,2023-01-17,walk_in,2,56
LEAD_0002226,CUS_002363,PRJ_0006,2025-10-08,referral,3,93
LEAD_0002227,CUS_000594,PRJ_0018,2023-02-28,referral,0,72
LEAD_0002228,CUS_001017,PRJ_0009,2024-12-11,walk_in,4,77
LEAD_0002229,CUS_006148,PRJ_0020,2021-11-29,web,3,66
LEAD_0002230,CUS_001057,PRJ_0016,2023-07-18,agency,1,48
LEAD_0002231,CUS_000968,PRJ_0018,2022-06-04,walk_in,2,65
LEAD_0002232,CUS_006151,PRJ_0014,2022-02-10,walk_in,2,65
LEAD_0002233,CUS_003611,PRJ_0023,2025-02-02,web,1,54
LEAD_0002234,CUS_000040,PRJ_0011,2025-12-30,campaign,1,70
LEAD_0002235,CUS_002893,PRJ_0020,2023-08-05,web,3,63
LEAD_0002236,CUS_004301,PRJ_0019,2022-11-21,campaign,0,52
LEAD_0002237,CUS_003111,PRJ_0023,2025-02-28,web,2,62
LEAD_0002238,CUS_003701,PRJ_0008,2023-09-28,web,3,61
LEAD_0002239,CUS_003111,PRJ_0020,2023-07-09,web,6,68
LEAD_0002240,CUS_004989,PRJ_0011,2021-10-20,agency,1,93
LEAD_0002241,CUS_000821,PRJ_0025,2023-03-25,walk_in,1,78
LEAD_0002242,CUS_000852,PRJ_0016,2025-02-10,campaign,2,69
LEAD_0002243,CUS_002117,PRJ_0001,2023-01-29,web,1,51
LEAD_0002244,CUS_003996,PRJ_0012,2021-11-19,web,0,40
LEAD_0002245,CUS_006189,PRJ_0024,2021-04-22,campaign,2,54
LEAD_0002246,CUS_003987,PRJ_0010,2024-10-14,campaign,1,81
LEAD_0002247,CUS_001345,PRJ_0007,2024-01-12,agency,1,66
LEAD_0002248,CUS_005402,PRJ_0027,2022-07-12,web,0,59
LEAD_0002249,CUS_005764,PRJ_0012,2022-12-12,web,1,43
LEAD_0002250,CUS_006494,PRJ_0008,2022-08-27,agency,3,66
LEAD_0002251,CUS_005470,PRJ_0010,2022-07-02,campaign,0,68
LEAD_0002252,CUS_004410,PRJ_0010,2021-03-05,agency,1,55
LEAD_0002253,CUS_002464,PRJ_0001,2023-03-28,referral,4,60
LEAD_0002254,CUS_004182,PRJ_0003,2025-04-19,walk_in,0,42
LEAD_0002255,CUS_004513,PRJ_0004,2025-11-21,web,2,75
LEAD_0002256,CUS_001206,PRJ_0028,2021-07-13,web,1,94
LEAD_0002257,CUS_001297,PRJ_0022,2021-11-14,web,1,62
LEAD_0002258,CUS_003081,PRJ_0023,2023-02-14,web,3,68
LEAD_0002259,CUS_000125,PRJ_0006,2021-09-05,referral,5,61
LEAD_0002260,CUS_004913,PRJ_0006,2024-02-10,referral,2,68
LEAD_0002261,CUS_006098,PRJ_0014,2024-06-23,web,1,60
LEAD_0002262,CUS_006206,PRJ_0006,2024-06-30,web,0,42
LEAD_0002263,CUS_002548,PRJ_0023,2025-08-29,web,1,54
LEAD_0002264,CUS_001338,PRJ_0011,2021-10-15,referral,4,55
LEAD_0002265,CUS_001608,PRJ_0001,2024-12-01,agency,2,88
LEAD_0002266,CUS_000352,PRJ_0012,2024-02-04,web,5,71
LEAD_0002267,CUS_005367,PRJ_0005,2024-09-28,campaign,2,73
LEAD_0002268,CUS_004991,PRJ_0012,2022-05-17,web,3,75
LEAD_0002269,CUS_000127,PRJ_0007,2021-12-10,agency,0,59
