reservation_id,lead_id,customer_id,project_id,unit_id,reservation_date,deposit_eur,financing_ratio,status,cancel_date
RES_0000485,LEAD_0008389,CUS_003525,PRJ_0009,PRJ_0009_U033,2021-11-30,13920.05,0.619,converted,
RES_0000486,LEAD_0004657,CUS_006444,PRJ_0008,PRJ_0008_U028,2025-09-20,13981.7,0.551,converted,
RES_0000487,LEAD_0007573,CUS_006180,PRJ_0014,PRJ_0014_U033,2023-07-24,17825.9,0.643,converted,
RES_0000488,LEAD_0006320,CUS_005350,PRJ_0005,PRJ_0005_U027,2021-02-08,20164.6,0.667,converted,
RES_0000489,LEAD_0009031,CUS_004353,PRJ_0014,PRJ_0014_U074,2022-09-08,21344.68,0.381,converted,
RES_0000490,LEAD_0000994,CUS_000164,PRJ_0009,PRJ_0009_U035,2022-04-02,15156.44,0.677,converted,
RES_0000491,LEAD_0001509,CUS_005628,PRJ_0006,PRJ_0006_U094,2023-04-24,15448.86,0.45,converted,
RES_0000492,LEAD_0005455,CUS_004994,PRJ_0007,PRJ_0007_U013,2025-04-25,22888.04,0.659,converted,
RES_0000493,LEAD_0003711,CUS_004898,PRJ_0024,PRJ_0024_U090,2022-01-23,8165.34,0.356,converted,
RES_0000494,LEAD_0004901,CUS_001591,PRJ_0010,PRJ_0010_U030,2022-12-26,17844.59,0.724,converted,
RES_0000495,LEAD_0004538,CUS_005518,PRJ_0026,PRJ_0026_U028,2023-06-21,13124.64,0.507,converted,
RES_0000496,LEAD_0007895,CUS_003387,PRJ_0025,PRJ_0025_U002,2023-05-13,13179.36,0.612,converted,
RES_0000497,LEAD_0008561,CUS_001633,PRJ_0001,PRJ_0001_U061,2021-11-06,20981.13,0.518,converted,
RES_0000498,LEAD_0002555,CUS_002478,PRJ_0024,PRJ_0024_U047,2025-11-25,26213.13,0.735,converted,
RES_0000499,LEAD_0004336,CUS_004992,PRJ_0006,PRJ_0006_U104,2025-08-03,28727.82,0.699,cancelled,2025-10-16
RES_0000500,LEAD_0001254,CUS_003688,PRJ_0012,PRJ_0012_U028,2025-01-25,18375.58,0.567,converted,
RES_0000501,LEAD_0005235,CUS_003492,PRJ_0018,PRJ_0018_U078,2023-05-09,34518.25,0.635,converted,
RES_0000502,LEAD_0002535,CUS_003292,PRJ_0020,PRJ_0020_U031,2023-07-04,10919.6,0.654,converted,
RES_0000503,LEAD_0009389,CUS_005829,PRJ_0016,PRJ_0016_U032,2023-07-04,14302.56,0.67,converted,
RES_0000504,LEAD_0005607,CUS_003981,PRJ_0001,PRJ_0001_U067,2024-01-05,19578.94,0.661,converted,
RES_0000505,LEAD_0008738,CUS_001409,PRJ_0026,PRJ_0026_U042,2023-11-10,23073.66,0.273,converted,
RES_0000506,LEAD_0004437,CUS_000495,PRJ_0022,PRJ_0022_U042,2023-03-05,43324.48,0.644,converted,
RES_0000507,LEAD_0000268,CUS_003503,PRJ_0012,PRJ_0012_U045,2023-02-16,27038.37,0.617,converted,
RES_0000508,LEAD_0001865,CUS_005852,PRJ_0020,PRJ_0020_U033,2022-01-15,11245.26,0.638,converted,
RES_0000509,LEAD_0007699,CUS_003866,PRJ_0002,PRJ_0002_U018,2026-01-06,17884.3,0.75,converted,
RES_0000510,LEAD_0003026,CUS_002405,PRJ_0015,PRJ_0015_U027,2022-04-22,27758.26,0.766,converted,
RES_0000511,LEAD_0009058,CUS_006441,PRJ_0021,PRJ_0021_U009,2022-10-01,17646.92,0.488,converted,
RES_0000512,LEAD_0000966,CUS_000821,PRJ_0014,PRJ_0014_U099,2022-01-19,13801.13,0.552,converted,
RES_0000513,LEAD_0005899,CUS_005196,PRJ_0001,PRJ_0001_U053,2023-05-13,37490.89,0.498,converted,
RES_0000514,LEAD_0002909,CUS_005527,PRJ_0003,PRJ_0003_U010,2021-12-06,12225.67,0.749,converted,
RES_0000515,LEAD_0006427,CUS_000203,PRJ_0013,PRJ_0013_U058,2024-06-26,27446.17,0.559,converted,
RES_0000516,LEAD_0008278,CUS_004058,PRJ_0024,PRJ_0024_U097,2025-09-10,17644.97,0.542,converted,
RES_0000517,LEAD_0000249,CUS_001346,PRJ_0006,PRJ_0006_U080,2021-12-09,16210.93,0.511,converted,
RES_0000518,LEAD_0006316,CUS_003886,PRJ_0009,PRJ_0009_U024,2023-07-28,18588.43,0.441,converted,
RES_0000519,LEAD_0002408,CUS_004330,PRJ_0021,PRJ_0021_U019,2021-07-02,24494.41,0.773,converted,
RES_0000520,LEAD_0002453,CUS_006177,PRJ_0002,PRJ_0002_U032,2024-04-28,12420.76,0.593,converted,
RES_0000521,LEAD_0010200,CUS_001486,PRJ_0027,PRJ_0027_U063,2025-02-14,7129.94,0.131,converted,
RES_0000522,LEAD_0003458,CUS_002175,PRJ_0023,PRJ_0023_U011,2024-06-22,44075.81,0.725,converted,
RES_0000523,LEAD_0008029,CUS_000628,PRJ_0008,PRJ_0008_U038,2021-06-30,39853.61,0.413,converted,
RES_0000524,LEAD_0004886,CUS_005772,PRJ_0015,PRJ_0015_U032,2024-11-19,12678.64,0.72,converted,
RES_0000525,LEAD_0000462,CUS_003052,PRJ_0022,PRJ_0022_U033,2023-05-26,35765.25,0.714,converted,
RES_0000526,LEAD_0008604,CUS_005410,PRJ_0010,PRJ_0010_U032,2021-11-15,22142.17,0.302,converted,
RES_0000527,LEAD_0003617,CUS_000249,PRJ_0003,PRJ_0003_U023,2022-07-03,15527.57,0.842,cancelled,2022-09-07
RES_0000528,LEAD_0005475,CUS_005984,PRJ_0002,PRJ_0002_U043,2023-04-25,16141.84,0.616,converted,
RES_0000529,LEAD_0001176,CUS_004396,PRJ_0020,PRJ_0020_U057,2024-03-13,14048.94,0.447,converted,
RES_0000530,LEAD_0000377,CUS_002443,PRJ_0012,PRJ_0012_U125,2025-12-15,30089.64,0.428,converted,
RES_0000531,LEAD_0003743,CUS_005234,PRJ_0014,PRJ_0014_U088,2024-09-01,26939.13,0.763,converted,
RES_0000532,LEAD_0009264,CUS_006066,PRJ_0025,PRJ_0025_U038,2024-06-06,15031.31,0.602,converted,
RES_0000533,LEAD_0009945,CUS_000605,PRJ_0019,PRJ_0019_U060,2025-10-06,12229.16,0.615,converted,
RES_0000534,LEAD_0002158,CUS_005691,PRJ_0027,PRJ_0027_U007,2022-06-09,40372.58,0.675,converted,
RES_0000535,LEAD_0000275,CUS_003085,PRJ_0004,PRJ_0004_U064,2022-06-08,21557.37,0.753,converted,
RES_0000536,LEAD_0008306,CUS_000724,PRJ_0001,PRJ_0001_U028,2021-05-15,37502.1,0.444,converted,
RES_0000537,LEAD_0009181,CUS_000680,PRJ_0014,PRJ_0014_U083,2024-01-30,11955.53,0.52,converted,
RES_0000538,LEAD_0005800,CUS_006492,PRJ_0023,PRJ_0023_U030,2025-02-22,18516.68,0.92,converted,
RES_0000539,LEAD_0002508,CUS_004300,PRJ_0001,PRJ_0001_U039,2021-06-18,12420.23,0.307,converted,
RES_0000540,LEAD_0005525,CUS_002065,PRJ_0027,PRJ_0027_U053,2022-09-13,37892.88,0.283,converted,
RES_0000541,LEAD_0005378,CUS_004634,PRJ_0026,PRJ_0026_U055,2021-04-01,12908.17,0.416,converted,
RES_0000542,LEAD_0000468,CUS_003793,PRJ_0025,PRJ_0025_U046,2024-10-26,15637.98,0.741,converted,
RES_0000543,LEAD_0003946,CUS_005449,PRJ_0022,PRJ_0022_U001,2023-01-02,16725.41,0.662,converted,
RES_0000544,LEAD_0005804,CUS_002140,PRJ_0003,PRJ_0003_U032,2024-07-28,18787.51,0.432,converted,
RES_0000545,LEAD_0003603,CUS_005193,PRJ_0023,PRJ_0023_U060,2021-03-18,13147.47,0.617,converted,
RES_0000546,LEAD_0009535,CUS_005635,PRJ_0021,PRJ_0021_U025,2021-12-03,7223.82,0.506,converted,
RES_0000547,LEAD_0000922,CUS_000073,PRJ_0026,PRJ_0026_U071,2023-08-31,10843.12,0.495,cancelled,2023-09-28
RES_0000548,LEAD_0007872,CUS_004757,PRJ_0015,PRJ_0015_U046,2021-07-07,14483.55,0.585,cancelled,2021-09-23
RES_0000549,LEAD_0006837,CUS_005387,PRJ_0016,PRJ_0016_U088,2025-01-26,16276.56,0.394,converted,
RES_0000550,LEAD_0005839,CUS_003323,PRJ_0008,PRJ_0008_U068,2021-02-06,10469.56,0.715,cancelled,2021-03-17
RES_0000551,LEAD_0009683,CUS_003231,PRJ_0003,PRJ_0003_U051,2023-08-01,17332.12,0.427,converted,
RES_0000552,LEAD_0004302,CUS_005793,PRJ_0026,PRJ_0026_U014,2022-06-16,11420.71,0.713,converted,
RES_0000553,LEAD_0004533,CUS_003419,PRJ_0024,PRJ_0024_U010,2024-06-11,20398.6,0.477,converted,
RES_0000554,LEAD_0008273,CUS_001439,PRJ_0012,PRJ_0012_U033,2022-05-06,20745.54,0.577,converted,
RES_0000555,LEAD_0002302,CUS_003303,PRJ_0015,PRJ_0015_U002,2025-08-28,14708.99,0.701,converted,
RES_0000556,LEAD_0005051,CUS_004129,PRJ_0018,PRJ_0018_U048,2022-06-07,18179.97,0.709,converted,
RES_0000557,LEAD_0007457,CUS_005707,PRJ_0014,PRJ_0014_U012,2023-05-16,25774.32,0.633,converted,
RES_0000558,LEAD_0004986,CUS_004038,PRJ_0025,PRJ_0025_U013,2025-08-22,6450.5,0.687,cancelled,2025-10-08
RES_0000559,LEAD_0008110,CUS_006417,PRJ_0008,PRJ_0008_U041,2023-04-26,15417.77,0.495,converted,
RES_0000560,LEAD_0004194,CUS_001287,PRJ_0002,PRJ_0002_U003,2025-02-13,9487.5,0.558,converted,
RES_0000561,LEAD_0004695,CUS_000647,PRJ_0001,PRJ_0001_U022,2023-01-24,27636.99,0.473,converted,
RES_0000562,LEAD_0004487,CUS_001979,PRJ_0026,PRJ_0026_U008,2025-09-01,11512.16,0.602,converted,
RES_0000563,LEAD_0000715,CUS_006293,PRJ_0008,PRJ_0008_U088,2025-01-19,11196.08,0.319,converted,
RES_0000564,LEAD_0002272,CUS_004256,PRJ_0010,PRJ_0010_U048,2025-05-09,24069.44,0.622,converted,
RES_0000565,LEAD_0005198,CUS_005125,PRJ_0017,PRJ_0017_U058,2022-09-01,12370.84,0.579,converted,
RES_0000566,LEAD_0008687,CUS_005586,PRJ_0019,PRJ_0019_U020,2024-09-19,35224.72,0.204,converted,
RES_0000567,LEAD_0001021,CUS_003767,PRJ_0016,PRJ_0016_U043,2022-12-30,28510.44,0.648,converted,
RES_0000568,LEAD_0007317,CUS_005303,PRJ_0006,PRJ_0006_U072,2024-03-27,12318.75,0.461,converted,
RES_0000569,LEAD_0006086,CUS_003662,PRJ_0007,PRJ_0007_U039,2022-02-14,26010.34,0.606,converted,
RES_0000570,LEAD_0007192,CUS_001392,PRJ_0020,PRJ_0020_U015,2022-09-19,17987.64,0.55,converted,
RES_0000571,LEAD_0001517,CUS_000178,PRJ_0018,PRJ_0018_U076,2025-07-19,23175.83,0.643,converted,
RES_0000572,LEAD_0004396,CUS_005241,PRJ_0025,PRJ_0025_U039,2024-03-26,19649.76,0.53,converted,
RES_0000573,LEAD_0003542,CUS_003911,PRJ_0018,PRJ_0018_U059,2022-12-27,36328.16,0.579,converted,
RES_0000574,LEAD_0007108,CUS_004647,PRJ_0013,PRJ_0013_U017,2024-01-03,17057.46,0.403,converted,
RES_0000575,LEAD_0006066,CUS_006189,PRJ_0003,PRJ_0003_U053,2026-01-16,14813.37,0.484,converted,
RES_0000576,LEAD_0002772,CUS_002113,PRJ_0021,PRJ_0021_U002,2021-05-05,16284.91,0.737,converted,
RES_0000577,LEAD_0005083,CUS_002354,PRJ_0023,PRJ_0023_U062,2022-05-20,36130.01,0.63,converted,
RES_0000578,LEAD_0005299,CUS_006148,PRJ_0013,PRJ_0013_U026,2021-01-12,11204.26,0.392,converted,
RES_0000579,LEAD_0001852,CUS_002737,PRJ_0013,PRJ_0013_U007,2023-10-04,24656.29,0.388,converted,
RES_0000580,LEAD_0003028,CUS_005595,PRJ_0018,PRJ_0018_U037,2022-04-17,28145.01,0.357,converted,
RES_0000581,LEAD_0005206,CUS_005335,PRJ_0026,PRJ_0026_U051,2025-02-05,6388.87,0.308,converted,
RES_0000582,LEAD_0007507,CUS_004424,PRJ_0025,PRJ_0025_U008,2021-09-23,12873.12,0.593,converted,
RES_0000583,LEAD_0004834,CUS_002152,PRJ_0006,PRJ_0006_U073,2021-04-14,24081.15,0.565,converted,
RES_0000584,LEAD_0000293,CUS_001346,PRJ_0025,PRJ_0025_U041,2025-12-29,14253.63,0.68,converted,
RES_0000585,LEAD_0008104,CUS_004581,PRJ_0027,PRJ_0027_U021,2022-03-18,19381.54,0.489,converted,
RES_0000586,LEAD_0005101,CUS_005785,PRJ_0018,PRJ_0018_U068,2024-08-09,10770.91,0.649,converted,
RES_0000587,LEAD_0004914,CUS_003242,PRJ_0002,PRJ_0002_U046,2023-06-15,7090.86,0.476,converted,
RES_0000588,LEAD_0002392,CUS_001586,PRJ_0017,PRJ_0017_U070,2024-01-24,20429.76,0.415,converted,
RES_0000589,LEAD_0008563,CUS_001350,PRJ_0015,PRJ_0015_U011,2024-12-19,26055.22,0.741,converted,
RES_0000590,LEAD_0009376,CUS_001848,PRJ_0011,PRJ_0011_U082,2021-03-11,14956.18,0.68,converted,
RES_0000591,LEAD_0005520,CUS_001914,PRJ_0024,PRJ_0024_U085,2022-04-20,17555.16,0.679,converted,
RES_0000592,LEAD_0004276,CUS_000001,PRJ_0005,PRJ_0005_U038,2024-03-10,12205.57,0.448,converted,
RES_0000593,LEAD_0006154,CUS_006248,PRJ_0011,PRJ_0011_U041,2023-11-16,22397.89,0.699,converted,
RES_0000594,LEAD_0002253,CUS_002464,PRJ_0001,PRJ_0001_U052,2023-04-08,28085.46,0.631,converted,
RES_0000595,LEAD_0008088,CUS_003540,PRJ_0024,PRJ_0024_U084,2022-06-19,6932.37,0.386,converted,
RES_0000596,LEAD_0008598,CUS_005321,PRJ_0003,PRJ_0003_U006,2021-04-09,19668.7,0.364,converted,
RES_0000597,LEAD_0005317,CUS_002110,PRJ_0025,PRJ_0025_U022,2021-06-27,9885.07,0.333,converted,
RES_0000598,LEAD_0005480,CUS_005600,PRJ_0014,PRJ_0014_U108,2025-02-12,24473.21,0.366,converted,
RES_0000599,LEAD_0009342,CUS_001914,PRJ_0013,PRJ_0013_U022,2022-07-30,25926.2,0.58,converted,
RES_0000600,LEAD_0004610,CUS_005072,PRJ_0024,PRJ_0024_U096,2022-09-27,14581.31,0.611,converted,
RES_0000601,LEAD_0008852,CUS_005631,PRJ_0015,PRJ_0015_U008,2025-06-08,19867.9,0.478,converted,
RES_0000602,LEAD_0008677,CUS_001866,PRJ_0012,PRJ_0012_U061,2025-02-07,18317.15,0.403,converted,
RES_0000603,LEAD_0006351,CUS_005762,PRJ_0005,PRJ_0005_U001,2025-12-26,25186.71,0.501,converted,
RES_0000604,LEAD_0004255,CUS_001840,PRJ_0011,PRJ_0011_U015,2021-10-25,17233.84,0.646,converted,
RES_0000605,LEAD_0004053,CUS_005086,PRJ_0016,PRJ_0016_U069,2026-01-03,13239.66,0.562,converted,
RES_0000606,LEAD_0009236,CUS_002827,PRJ_0007,PRJ_0007_U002,2023-03-27,15087.84,0.512,converted,
RES_0000607,LEAD_0008859,CUS_004688,PRJ_0015,PRJ_0015_U006,2022-08-29,19655.22,0.673,converted,
RES_0000608,LEAD_0006148,CUS_006146,PRJ_0009,PRJ_0009_U048,2024-06-12,21814.47,0.852,converted,
RES_0000609,LEAD_0001544,CUS_005585,PRJ_0027,PRJ_0027_U060,2023-06-01,23603.89,0.722,converted,
RES_0000610,LEAD_0009604,CUS_004351,PRJ_0003,PRJ_0003_U050,2021-05-03,8338.74,0.869,converted,
RES_0000611,LEAD_0003791,CUS_005733,PRJ_0013,PRJ_0013_U057,2025-06-19,23402.69,0.609,converted,
RES_0000612,LEAD_0010220,CUS_001834,PRJ_0001,PRJ_0001_U043,2023-01-29,30601.97,0.657,converted,
RES_0000613,LEAD_0008120,CUS_003438,PRJ_0016,PRJ_0016_U006,2025-11-02,31175.65,0.748,converted,
RES_0000614,LEAD_0002336,CUS_003869,PRJ_0005,PRJ_0005_U024,2021-04-18,4979.6,0.487,converted,
RES_0000615,LEAD_0000394,CUS_004855,PRJ_0021,PRJ_0021_U027,2024-04-18,17419.1,0.381,converted,
RES_0000616,LEAD_0006033,CUS_000568,PRJ_0004,PRJ_0004_U058,2022-07-29,13446.55,0.811,converted,
RES_0000617,LEAD_0006866,CUS_000209,PRJ_0005,PRJ_0005_U025,2025-09-21,16580.67,0.771,converted,
RES_0000618,LEAD_0004448,CUS_000340,PRJ_0025,PRJ_0025_U040,2021-02-24,21410.43,0.451,converted,
RES_0000619,LEAD_0009124,CUS_001439,PRJ_0006,PRJ_0006_U065,2022-08-11,18215.78,0.621,converted,
RES_0000620,LEAD_0006473,CUS_006036,PRJ_0015,PRJ_0015_U018,2025-12-05,15543.94,0.607,converted,
RES_0000621,LEAD_0001714,CUS_003294,PRJ_0005,PRJ_0005_U059,2022-09-07,16815.82,0.667,converted,
RES_0000622,LEAD_0008544,CUS_001126,PRJ_0009,PRJ_0009_U046,2022-01-31,18887.38,0.617,converted,
RES_0000623,LEAD_0008204,CUS_000813,PRJ_0007,PRJ_0007_U036,2024-11-30,35567.61,0.372,converted,
RES_0000624,LEAD_0004562,CUS_003473,PRJ_0025,PRJ_0025_U016,2025-12-18,12353.38,0.427,converted,
RES_0000625,LEAD_0006026,CUS_003340,PRJ_0019,PRJ_0019_U077,2022-03-22,10916.38,0.271,converted,
RES_0000626,LEAD_0001356,CUS_002583,PRJ_0003,PRJ_0003_U012,2025-01-21,24900.12,0.355,converted,
RES_0000627,LEAD_0005196,CUS_006496,PRJ_0022,PRJ_0022_U036,2024-07-19,30467.91,0.67,converted,
RES_0000628,LEAD_0002086,CUS_006332,PRJ_0006,PRJ_0006_U040,2025-07-07,33909.95,0.563,converted,
RES_0000629,LEAD_0003602,CUS_004095,PRJ_0025,PRJ_0025_U010,2022-02-24,35676.0,0.352,converted,
RES_0000630,LEAD_0007333,CUS_000104,PRJ_0017,PRJ_0017_U006,2021-11-21,16364.3,0.64,converted,
RES_0000631,LEAD_0003423,CUS_005889,PRJ_0013,PRJ_0013_U041,2025-06-03,25303.03,0.683,converted,
RES_0000632,LEAD_0006383,CUS_002621,PRJ_0007,PRJ_0007_U031,2022-01-28,40782.42,0.583,converted,
RES_0000633,LEAD_0001262,CUS_001544,PRJ_0007,PRJ_0007_U023,2024-04-10,22657.92,0.689,converted,
RES_0000634,LEAD_0009516,CUS_006265,PRJ_0014,PRJ_0014_U094,2021-03-19,13065.15,0.476,converted,
RES_0000635,LEAD_0000810,CUS_003104,PRJ_0018,PRJ_0018_U039,2025-01-08,25893.68,0.369,converted,
RES_0000636,LEAD_0009251,CUS_003917,PRJ_0011,PRJ_0011_U011,2025-02-08,19682.88,0.486,converted,
RES_0000637,LEAD_0001143,CUS_001922,PRJ_0017,PRJ_0017_U103,2021-05-01,15111.7,0.859,converted,
RES_0000638,LEAD_0008405,CUS_002458,PRJ_0017,PRJ_0017_U048,2023-12-31,14307.32,0.598,converted,
RES_0000639,LEAD_0010305,CUS_004409,PRJ_0025,PRJ_0025_U003,2024-12-03,19278.44,0.698,converted,
RES_0000640,LEAD_0002448,CUS_000928,PRJ_0022,PRJ_0022_U034,2021-08-29,22208.56,0.508,converted,
RES_0000641,LEAD_0003127,CUS_005824,PRJ_0020,PRJ_0020_U004,2021-12-13,21906.87,0.469,converted,
RES_0000642,LEAD_0002614,CUS_003706,PRJ_0005,PRJ_0005_U056,2024-04-22,13042.73,0.404,converted,
RES_0000643,LEAD_0002795,CUS_004400,PRJ_0016,PRJ_0016_U009,2024-01-10,13196.65,0.635,converted,
RES_0000644,LEAD_0002424,CUS_004657,PRJ_0012,PRJ_0012_U115,2025-10-31,34908.14,0.604,converted,
RES_0000645,LEAD_0008998,CUS_003868,PRJ_0012,PRJ_0012_U096,2022-07-22,8653.25,0.46,converted,
RES_0000646,LEAD_0007007,CUS_003379,PRJ_0013,PRJ_0013_U025,2022-12-01,12207.8,0.518,converted,
RES_0000647,LEAD_0000621,CUS_002954,PRJ_0027,PRJ_0027_U087,2022-06-03,12466.63,0.787,converted,
RES_0000648,LEAD_0003626,CUS_003458,PRJ_0022,PRJ_0022_U015,2022-05-22,17127.4,0.676,converted,
RES_0000649,LEAD_0001047,CUS_001851,PRJ_0022,PRJ_0022_U019,2022-10-22,27867.2,0.52,converted,
RES_0000650,LEAD_0009412,CUS_001636,PRJ_0019,PRJ_0019_U052,2025-05-14,14040.16,0.825,converted,
RES_0000651,LEAD_0001881,CUS_001804,PRJ_0015,PRJ_0015_U007,2024-03-08,24245.12,0.278,converted,
RES_0000652,LEAD_0002099,CUS_002377,PRJ_0006,PRJ_0006_U066,2023-11-04,20171.11,0.849,converted,
RES_0000653,LEAD_0007946,CUS_005337,PRJ_0008,PRJ_0008_U001,2023-08-12,9771.7,0.737,converted,
RES_0000654,LEAD_0008217,CUS_006215,PRJ_0009,PRJ_0009_U021,2023-04-17,9760.87,0.246,converted,
RES_0000655,LEAD_0004694,CUS_003089,PRJ_0021,PRJ_0021_U015,2021-11-25,13669.51,0.756,converted,
RES_0000656,LEAD_0001316,CUS_000561,PRJ_0027,PRJ_0027_U043,2023-09-26,21782.96,0.658,converted,
RES_0000657,LEAD_0008875,CUS_003071,PRJ_0026,PRJ_0026_U038,2021-03-24,31531.82,0.494,converted,
RES_0000658,LEAD_0003762,CUS_002315,PRJ_0001,PRJ_0001_U018,2022-10-04,43619.3,0.483,converted,
RES_0000659,LEAD_0003106,CUS_003310,PRJ_0009,PRJ_0009_U044,2023-09-12,26522.33,0.706,converted,
RES_0000660,LEAD_0009328,CUS_005266,PRJ_0023,PRJ_0023_U023,2025-07-23,33524.01,0.497,converted,
RES_0000661,LEAD_0003102,CUS_003763,PRJ_0014,PRJ_0014_U068,2025-03-29,15848.07,0.456,converted,
RES_0000662,LEAD_0001019,CUS_003551,PRJ_0027,PRJ_0027_U017,2021-12-14,27704.74,0.674,converted,
RES_0000663,LEAD_0008107,CUS_005828,PRJ_0022,PRJ_0022_U023,2025-07-16,37412.91,0.685,converted,
RES_0000664,LEAD_0006741,CUS_002038,PRJ_0004,PRJ_0004_U099,2023-09-08,10914.82,0.538,converted,
RES_0000665,LEAD_0004606,CUS_003799,PRJ_0013,PRJ_0013_U010,2021-08-17,21105.44,0.552,converted,
RES_0000666,LEAD_0003078,CUS_000226,PRJ_0017,PRJ_0017_U098,2024-02-13,11208.23,0.552,converted,
RES_0000667,LEAD_0006307,CUS_004043,PRJ_0025,PRJ_0025_U034,2025-11-15,3857.16,0.675,converted,
RES_0000668,LEAD_0004709,CUS_003544,PRJ_0024,PRJ_0024_U056,2025-11-01,16384.99,0.477,converted,
RES_0000669,LEAD_0007739,CUS_000541,PRJ_0016,PRJ_0016_U005,2021-03-01,16865.86,0.34,converted,
RES_0000670,LEAD_0000218,CUS_006484,PRJ_0022,PRJ_0022_U010,2025-03-12,18096.61,0.518,converted,
RES_0000671,LEAD_0005156,CUS_002083,PRJ_0027,PRJ_0027_U028,2025-06-09,5129.69,0.531,converted,
RES_0000672,LEAD_0010225,CUS_000011,PRJ_0017,PRJ_0017_U023,2025-07-16,35119.18,0.496,converted,
RES_0000673,LEAD_0004101,CUS_005215,PRJ_0021,PRJ_0021_U010,2023-09-20,13890.69,0.636,converted,
RES_0000674,LEAD_0001035,CUS_004114,PRJ_0008,PRJ_0008_U061,2021-03-06,21642.4,0.638,converted,
RES_0000675,LEAD_0000217,CUS_001184,PRJ_0019,PRJ_0019_U081,2025-05-21,46940.04,0.56,converted,
RES_0000676,LEAD_0007290,CUS_003184,PRJ_0015,PRJ_0015_U026,2021-05-09,29097.24,0.908,converted,
RES_0000677,LEAD_0006803,CUS_001762,PRJ_0009,PRJ_0009_U070,2022-05-07,16148.93,0.554,converted,
RES_0000678,LEAD_0003054,CUS_000152,PRJ_0013,PRJ_0013_U029,2021-06-20,11996.55,0.725,converted,
RES_0000679,LEAD_0004048,CUS_006266,PRJ_0001,PRJ_0001_U065,2021-02-23,22617.6,0.714,converted,
RES_0000680,LEAD_0006648,CUS_004195,PRJ_0024,PRJ_0024_U075,2021-12-10,17701.34,0.305,converted,
RES_0000681,LEAD_0003207,CUS_002568,PRJ_0008,PRJ_0008_U084,2023-06-13,17653.93,0.386,converted,
RES_0000682,LEAD_0003460,CUS_004658,PRJ_0027,PRJ_0027_U064,2024-01-25,23209.84,0.671,converted,
RES_0000683,LEAD_0005841,CUS_006242,PRJ_0020,PRJ_0020_U028,2024-10-30,9121.45,0.588,converted,
RES_0000684,LEAD_0005925,CUS_000547,PRJ_0028,PRJ_0028_U030,2022-10-14,27206.94,0.577,converted,
RES_0000685,LEAD_0001570,CUS_000774,PRJ_0027,PRJ_0027_U051,2026-01-01,14099.35,0.776,converted,
RES_0000686,LEAD_0000348,CUS_004529,PRJ_0011,PRJ_0011_U037,2023-10-03,17892.6,0.563,converted,
RES_0000687,LEAD_0009486,CUS_003104,PRJ_0015,PRJ_0015_U001,2021-09-18,24078.5,0.161,converted,
RES_0000688,LEAD_0006486,CUS_005985,PRJ_0017,PRJ_0017_U041,2024-03-08,13880.72,0.215,converted,
RES_0000689,LEAD_0008492,CUS_002552,PRJ_0011,PRJ_0011_U087,2023-08-29,13333.17,0.602,converted,
RES_0000690,LEAD_0003285,CUS_005399,PRJ_0014,PRJ_0014_U035,2023-08-26,12120.89,0.249,converted,
RES_0000691,LEAD_0004542,CUS_000837,PRJ_0012,PRJ_0012_U073,2025-12-12,21489.78,0.351,converted,
RES_0000692,LEAD_0004731,CUS_002596,PRJ_0014,PRJ_0014_U061,2023-07-14,18239.98,0.554,converted,
RES_0000693,LEAD_0006180,CUS_004166,PRJ_0007,PRJ_0007_U058,2024-01-18,40014.36,0.506,converted,
RES_0000694,LEAD_0005275,CUS_005042,PRJ_0018,PRJ_0018_U047,2025-09-15,16240.13,0.54,converted,
RES_0000695,LEAD_0008378,CUS_000664,PRJ_0016,PRJ_0016_U008,2025-11-25,9373.66,0.69,converted,
RES_0000696,LEAD_0001223,CUS_001396,PRJ_0008,PRJ_0008_U035,2024-03-29,10752.34,0.48,converted,
RES_0000697,LEAD_0009958,CUS_000661,PRJ_0015,PRJ_0015_U019,2024-08-11,30910.32,0.767,converted,
RES_0000698,LEAD_0008698,CUS_004617,PRJ_0001,PRJ_0001_U029,2023-06-12,32622.96,0.561,converted,
RES_0000699,LEAD_0005211,CUS_002828,PRJ_0018,PRJ_0018_U001,2023-05-26,23302.5,0.603,converted,
RES_0000700,LEAD_0007959,CUS_003893,PRJ_0019,PRJ_0019_U015,2024-02-10,9618.67,0.591,converted,
RES_0000701,LEAD_0009631,CUS_006100,PRJ_0011,PRJ_0011_U008,2022-07-04,14757.99,0.386,converted,
RES_0000702,LEAD_0000709,CUS_004335,PRJ_0005,PRJ_0005_U050,2025-10-19,11151.35,0.661,converted,
RES_0000703,LEAD_0002589,CUS_001548,PRJ_0019,PRJ_0019_U017,2021-04-30,46998.48,0.535,converted,
RES_0000704,LEAD_0001576,CUS_005450,PRJ_0026,PRJ_0026_U004,2024-11-26,15416.06,0.673,converted,
RES_0000705,LEAD_0003509,CUS_006113,PRJ_0024,PRJ_0024_U019,2024-09-12,22899.33,0.481,converted,
RES_0000706,LEAD_0000500,CUS_002035,PRJ_0010,PRJ_0010_U029,2022-08-21,13867.23,0.346,converted,
RES_0000707,LEAD_0006916,CUS_003000,PRJ_0009,PRJ_0009_U041,2023-01-09,26831.64,0.309,converted,
RES_0000708,LEAD_0004618,CUS_000016,PRJ_0001,PRJ_0001_U020,2021-07-21,26051.55,0.497,converted,
