unit_id,project_id,city,license_status,occupancy_status,has_encumbrance,encumbrance_type,legal_risk_tier,last_legal_update
PRJ_0004_U120,PRJ_0004,Valencia,granted,occupied,0,,LOW,2025-10-13
PRJ_0004_U121,PRJ_0004,Valencia,granted,occupied,0,,LOW,2026-03-13
PRJ_0004_U122,PRJ_0004,Valencia,granted,vacant,1,hipoteca,HIGH,2024-11-13
PRJ_0004_U123,PRJ_0004,Valencia,granted,reserved,0,,LOW,2025-08-13
PRJ_0004_U124,PRJ_0004,Valencia,granted,vacant,0,,LOW,2026-08-13
PRJ_0004_U125,PRJ_0004,Valencia,granted,occupied,0,,LOW,2025-12-13
PRJ_0004_U126,PRJ_0004,Valencia,granted,vacant,0,,LOW,2026-02-13
PRJ_0004_U127,PRJ_0004,Valencia,granted,vacant,1,servidumbre,MED,2026-08-13
PRJ_0005_U001,PRJ_0005,Valencia,in_review,reserved,0,,LOW,2023-05-21
PRJ_0005_U002,PRJ_0005,Valencia,in_review,occupied,0,,LOW,2024-03-21
PRJ_0005_U003,PRJ_0005,Valencia,in_review,vacant,0,,LOW,2023-08-21
PRJ_0005_U004,PRJ_0005,Valencia,granted,vacant,0,,LOW,2022-10-21
PRJ_0005_U005,PRJ_0005,Valencia,granted,vacant,0,,LOW,2023-10-21
PRJ_0005_U006,PRJ_0005,Valencia,granted,vacant,0,,LOW,2023-08-21
PRJ_0005_U007,PRJ_0005,Valencia,granted,vacant,0,,LOW,2023-06-21
PRJ_0005_U008,PRJ_0005,Valencia,granted,vacant,0,,LOW,2023-12-21
PRJ_0005_U009,PRJ_0005,Valencia,in_review,occupied,0,,LOW,2023-01-21
PRJ_0005_U010,PRJ_0005,Valencia,granted,reserved,0,,LOW,2022-08-21
PRJ_0005_U011,PRJ_0005,Valencia,in_review,vacant,0,,LOW,2023-09-21
PRJ_0005_U012,PRJ_0005,Valencia,in_review,reserved,1,servidumbre,MED,2024-03-21
PRJ_0005_U013,PRJ_0005,Valencia,granted,vacant,0,,LOW,2024-03-21
PRJ_0005_U014,PRJ_0005,Valencia,granted,reserved,0,,LOW,2023-04-21
PRJ_0005_U015,PRJ_0005,Valencia,in_review,vacant,0,,LOW,2022-07-21
PRJ_0005_U016,PRJ_0005,Valencia,granted,reserved,1,hipoteca,HIGH,2023-04-21
PRJ_0005_U017,PRJ_0005,Valencia,granted,vacant,0,,LOW,2023-02-21
PRJ_0005_U018,PRJ_0005,Valencia,granted,occupied,1,embargo,HIGH,2022-05-21
PRJ_0005_U019,PRJ_0005,Valencia,granted,vacant,0,,LOW,2022-10-21
PRJ_0005_U020,PRJ_0005,Valencia,granted,vacant,0,,LOW,2023-12-21
PRJ_0005_U021,PRJ_0005,Valencia,in_review,occupied,0,,LOW,2023-06-21
PRJ_0005_U022,PRJ_0005,Valencia,granted,occupied,1,embargo,HIGH,2022-08-21
PRJ_0005_U023,PRJ_0005,Valencia,in_review,vacant,0,,LOW,2023-08-21
PRJ_0005_U024,PRJ_0005,Valencia,granted,reserved,0,,LOW,2023-06-21
PRJ_0005_U025,PRJ_0005,Valencia,in_review,vacant,0,,LOW,2022-05-21
PRJ_0005_U026,PRJ_0005,Valencia,granted,reserved,0,,LOW,2023-09-21
PRJ_0005_U027,PRJ_0005,Valencia,granted,occupied,0,,LOW,2024-03-21
PRJ_0005_U028,PRJ_0005,Valencia,pending,vacant,0,,LOW,2023-05-21
PRJ_0005_U029,PRJ_0005,Valencia,granted,occupied,0,,LOW,2024-02-21
PRJ_0005_U030,PRJ_0005,Valencia,granted,vacant,0,,LOW,2022-07-21
PRJ_0005_U031,PRJ_0005,Valencia,granted,vacant,0,,LOW,2022-09-21
PRJ_0005_U032,PRJ_0005,Valencia,pending,vacant,0,,LOW,2023-09-21
PRJ_0005_U033,PRJ_0005,Valencia,in_review,reserved,1,servidumbre,MED,2023-11-21
PRJ_0005_U034,PRJ_0005,Valencia,granted,vacant,0,,LOW,2022-05-21
PRJ_0005_U035,PRJ_0005,Valencia,granted,occupied,1,hipoteca,HIGH,2023-11-21
PRJ_0005_U036,PRJ_0005,Valencia,granted,vacant,1,servidumbre,MED,2022-04-21
PRJ_0005_U037,PRJ_0005,Valencia,granted,reserved,0,,LOW,2023-04-21
PRJ_0005_U038,PRJ_0005,Valencia,in_review,reserved,0,,LOW,2022-08-21
PRJ_0005_U039,PRJ_0005,Valencia,granted,occupied,0,,LOW,2022-07-21
PRJ_0005_U040,PRJ_0005,Valencia,granted,reserved,0,,LOW,2023-09-21
PRJ_0005_U041,PRJ_0005,Valencia,granted,occupied,0,,LOW,2022-12-21
PRJ_0005_U042,PRJ_0005,Valencia,granted,reserved,0,,LOW,2023-06-21
PRJ_0005_U043,PRJ_0005,Valencia,granted,occupied,1,hipoteca,HIGH,2022-10-21
PRJ_0005_U044,PRJ_0005,Valencia,granted,reserved,0,,LOW,2022-12-21
PRJ_0005_U045,PRJ_0005,Valencia,granted,reserved,0,,LOW,2023-02-21
PRJ_0005_U046,PRJ_0005,Valencia,granted,vacant,0,,LOW,2022-04-21
PRJ_0005_U047,PRJ_0005,Valencia,granted,vacant,0,,LOW,2022-10-21
PRJ_0005_U048,PRJ_0005,Valencia,granted,occupied,0,,LOW,2022-08-21
PRJ_0005_U049,PRJ_0005,Valencia,granted,occupied,0,,LOW,2022-08-21
PRJ_0005_U050,PRJ_0005,Valencia,granted,vacant,0,,LOW,2022-10-21
PRJ_0005_U051,PRJ_0005,Valencia,granted,vacant,0,,LOW,2023-08-21
PRJ_0005_U052,PRJ_0005,Valencia,granted,reserved,0,,LOW,2022-04-21
PRJ_0005_U053,PRJ_0005,Valencia,granted,reserved,0,,LOW,2022-05-21
PRJ_0005_U054,PRJ_0005,Valencia,in_review,vacant,0,,LOW,2023-06-21
PRJ_0005_U055,PRJ_0005,Valencia,granted,vacant,1,hipoteca,HIGH,2022-12-21
PRJ_0005_U056,PRJ_0005,Valencia,granted,vacant,1,hipoteca,HIGH,2022-08-21
PRJ_0005_U057,PRJ_0005,Valencia,pending,vacant,0,,LOW,2022-09-21
PRJ_0005_U058,PRJ_0005,Valencia,granted,reserved,0,,LOW,2023-07-21
PRJ_0005_U059,PRJ_0005,Valencia,granted,vacant,1,hipoteca,HIGH,2022-06-21
PRJ_0005_U060,PRJ_0005,Valencia,granted,vacant,0,,LOW,2022-09-21
PRJ_0005_U061,PRJ_0005,Valencia,in_review,vacant,0,,LOW,2024-02-21
PRJ_0005_U062,PRJ_0005,Valencia,in_review,vacant,0,,LOW,2022-10-21
PRJ_0005_U063,PRJ_0005,Valencia,granted,reserved,0,,LOW,2023-07-21
PRJ_0005_U064,PRJ_0005,Valencia,granted,vacant,0,,LOW,2023-04-21
PRJ_0005_U065,PRJ_0005,Valencia,granted,vacant,0,,LOW,2022-04-21
PRJ_0005_U066,PRJ_0005,Valencia,granted,reserved,0,,LOW,2023-02-21
PRJ_0005_U067,PRJ_0005,Valencia,pending,occupied,0,,LOW,2022-10-21
PRJ_0005_U068,PRJ_0005,Valencia,granted,vacant,0,,LOW,2022-06-21
PRJ_0005_U069,PRJ_0005,Valencia,in_review,reserved,0,,LOW,2022-04-21
PRJ_0005_U070,PRJ_0005,Valencia,pending,vacant,0,,LOW,2024-02-21
PRJ_0006_U001,PRJ_0006,Malaga,in_review,reserved,1,servidumbre,MED,2023-11-25
PRJ_0006_U002,PRJ_0006,Malaga,granted,vacant,1,servidumbre,MED,2023-03-25
PRJ_0006_U003,PRJ_0006,Malaga,granted,reserved,0,,LOW,2023-07-25
PRJ_0006_U004,PRJ_0006,Malaga,granted,vacant,1,hipoteca,HIGH,2023-01-25
PRJ_0006_U005,PRJ_0006,Malaga,in_review,reserved,0,,LOW,2023-11-25
PRJ_0006_U006,PRJ_0006,Malaga,granted,vacant,0,,LOW,2023-01-25
PRJ_0006_U007,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2023-03-25
PRJ_0006_U008,PRJ_0006,Malaga,granted,reserved,0,,LOW,2022-12-25
PRJ_0006_U009,PRJ_0006,Malaga,granted,vacant,0,,LOW,2022-10-25
PRJ_0006_U010,PRJ_0006,Malaga,granted,vacant,0,,LOW,2023-07-25
PRJ_0006_U011,PRJ_0006,Malaga,granted,occupied,0,,LOW,2023-05-25
PRJ_0006_U012,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2023-05-25
PRJ_0006_U013,PRJ_0006,Malaga,granted,reserved,1,embargo,HIGH,2024-05-25
PRJ_0006_U014,PRJ_0006,Malaga,pending,vacant,0,,LOW,2023-11-25
PRJ_0006_U015,PRJ_0006,Malaga,granted,occupied,0,,LOW,2023-03-25
PRJ_0006_U016,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-05-25
PRJ_0006_U017,PRJ_0006,Malaga,granted,occupied,0,,LOW,2022-12-25
PRJ_0006_U018,PRJ_0006,Malaga,pending,vacant,0,,LOW,2024-03-25
PRJ_0006_U019,PRJ_0006,Malaga,granted,occupied,0,,LOW,2023-06-25
PRJ_0006_U020,PRJ_0006,Malaga,granted,vacant,0,,LOW,2023-09-25
PRJ_0006_U021,PRJ_0006,Malaga,pending,vacant,1,servidumbre,MED,2022-09-25
PRJ_0006_U022,PRJ_0006,Malaga,granted,vacant,0,,LOW,2023-12-25
PRJ_0006_U023,PRJ_0006,Malaga,granted,occupied,0,,LOW,2023-03-25
PRJ_0006_U024,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2023-09-25
PRJ_0006_U025,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-04-25
PRJ_0006_U026,PRJ_0006,Malaga,granted,occupied,0,,LOW,2023-10-25
PRJ_0006_U027,PRJ_0006,Malaga,granted,occupied,0,,LOW,2023-03-25
PRJ_0006_U028,PRJ_0006,Malaga,pending,reserved,0,,LOW,2024-06-25
PRJ_0006_U029,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-04-25
PRJ_0006_U030,PRJ_0006,Malaga,in_review,reserved,0,,LOW,2022-11-25
PRJ_0006_U031,PRJ_0006,Malaga,granted,vacant,1,hipoteca,HIGH,2023-05-25
PRJ_0006_U032,PRJ_0006,Malaga,granted,reserved,0,,LOW,2023-08-25
PRJ_0006_U033,PRJ_0006,Malaga,granted,reserved,0,,LOW,2024-03-25
PRJ_0006_U034,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-06-25
PRJ_0006_U035,PRJ_0006,Malaga,granted,reserved,0,,LOW,2023-10-25
PRJ_0006_U036,PRJ_0006,Malaga,granted,reserved,0,,LOW,2023-09-25
PRJ_0006_U037,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-05-25
PRJ_0006_U038,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2023-05-25
PRJ_0006_U039,PRJ_0006,Malaga,granted,vacant,1,hipoteca,HIGH,2023-10-25
PRJ_0006_U040,PRJ_0006,Malaga,granted,vacant,0,,LOW,2023-03-25
PRJ_0006_U041,PRJ_0006,Malaga,granted,reserved,0,,LOW,2023-02-25
PRJ_0006_U042,PRJ_0006,Malaga,granted,occupied,0,,LOW,2024-04-25
PRJ_0006_U043,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2023-04-25
PRJ_0006_U044,PRJ_0006,Malaga,granted,vacant,0,,LOW,2022-11-25
PRJ_0006_U045,PRJ_0006,Malaga,pending,reserved,0,,LOW,2022-08-25
PRJ_0006_U046,PRJ_0006,Malaga,granted,vacant,0,,LOW,2022-11-25
PRJ_0006_U047,PRJ_0006,Malaga,granted,occupied,0,,LOW,2023-11-25
PRJ_0006_U048,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-01-25
PRJ_0006_U049,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-06-25
PRJ_0006_U050,PRJ_0006,Malaga,granted,vacant,0,,LOW,2022-08-25
PRJ_0006_U051,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-03-25
PRJ_0006_U052,PRJ_0006,Malaga,pending,vacant,1,embargo,HIGH,2023-10-25
PRJ_0006_U053,PRJ_0006,Malaga,granted,occupied,0,,LOW,2022-09-25
PRJ_0006_U054,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2023-01-25
PRJ_0006_U055,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-05-25
PRJ_0006_U056,PRJ_0006,Malaga,granted,occupied,1,hipoteca,HIGH,2024-03-25
PRJ_0006_U057,PRJ_0006,Malaga,granted,vacant,0,,LOW,2022-12-25
PRJ_0006_U058,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2023-08-25
PRJ_0006_U059,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2023-06-25
PRJ_0006_U060,PRJ_0006,Malaga,pending,vacant,0,,LOW,2024-03-25
PRJ_0006_U061,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2022-07-25
PRJ_0006_U062,PRJ_0006,Malaga,granted,reserved,1,embargo,HIGH,2023-12-25
PRJ_0006_U063,PRJ_0006,Malaga,granted,reserved,1,hipoteca,HIGH,2023-01-25
PRJ_0006_U064,PRJ_0006,Malaga,in_review,vacant,1,embargo,HIGH,2023-07-25
PRJ_0006_U065,PRJ_0006,Malaga,pending,vacant,0,,LOW,2024-06-25
PRJ_0006_U066,PRJ_0006,Malaga,granted,reserved,0,,LOW,2022-08-25
PRJ_0006_U067,PRJ_0006,Malaga,granted,vacant,0,,LOW,2023-10-25
PRJ_0006_U068,PRJ_0006,Malaga,granted,reserved,0,,LOW,2022-08-25
PRJ_0006_U069,PRJ_0006,Malaga,granted,vacant,0,,LOW,2022-10-25
PRJ_0006_U070,PRJ_0006,Malaga,granted,vacant,1,servidumbre,MED,2024-04-25
PRJ_0006_U071,PRJ_0006,Malaga,pending,vacant,0,,LOW,2024-03-25
PRJ_0006_U072,PRJ_0006,Malaga,granted,occupied,0,,LOW,2022-09-25
PRJ_0006_U073,PRJ_0006,Malaga,pending,reserved,1,hipoteca,HIGH,2024-04-25
PRJ_0006_U074,PRJ_0006,Malaga,granted,reserved,0,,LOW,2022-11-25
PRJ_0006_U075,PRJ_0006,Malaga,pending,occupied,0,,LOW,2024-01-25
PRJ_0006_U076,PRJ_0006,Malaga,granted,reserved,1,hipoteca,HIGH,2022-12-25
PRJ_0006_U077,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-04-25
PRJ_0006_U078,PRJ_0006,Malaga,granted,vacant,0,,LOW,2023-11-25
PRJ_0006_U079,PRJ_0006,Malaga,granted,reserved,1,embargo,HIGH,2023-07-25
PRJ_0006_U080,PRJ_0006,Malaga,granted,occupied,0,,LOW,2023-01-25
PRJ_0006_U081,PRJ_0006,Malaga,granted,reserved,0,,LOW,2023-02-25
PRJ_0006_U082,PRJ_0006,Malaga,in_review,reserved,0,,LOW,2022-08-25
PRJ_0006_U083,PRJ_0006,Malaga,granted,vacant,0,,LOW,2022-09-25
PRJ_0006_U084,PRJ_0006,Malaga,granted,vacant,1,hipoteca,HIGH,2023-05-25
PRJ_0006_U085,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-03-25
PRJ_0006_U086,PRJ_0006,Malaga,granted,reserved,0,,LOW,2023-04-25
PRJ_0006_U087,PRJ_0006,Malaga,granted,occupied,1,hipoteca,HIGH,2023-01-25
PRJ_0006_U088,PRJ_0006,Malaga,granted,occupied,0,,LOW,2023-03-25
PRJ_0006_U089,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-02-25
PRJ_0006_U090,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2024-02-25
PRJ_0006_U091,PRJ_0006,Malaga,granted,occupied,0,,LOW,2023-11-25
PRJ_0006_U092,PRJ_0006,Malaga,in_review,reserved,0,,LOW,2023-06-25
PRJ_0006_U093,PRJ_0006,Malaga,granted,reserved,0,,LOW,2022-07-25
PRJ_0006_U094,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2023-03-25
PRJ_0006_U095,PRJ_0006,Malaga,granted,vacant,0,,LOW,2022-10-25
PRJ_0006_U096,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2023-01-25
PRJ_0006_U097,PRJ_0006,Malaga,in_review,reserved,0,,LOW,2023-03-25
PRJ_0006_U098,PRJ_0006,Malaga,granted,reserved,0,,LOW,2023-05-25
PRJ_0006_U099,PRJ_0006,Malaga,granted,vacant,1,embargo,HIGH,2024-01-25
PRJ_0006_U100,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-04-25
PRJ_0006_U101,PRJ_0006,Malaga,granted,reserved,0,,LOW,2023-01-25
PRJ_0006_U102,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-04-25
PRJ_0006_U103,PRJ_0006,Malaga,pending,reserved,0,,LOW,2023-08-25
PRJ_0006_U104,PRJ_0006,Malaga,granted,occupied,0,,LOW,2023-05-25
PRJ_0006_U105,PRJ_0006,Malaga,granted,vacant,0,,LOW,2024-01-25
PRJ_0006_U106,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2023-01-25
PRJ_0006_U107,PRJ_0006,Malaga,granted,reserved,0,,LOW,2023-11-25
PRJ_0006_U108,PRJ_0006,Malaga,granted,reserved,0,,LOW,2024-06-25
PRJ_0006_U109,PRJ_0006,Malaga,granted,vacant,0,,LOW,2022-08-25
PRJ_0006_U110,PRJ_0006,Malaga,granted,reserved,1,servidumbre,MED,2023-10-25
PRJ_0006_U111,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2022-11-25
PRJ_0006_U112,PRJ_0006,Malaga,granted,vacant,0,,LOW,2023-12-25
PRJ_0006_U113,PRJ_0006,Malaga,in_review,occupied,0,,LOW,2023-08-25
PRJ_0006_U114,PRJ_0006,Malaga,pending,occupied,0,,LOW,2023-01-25
PRJ_0006_U115,PRJ_0006,Malaga,granted,vacant,1,servidumbre,MED,2022-09-25
PRJ_0006_U116,PRJ_0006,Malaga,granted,vacant,0,,LOW,2023-12-25
PRJ_0006_U117,PRJ_0006,Malaga,in_review,vacant,0,,LOW,2023-07-25
PRJ_0006_U118,PRJ_0006,Malaga,in_review,occupied,0,,LOW,2022-12-25
PRJ_0006_U119,PRJ_0006,Malaga,granted,reserved,0,,LOW,2022-08-25
PRJ_0006_U120,PRJ_0006,Malaga,granted,reserved,1,embargo,HIGH,2022-10-25
PRJ_0006_U121,PRJ_0006,Malaga,granted,vacant,1,hipoteca,HIGH,2023-09-25
PRJ_0006_U122,PRJ_0006,Malaga,granted,reserved,0,,LOW,2023-09-25
PRJ_0007_U001,PRJ_0007,Madrid,in_review,occupied,0,,LOW,2023-01-17
PRJ_0007_U002,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-09-17
PRJ_0007_U003,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-01-17
PRJ_0007_U004,PRJ_0007,Madrid,granted,vacant,0,,LOW,2024-01-17
PRJ_0007_U005,PRJ_0007,Madrid,in_review,occupied,0,,LOW,2023-09-17
PRJ_0007_U006,PRJ_0007,Madrid,granted,vacant,0,,LOW,2024-10-17
PRJ_0007_U007,PRJ_0007,Madrid,granted,vacant,0,,LOW,2022-12-17
PRJ_0007_U008,PRJ_0007,Madrid,granted,reserved,0,,LOW,2024-06-17
PRJ_0007_U009,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-10-17
PRJ_0007_U010,PRJ_0007,Madrid,pending,vacant,0,,LOW,2023-03-17
PRJ_0007_U011,PRJ_0007,Madrid,in_review,reserved,0,,LOW,2022-12-17
PRJ_0007_U012,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-06-17
PRJ_0007_U013,PRJ_0007,Madrid,granted,vacant,0,,LOW,2022-12-17
PRJ_0007_U014,PRJ_0007,Madrid,granted,vacant,0,,LOW,2024-11-17
PRJ_0007_U015,PRJ_0007,Madrid,granted,vacant,1,servidumbre,MED,2023-07-17
PRJ_0007_U016,PRJ_0007,Madrid,pending,reserved,0,,LOW,2024-04-17
PRJ_0007_U017,PRJ_0007,Madrid,in_review,occupied,0,,LOW,2023-06-17
PRJ_0007_U018,PRJ_0007,Madrid,in_review,occupied,0,,LOW,2024-02-17
PRJ_0007_U019,PRJ_0007,Madrid,granted,vacant,1,hipoteca,HIGH,2023-06-17
PRJ_0007_U020,PRJ_0007,Madrid,granted,occupied,0,,LOW,2024-09-17
PRJ_0007_U021,PRJ_0007,Madrid,pending,occupied,0,,LOW,2023-05-17
PRJ_0007_U022,PRJ_0007,Madrid,granted,occupied,0,,LOW,2024-07-17
PRJ_0007_U023,PRJ_0007,Madrid,granted,occupied,0,,LOW,2024-04-17
PRJ_0007_U024,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-06-17
PRJ_0007_U025,PRJ_0007,Madrid,granted,vacant,1,hipoteca,HIGH,2024-02-17
PRJ_0007_U026,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-02-17
PRJ_0007_U027,PRJ_0007,Madrid,in_review,vacant,1,hipoteca,HIGH,2023-05-17
PRJ_0007_U028,PRJ_0007,Madrid,granted,reserved,0,,LOW,2023-11-17
PRJ_0007_U029,PRJ_0007,Madrid,granted,reserved,1,embargo,HIGH,2024-09-17
PRJ_0007_U030,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-06-17
PRJ_0007_U031,PRJ_0007,Madrid,in_review,occupied,1,servidumbre,MED,2023-02-17
PRJ_0007_U032,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-04-17
PRJ_0007_U033,PRJ_0007,Madrid,granted,vacant,1,embargo,HIGH,2024-09-17
PRJ_0007_U034,PRJ_0007,Madrid,pending,vacant,0,,LOW,2023-04-17
PRJ_0007_U035,PRJ_0007,Madrid,in_review,reserved,0,,LOW,2023-07-17
PRJ_0007_U036,PRJ_0007,Madrid,granted,vacant,1,embargo,HIGH,2022-11-17
PRJ_0007_U037,PRJ_0007,Madrid,in_review,reserved,0,,LOW,2023-04-17
PRJ_0007_U038,PRJ_0007,Madrid,granted,vacant,0,,LOW,2024-05-17
PRJ_0007_U039,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-02-17
PRJ_0007_U040,PRJ_0007,Madrid,granted,vacant,0,,LOW,2022-12-17
PRJ_0007_U041,PRJ_0007,Madrid,pending,vacant,0,,LOW,2022-11-17
PRJ_0007_U042,PRJ_0007,Madrid,granted,reserved,1,embargo,HIGH,2024-02-17
PRJ_0007_U043,PRJ_0007,Madrid,in_review,reserved,0,,LOW,2023-10-17
PRJ_0007_U044,PRJ_0007,Madrid,granted,reserved,1,hipoteca,HIGH,2023-07-17
PRJ_0007_U045,PRJ_0007,Madrid,granted,vacant,0,,LOW,2024-08-17
PRJ_0007_U046,PRJ_0007,Madrid,granted,reserved,0,,LOW,2022-11-17
PRJ_0007_U047,PRJ_0007,Madrid,granted,vacant,0,,LOW,2024-05-17
PRJ_0007_U048,PRJ_0007,Madrid,granted,vacant,1,servidumbre,MED,2023-07-17
PRJ_0007_U049,PRJ_0007,Madrid,granted,vacant,0,,LOW,2024-01-17
PRJ_0007_U050,PRJ_0007,Madrid,granted,vacant,0,,LOW,2022-12-17
PRJ_0007_U051,PRJ_0007,Madrid,granted,reserved,0,,LOW,2023-04-17
PRJ_0007_U052,PRJ_0007,Madrid,granted,vacant,0,,LOW,2024-01-17
PRJ_0007_U053,PRJ_0007,Madrid,pending,vacant,0,,LOW,2023-04-17
PRJ_0007_U054,PRJ_0007,Madrid,granted,occupied,1,servidumbre,MED,2022-12-17
PRJ_0007_U055,PRJ_0007,Madrid,pending,vacant,0,,LOW,2024-05-17
PRJ_0007_U056,PRJ_0007,Madrid,in_review,occupied,1,servidumbre,MED,2024-06-17
PRJ_0007_U057,PRJ_0007,Madrid,granted,vacant,0,,LOW,2024-11-17
PRJ_0007_U058,PRJ_0007,Madrid,granted,occupied,0,,LOW,2024-10-17
PRJ_0007_U059,PRJ_0007,Madrid,granted,reserved,0,,LOW,2024-11-17
PRJ_0007_U060,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-03-17
PRJ_0007_U061,PRJ_0007,Madrid,granted,vacant,0,,LOW,2024-04-17
PRJ_0007_U062,PRJ_0007,Madrid,granted,vacant,0,,LOW,2024-10-17
PRJ_0007_U063,PRJ_0007,Madrid,granted,occupied,1,embargo,HIGH,2024-09-17
PRJ_0007_U064,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-05-17
PRJ_0007_U065,PRJ_0007,Madrid,granted,occupied,0,,LOW,2023-02-17
PRJ_0007_U066,PRJ_0007,Madrid,in_review,occupied,0,,LOW,2023-02-17
PRJ_0007_U067,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-09-17
PRJ_0007_U068,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-12-17
PRJ_0007_U069,PRJ_0007,Madrid,pending,vacant,0,,LOW,2023-11-17
PRJ_0007_U070,PRJ_0007,Madrid,pending,vacant,0,,LOW,2024-04-17
PRJ_0007_U071,PRJ_0007,Madrid,granted,reserved,0,,LOW,2024-05-17
PRJ_0007_U072,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-09-17
PRJ_0007_U073,PRJ_0007,Madrid,granted,occupied,0,,LOW,2024-06-17
PRJ_0007_U074,PRJ_0007,Madrid,pending,vacant,0,,LOW,2024-09-17
PRJ_0007_U075,PRJ_0007,Madrid,granted,reserved,0,,LOW,2023-08-17
PRJ_0007_U076,PRJ_0007,Madrid,granted,reserved,0,,LOW,2024-09-17
PRJ_0007_U077,PRJ_0007,Madrid,granted,vacant,0,,LOW,2024-05-17
PRJ_0007_U078,PRJ_0007,Madrid,granted,vacant,0,,LOW,2023-05-17
PRJ_0007_U079,PRJ_0007,Madrid,in_review,reserved,0,,LOW,2024-06-17
PRJ_0007_U080,PRJ_0007,Madrid,in_review,occupied,0,,LOW,2023-05-17
PRJ_0007_U081,PRJ_0007,Madrid,pending,vacant,0,,LOW,2024-09-17
PRJ_0007_U082,PRJ_0007,Madrid,granted,vacant,0,,LOW,2022-11-17
PRJ_0008_U001,PRJ_0008,Sevilla,granted,occupied,1,servidumbre,MED,2022-02-04
PRJ_0008_U002,PRJ_0008,Sevilla,in_review,vacant,0,,LOW,2022-08-04
PRJ_0008_U003,PRJ_0008,Sevilla,granted,occupied,0,,LOW,2023-10-04
PRJ_0008_U004,PRJ_0008,Sevilla,in_review,vacant,0,,LOW,2022-04-04
PRJ_0008_U005,PRJ_0008,Sevilla,granted,vacant,1,hipoteca,HIGH,2023-01-04
PRJ_0008_U006,PRJ_0008,Sevilla,granted,reserved,0,,LOW,2023-05-04
PRJ_0008_U007,PRJ_0008,Sevilla,in_review,reserved,0,,LOW,2022-12-04
PRJ_0008_U008,PRJ_0008,Sevilla,granted,occupied,0,,LOW,2023-08-04
PRJ_0008_U009,PRJ_0008,Sevilla,granted,vacant,0,,LOW,2023-08-04
PRJ_0008_U010,PRJ_0008,Sevilla,in_review,vacant,0,,LOW,2022-05-04
PRJ_0008_U011,PRJ_0008,Sevilla,pending,occupied,0,,LOW,2022-08-04
PRJ_0008_U012,PRJ_0008,Sevilla,in_review,vacant,0,,LOW,2023-04-04
PRJ_0008_U013,PRJ_0008,Sevilla,granted,occupied,0,,LOW,2022-08-04
PRJ_0008_U014,PRJ_0008,Sevilla,in_review,vacant,0,,LOW,2023-04-04
PRJ_0008_U015,PRJ_0008,Sevilla,in_review,occupied,0,,LOW,2023-06-04
PRJ_0008_U016,PRJ_0008,Sevilla,pending,reserved,0,,LOW,2023-07-04
PRJ_0008_U017,PRJ_0008,Sevilla,granted,vacant,0,,LOW,2021-12-04
PRJ_0008_U018,PRJ_0008,Sevilla,granted,reserved,0,,LOW,2023-04-04
PRJ_0008_U019,PRJ_0008,Sevilla,in_review,vacant,0,,LOW,2023-01-04
PRJ_0008_U020,PRJ_0008,Sevilla,granted,vacant,0,,LOW,2023-05-04
