transaction_id,reservation_id,customer_id,project_id,unit_id,transaction_date,list_price_eur,discount_pct,final_price_eur,estimated_cost_eur,estimated_margin_eur,expected_rent_eur_month,gross_yield_pct
TRX_0000443,RES_0000452,CUS_003370,PRJ_0026,PRJ_0026_U074,2025-01-10,239482.77,0.0421,229409.04,172610.73,56798.31,1086.99,5.686
TRX_0000444,RES_0000453,CUS_003615,PRJ_0028,PRJ_0028_U012,2025-12-14,284522.03,0.0564,268475.72,187887.05,80588.67,1014.03,4.532
TRX_0000445,RES_0000454,CUS_000270,PRJ_0002,PRJ_0002_U012,2025-07-24,392370.06,0.0356,378415.66,269059.54,109356.13,1891.14,5.997
TRX_0000446,RES_0000455,CUS_004709,PRJ_0004,PRJ_0004_U104,2026-08-08,138981.67,0.0358,134006.85,100088.09,33918.76,629.69,5.639
TRX_0000447,RES_0000456,CUS_004959,PRJ_0011,PRJ_0011_U021,2023-09-28,390683.07,0.0298,379028.53,308023.81,71004.72,1403.05,4.442
TRX_0000448,RES_0000457,CUS_000148,PRJ_0001,PRJ_0001_U037,2025-06-21,532717.23,0.0429,509839.04,366189.47,143649.57,2296.03,5.404
TRX_0000449,RES_0000458,CUS_004586,PRJ_0001,PRJ_0001_U030,2023-04-08,318135.98,0.0462,303437.57,228679.17,74758.4,1223.66,4.839
TRX_0000450,RES_0000459,CUS_005309,PRJ_0001,PRJ_0001_U055,2024-05-07,718364.49,0.0288,697655.18,534544.92,163110.26,2351.39,4.045
TRX_0000451,RES_0000460,CUS_001569,PRJ_0004,PRJ_0004_U009,2026-10-04,404918.22,0.0413,388211.99,291719.68,96492.31,1380.92,4.269
TRX_0000452,RES_0000463,CUS_002209,PRJ_0023,PRJ_0023_U007,2024-07-20,407444.42,0.0415,390525.79,363102.7,27423.09,2121.58,6.519
TRX_0000453,RES_0000464,CUS_005054,PRJ_0007,PRJ_0007_U052,2026-02-20,251907.18,0.0141,248362.64,189778.65,58583.99,1132.55,5.472
TRX_0000454,RES_0000465,CUS_004515,PRJ_0014,PRJ_0014_U052,2026-01-10,301980.09,0.0455,288229.93,250594.33,37635.6,1056.99,4.401
TRX_0000455,RES_0000466,CUS_001388,PRJ_0012,PRJ_0012_U114,2025-07-11,466815.42,0.0537,441762.15,322515.03,119247.13,2199.53,5.975
TRX_0000456,RES_0000467,CUS_004129,PRJ_0022,PRJ_0022_U005,2024-03-09,816059.97,0.032,789925.57,529207.82,260717.75,4200.0,6.38
TRX_0000457,RES_0000468,CUS_001602,PRJ_0012,PRJ_0012_U128,2025-12-04,279610.21,0.0564,263851.91,209984.73,53867.18,1023.4,4.654
TRX_0000458,RES_0000469,CUS_000183,PRJ_0006,PRJ_0006_U024,2023-08-13,604149.15,0.0365,582091.43,428828.92,153262.51,2595.07,5.35
TRX_0000459,RES_0000470,CUS_001083,PRJ_0013,PRJ_0013_U008,2025-03-12,153339.78,0.0557,144791.4,111124.19,33667.21,742.32,6.152
TRX_0000460,RES_0000471,CUS_002761,PRJ_0006,PRJ_0006_U109,2023-05-24,337843.04,0.0311,327337.32,280757.49,46579.83,1298.99,4.762
TRX_0000461,RES_0000472,CUS_000397,PRJ_0006,PRJ_0006_U030,2026-01-02,290372.6,0.0369,279666.43,224439.78,55226.65,1349.94,5.792
TRX_0000462,RES_0000473,CUS_001711,PRJ_0026,PRJ_0026_U037,2024-09-22,255350.29,0.0293,247874.52,164416.68,83457.84,1378.03,6.671
TRX_0000463,RES_0000474,CUS_000225,PRJ_0016,PRJ_0016_U053,2024-04-18,240234.49,0.055,227032.53,180351.22,46681.31,821.85,4.344
TRX_0000464,RES_0000475,CUS_000587,PRJ_0008,PRJ_0008_U024,2024-02-25,403895.05,0.0334,390403.89,304509.23,85894.66,2137.16,6.569
TRX_0000465,RES_0000476,CUS_001497,PRJ_0025,PRJ_0025_U014,2025-11-25,289451.67,0.0586,272482.95,221516.75,50966.2,1551.05,6.831
TRX_0000466,RES_0000477,CUS_005822,PRJ_0007,PRJ_0007_U077,2024-02-14,371134.27,0.0316,359393.06,269359.6,90033.45,1657.97,5.536
TRX_0000467,RES_0000478,CUS_003462,PRJ_0022,PRJ_0022_U027,2024-03-01,437254.82,0.0437,418128.54,342046.57,76081.97,2328.53,6.683
TRX_0000468,RES_0000479,CUS_006022,PRJ_0005,PRJ_0005_U004,2025-11-07,209587.31,0.0347,202323.84,164853.71,37470.13,842.89,4.999
TRX_0000469,RES_0000480,CUS_005199,PRJ_0010,PRJ_0010_U058,2024-11-22,466612.59,0.0342,450649.53,410802.92,39846.61,1721.44,4.584
TRX_0000470,RES_0000481,CUS_004745,PRJ_0028,PRJ_0028_U044,2025-09-24,311153.3,0.0242,303638.65,236770.55,66868.09,1145.98,4.529
TRX_0000471,RES_0000482,CUS_001529,PRJ_0011,PRJ_0011_U031,2023-11-29,133175.02,0.0441,127299.01,100693.55,26605.46,550.0,5.185
TRX_0000472,RES_0000483,CUS_005512,PRJ_0003,PRJ_0003_U035,2025-12-25,181167.39,0.057,170841.53,138243.56,32597.97,826.31,5.804
TRX_0000473,RES_0000484,CUS_004713,PRJ_0013,PRJ_0013_U052,2025-04-14,427920.7,0.0288,415616.18,366761.31,48854.87,1531.42,4.422
TRX_0000474,RES_0000485,CUS_003525,PRJ_0009,PRJ_0009_U033,2023-04-28,347522.58,0.0364,334868.88,292407.69,42461.19,1172.01,4.2
TRX_0000475,RES_0000486,CUS_006444,PRJ_0008,PRJ_0008_U028,2025-10-12,348578.38,0.0198,341669.52,211479.81,130189.71,1497.33,5.259
TRX_0000476,RES_0000487,CUS_006180,PRJ_0014,PRJ_0014_U033,2026-02-16,252741.91,0.0384,243047.59,212879.16,30168.43,1035.29,5.112
TRX_0000477,RES_0000488,CUS_005350,PRJ_0005,PRJ_0005_U027,2023-04-03,583785.27,0.0511,553959.53,463723.45,90236.08,2637.12,5.713
TRX_0000478,RES_0000489,CUS_004353,PRJ_0014,PRJ_0014_U074,2026-05-19,285908.72,0.0152,281571.14,219382.65,62188.5,910.61,3.881
TRX_0000479,RES_0000490,CUS_000164,PRJ_0009,PRJ_0009_U035,2023-04-06,322192.04,0.0332,311499.63,241835.43,69664.2,1588.28,6.119
TRX_0000480,RES_0000491,CUS_005628,PRJ_0006,PRJ_0006_U094,2023-09-29,334231.48,0.0192,327798.67,233516.65,94282.02,1504.81,5.509
TRX_0000481,RES_0000492,CUS_004994,PRJ_0007,PRJ_0007_U013,2025-05-17,502535.25,0.0507,477058.25,399354.43,77703.82,2328.25,5.857
TRX_0000482,RES_0000493,CUS_004898,PRJ_0024,PRJ_0024_U090,2022-05-10,205502.17,0.0271,199926.31,136321.83,63604.49,749.93,4.501
TRX_0000483,RES_0000494,CUS_001591,PRJ_0010,PRJ_0010_U030,2024-11-09,325927.93,0.0283,316715.17,258369.22,58345.94,1499.23,5.68
TRX_0000484,RES_0000495,CUS_005518,PRJ_0026,PRJ_0026_U028,2024-09-23,222400.37,0.0323,215222.9,180932.07,34290.83,866.21,4.83
TRX_0000485,RES_0000496,CUS_003387,PRJ_0025,PRJ_0025_U002,2026-03-31,232933.61,0.0432,222859.64,176822.18,46037.46,1170.96,6.305
TRX_0000486,RES_0000497,CUS_001633,PRJ_0001,PRJ_0001_U061,2023-09-15,306584.66,0.0386,294744.04,269381.22,25362.82,1047.17,4.263
TRX_0000487,RES_0000498,CUS_002478,PRJ_0024,PRJ_0024_U047,2025-12-17,451775.36,0.0299,438247.0,392978.16,45268.84,1857.36,5.086
TRX_0000488,RES_0000500,CUS_003688,PRJ_0012,PRJ_0012_U028,2025-06-28,265735.35,0.0333,256891.67,223606.64,33285.03,1138.62,5.319
TRX_0000489,RES_0000501,CUS_003492,PRJ_0018,PRJ_0018_U078,2026-01-09,522251.64,0.0258,508757.7,441900.76,66856.95,2447.16,5.772
TRX_0000490,RES_0000502,CUS_003292,PRJ_0020,PRJ_0020_U031,2024-01-11,333115.92,0.0237,325205.73,237132.75,88072.98,1475.32,5.444
TRX_0000491,RES_0000503,CUS_005829,PRJ_0016,PRJ_0016_U032,2024-09-07,227672.29,0.0482,216703.27,203975.75,12727.52,872.84,4.833
TRX_0000492,RES_0000504,CUS_003981,PRJ_0001,PRJ_0001_U067,2024-01-27,400644.7,0.0301,388583.24,313841.86,74741.38,1272.98,3.931
TRX_0000493,RES_0000505,CUS_001409,PRJ_0026,PRJ_0026_U042,2024-09-29,493157.64,0.0289,478903.7,326231.94,152671.76,1579.25,3.957
TRX_0000494,RES_0000506,CUS_000495,PRJ_0022,PRJ_0022_U042,2023-05-13,559707.49,0.0243,546102.7,420514.03,125588.67,2839.7,6.24
TRX_0000495,RES_0000507,CUS_003503,PRJ_0012,PRJ_0012_U045,2025-03-03,394396.8,0.0379,379444.95,280959.04,98485.91,1539.0,4.867
TRX_0000496,RES_0000508,CUS_005852,PRJ_0020,PRJ_0020_U033,2023-12-03,289300.93,0.0466,275813.19,215452.11,60361.08,934.3,4.065
TRX_0000497,RES_0000509,CUS_003866,PRJ_0002,PRJ_0002_U018,2026-01-28,277134.65,0.0234,270657.43,233023.24,37634.19,908.43,4.028
TRX_0000498,RES_0000510,CUS_002405,PRJ_0015,PRJ_0015_U027,2024-10-11,467814.28,0.0297,453931.08,338998.66,114932.43,2104.25,5.563
TRX_0000499,RES_0000511,CUS_006441,PRJ_0021,PRJ_0021_U009,2024-09-04,287274.52,0.0391,276052.7,229901.34,46151.36,1046.01,4.547
TRX_0000500,RES_0000512,CUS_000821,PRJ_0014,PRJ_0014_U099,2026-02-16,400842.42,0.0513,380278.56,293505.63,86772.93,2139.0,6.75
TRX_0000501,RES_0000513,CUS_005196,PRJ_0001,PRJ_0001_U053,2023-06-04,477135.69,0.0253,465053.91,408872.58,56181.34,2274.83,5.87
TRX_0000502,RES_0000514,CUS_005527,PRJ_0003,PRJ_0003_U010,2025-12-20,281885.47,0.038,271182.49,235678.42,35504.07,1469.67,6.503
TRX_0000503,RES_0000515,CUS_000203,PRJ_0013,PRJ_0013_U058,2025-03-15,419040.65,0.0214,410078.87,317276.26,92802.61,1903.22,5.569
TRX_0000504,RES_0000516,CUS_004058,PRJ_0024,PRJ_0024_U097,2025-10-02,322560.09,0.0165,317223.52,248016.19,69207.32,1212.55,4.587
TRX_0000505,RES_0000517,CUS_001346,PRJ_0006,PRJ_0006_U080,2023-07-02,455891.15,0.0342,440304.91,384682.05,55622.86,1686.12,4.595
TRX_0000506,RES_0000518,CUS_003886,PRJ_0009,PRJ_0009_U024,2023-08-19,392465.2,0.0419,376005.21,262898.31,113106.91,1868.37,5.963
TRX_0000507,RES_0000519,CUS_004330,PRJ_0021,PRJ_0021_U019,2024-12-15,435087.89,0.04,417701.38,331958.71,85742.67,1573.92,4.522
TRX_0000508,RES_0000520,CUS_006177,PRJ_0002,PRJ_0002_U032,2025-05-22,273649.83,0.0326,264736.72,211823.61,52913.11,907.24,4.112
TRX_0000509,RES_0000521,CUS_001486,PRJ_0027,PRJ_0027_U063,2025-03-08,164054.75,0.0352,158282.93,122505.78,35777.15,644.36,4.885
TRX_0000510,RES_0000522,CUS_002175,PRJ_0023,PRJ_0023_U011,2024-07-14,731414.7,0.0355,705430.3,510665.72,194764.59,2757.06,4.69
TRX_0000511,RES_0000523,CUS_000628,PRJ_0008,PRJ_0008_U038,2022-12-05,524754.75,0.0431,502120.59,416044.65,86075.94,2556.24,6.109
TRX_0000512,RES_0000524,CUS_005772,PRJ_0015,PRJ_0015_U032,2024-12-11,280105.79,0.0254,272994.39,222807.6,50186.78,1284.17,5.645
TRX_0000513,RES_0000525,CUS_003052,PRJ_0022,PRJ_0022_U033,2023-06-17,620695.44,0.0447,592957.27,526468.52,66488.75,2192.92,4.438
TRX_0000514,RES_0000526,CUS_005410,PRJ_0010,PRJ_0010_U032,2025-01-22,298142.06,0.0324,288478.74,228078.89,60399.84,1296.26,5.392
TRX_0000515,RES_0000528,CUS_005984,PRJ_0002,PRJ_0002_U043,2025-04-24,312889.48,0.0291,303786.04,227852.07,75933.97,1142.3,4.512
TRX_0000516,RES_0000529,CUS_004396,PRJ_0020,PRJ_0020_U057,2024-04-04,305774.4,0.0397,293630.11,224251.51,69378.6,1612.3,6.589
TRX_0000517,RES_0000530,CUS_002443,PRJ_0012,PRJ_0012_U125,2026-01-06,635623.81,0.0317,615446.8,454936.63,160510.17,2842.04,5.541
TRX_0000518,RES_0000531,CUS_005234,PRJ_0014,PRJ_0014_U088,2026-01-08,345222.11,0.0278,335616.84,243699.58,91917.27,1318.43,4.714
TRX_0000519,RES_0000532,CUS_006066,PRJ_0025,PRJ_0025_U038,2025-12-04,328656.75,0.023,321081.94,276891.2,44190.74,1616.31,6.041
TRX_0000520,RES_0000533,CUS_000605,PRJ_0019,PRJ_0019_U060,2025-10-28,308444.86,0.0575,290700.74,271778.97,18921.77,1475.86,6.092
TRX_0000521,RES_0000534,CUS_005691,PRJ_0027,PRJ_0027_U007,2025-04-16,576676.27,0.0517,546854.44,400710.53,146143.91,2257.66,4.954
TRX_0000522,RES_0000535,CUS_003085,PRJ_0004,PRJ_0004_U064,2026-12-03,303978.77,0.0554,287149.17,211162.13,75987.05,1077.94,4.505
TRX_0000523,RES_0000536,CUS_000724,PRJ_0001,PRJ_0001_U028,2023-05-08,469452.04,0.0289,455908.13,419780.4,36127.73,2224.07,5.854
TRX_0000524,RES_0000537,CUS_000680,PRJ_0014,PRJ_0014_U083,2026-05-03,210208.45,0.0234,205295.48,166276.77,39018.7,982.16,5.741
TRX_0000525,RES_0000538,CUS_006492,PRJ_0023,PRJ_0023_U030,2025-03-16,340729.77,0.0286,330979.23,256686.51,74292.71,1609.84,5.837
TRX_0000526,RES_0000539,CUS_004300,PRJ_0001,PRJ_0001_U039,2023-05-22,319227.34,0.042,305805.98,261632.46,44173.52,1250.14,4.906
TRX_0000527,RES_0000540,CUS_002065,PRJ_0027,PRJ_0027_U053,2025-01-25,508580.25,0.0151,500921.0,398430.27,102490.73,2158.66,5.171
TRX_0000528,RES_0000541,CUS_004634,PRJ_0026,PRJ_0026_U055,2024-07-09,335077.14,0.048,319006.6,245834.14,73172.46,1113.56,4.189
TRX_0000529,RES_0000542,CUS_003793,PRJ_0025,PRJ_0025_U046,2025-12-13,270804.65,0.0409,259729.53,212968.75,46760.78,1381.65,6.383
TRX_0000530,RES_0000543,CUS_005449,PRJ_0022,PRJ_0022_U001,2023-03-09,332693.84,0.0249,324421.13,250805.47,73615.66,1242.17,4.595
TRX_0000531,RES_0000544,CUS_002140,PRJ_0003,PRJ_0003_U032,2025-07-17,386069.89,0.038,371392.95,282602.23,88790.72,1883.1,6.084
TRX_0000532,RES_0000545,CUS_005193,PRJ_0023,PRJ_0023_U060,2024-01-24,169400.88,0.035,163468.44,124417.8,39050.65,639.07,4.691
TRX_0000533,RES_0000546,CUS_005635,PRJ_0021,PRJ_0021_U025,2024-08-12,196914.34,0.0257,191845.53,133914.74,57930.79,966.26,6.044
TRX_0000534,RES_0000549,CUS_005387,PRJ_0016,PRJ_0016_U088,2025-02-17,382269.14,0.0364,368372.79,282568.61,85804.18,1650.31,5.376
TRX_0000535,RES_0000551,CUS_003231,PRJ_0003,PRJ_0003_U051,2025-11-25,270392.34,0.0316,261849.67,194393.24,67456.43,914.15,4.189
TRX_0000536,RES_0000552,CUS_005793,PRJ_0026,PRJ_0026_U014,2024-07-03,302819.7,0.031,293444.7,219660.03,73784.67,1322.5,5.408
TRX_0000537,RES_0000553,CUS_003419,PRJ_0024,PRJ_0024_U010,2024-07-03,296735.19,0.04,284872.74,232935.34,51937.4,1326.03,5.586
TRX_0000538,RES_0000554,CUS_001439,PRJ_0012,PRJ_0012_U033,2025-07-14,317825.38,0.0378,305806.67,245775.34,60031.33,1627.66,6.387
TRX_0000539,RES_0000555,CUS_003303,PRJ_0015,PRJ_0015_U002,2025-09-19,321756.2,0.0324,311315.43,224173.5,87141.93,1427.68,5.503
TRX_0000540,RES_0000556,CUS_004129,PRJ_0018,PRJ_0018_U048,2026-02-07,474742.7,0.0328,459150.89,317908.48,141242.41,2144.67,5.605
TRX_0000541,RES_0000557,CUS_005707,PRJ_0014,PRJ_0014_U012,2026-03-11,325446.76,0.0453,310716.43,276604.12,34112.31,1255.87,4.85
TRX_0000542,RES_0000559,CUS_006417,PRJ_0008,PRJ_0008_U041,2023-05-18,457513.48,0.0454,436733.76,316303.32,120430.44,2293.66,6.302
TRX_0000543,RES_0000560,CUS_001287,PRJ_0002,PRJ_0002_U003,2025-03-27,130239.12,0.0455,124308.76,98196.95,26111.8,550.0,5.309
TRX_0000544,RES_0000561,CUS_000647,PRJ_0001,PRJ_0001_U022,2023-05-21,613850.35,0.047,585022.02,509331.35,75690.66,2656.66,5.449
TRX_0000545,RES_0000562,CUS_001979,PRJ_0026,PRJ_0026_U008,2025-09-23,343119.54,0.0235,335049.9,258377.63,76672.27,1167.8,4.183
TRX_0000546,RES_0000563,CUS_006293,PRJ_0008,PRJ_0008_U088,2025-02-10,180226.03,0.039,173201.9,123846.57,49355.34,807.13,5.592
TRX_0000547,RES_0000564,CUS_004256,PRJ_0010,PRJ_0010_U048,2025-05-31,456713.73,0.0489,434383.36,345302.98,89080.38,2130.78,5.886
TRX_0000548,RES_0000565,CUS_005125,PRJ_0017,PRJ_0017_U058,2026-03-07,226675.03,0.0403,217548.36,146159.31,71389.05,1000.29,5.518
TRX_0000549,RES_0000566,CUS_005586,PRJ_0019,PRJ_0019_U020,2024-10-11,493102.7,0.0357,475515.86,351949.46,123566.39,2239.64,5.652
TRX_0000550,RES_0000567,CUS_003767,PRJ_0016,PRJ_0016_U043,2024-05-16,365864.13,0.035,353073.4,264176.48,88896.93,1906.08,6.478
TRX_0000551,RES_0000568,CUS_005303,PRJ_0006,PRJ_0006_U072,2024-04-18,211813.4,0.0151,208612.55,146643.45,61969.11,878.65,5.054
TRX_0000552,RES_0000569,CUS_003662,PRJ_0007,PRJ_0007_U039,2024-02-01,376224.58,0.0375,362112.43,304962.74,57149.69,1667.71,5.527
TRX_0000553,RES_0000570,CUS_001392,PRJ_0020,PRJ_0020_U015,2024-02-09,540308.73,0.0278,525311.41,430131.82,95179.58,1891.53,4.321
TRX_0000554,RES_0000571,CUS_000178,PRJ_0018,PRJ_0018_U076,2026-03-24,322778.03,0.0238,315089.54,251649.93,63439.61,1195.85,4.554
TRX_0000555,RES_0000572,CUS_005241,PRJ_0025,PRJ_0025_U039,2025-11-13,338368.6,0.0323,327431.05,233532.86,93898.19,1566.34,5.74
TRX_0000556,RES_0000573,CUS_003911,PRJ_0018,PRJ_0018_U059,2026-03-01,534731.18,0.0164,525960.3,401434.98,124525.32,2407.01,5.492
TRX_0000557,RES_0000574,CUS_004647,PRJ_0013,PRJ_0013_U017,2024-12-19,292127.25,0.0332,282436.65,208893.69,73542.95,1015.21,4.313
TRX_0000558,RES_0000575,CUS_006189,PRJ_0003,PRJ_0003_U053,2026-02-07,313276.19,0.0266,304955.97,242006.45,62949.53,1296.51,5.102
TRX_0000559,RES_0000576,CUS_002113,PRJ_0021,PRJ_0021_U002,2024-10-15,265493.33,0.0433,253995.61,215674.73,38320.88,986.98,4.663
TRX_0000560,RES_0000577,CUS_002354,PRJ_0023,PRJ_0023_U062,2023-11-29,578298.58,0.0213,565964.05,485351.73,80612.32,2787.93,5.911
TRX_0000561,RES_0000578,CUS_006148,PRJ_0013,PRJ_0013_U026,2025-02-21,331832.78,0.0296,322017.41,229833.01,92184.41,1187.6,4.426
TRX_0000562,RES_0000579,CUS_002737,PRJ_0013,PRJ_0013_U007,2025-01-24,321454.04,0.022,314369.02,252619.79,61749.23,1362.61,5.201
TRX_0000563,RES_0000580,CUS_005595,PRJ_0018,PRJ_0018_U037,2026-04-20,469231.0,0.0273,456428.95,359597.58,96831.37,1888.92,4.966
TRX_0000564,RES_0000581,CUS_005335,PRJ_0026,PRJ_0026_U051,2025-02-27,206995.76,0.0267,201475.96,157174.13,44301.82,930.7,5.543
TRX_0000565,RES_0000582,CUS_004424,PRJ_0025,PRJ_0025_U008,2025-11-18,206999.53,0.0284,201113.7,155403.91,45709.78,688.84,4.11
TRX_0000566,RES_0000583,CUS_002152,PRJ_0006,PRJ_0006_U073,2023-06-14,394767.4,0.0549,373080.08,337311.11,35768.97,1764.39,5.675
TRX_0000567,RES_0000584,CUS_001346,PRJ_0025,PRJ_0025_U041,2026-01-20,182358.57,0.0376,175496.63,141093.63,34403.01,756.1,5.17
TRX_0000568,RES_0000585,CUS_004581,PRJ_0027,PRJ_0027_U021,2025-03-02,252177.2,0.0256,245732.54,211574.31,34158.23,1217.98,5.948
TRX_0000569,RES_0000586,CUS_005785,PRJ_0018,PRJ_0018_U068,2026-02-08,277642.83,0.0332,268437.07,223666.66,44770.41,1366.81,6.11
TRX_0000570,RES_0000587,CUS_003242,PRJ_0002,PRJ_0002_U046,2025-08-21,198537.06,0.0345,191691.43,137484.69,54206.74,932.25,5.836
TRX_0000571,RES_0000588,CUS_001586,PRJ_0017,PRJ_0017_U070,2026-05-04,403611.34,0.0445,385647.21,272559.99,113087.22,1682.46,5.235
TRX_0000572,RES_0000589,CUS_001350,PRJ_0015,PRJ_0015_U011,2025-01-10,392022.29,0.033,379102.17,308984.1,70118.07,1289.47,4.082
TRX_0000573,RES_0000590,CUS_001848,PRJ_0011,PRJ_0011_U082,2023-11-03,340352.97,0.038,327416.73,283779.07,43637.66,1365.14,5.003
TRX_0000574,RES_0000591,CUS_001914,PRJ_0024,PRJ_0024_U085,2022-05-12,466365.25,0.046,444895.39,349760.61,95134.78,2379.59,6.418
TRX_0000575,RES_0000592,CUS_000001,PRJ_0005,PRJ_0005_U038,2024-04-01,363918.8,0.0387,349834.85,259104.56,90730.29,1622.46,5.565
TRX_0000576,RES_0000593,CUS_006248,PRJ_0011,PRJ_0011_U041,2023-12-08,351007.77,0.0452,335157.66,249217.8,85939.87,1435.55,5.14
TRX_0000577,RES_0000594,CUS_002464,PRJ_0001,PRJ_0001_U052,2023-06-30,418072.71,0.0384,402018.02,357496.76,44521.25,1757.33,5.246
TRX_0000578,RES_0000595,CUS_003540,PRJ_0024,PRJ_0024_U084,2022-07-11,197892.29,0.0322,191514.85,163879.16,27635.69,642.97,4.029
TRX_0000579,RES_0000596,CUS_005321,PRJ_0003,PRJ_0003_U006,2025-11-12,427233.86,0.0467,407299.16,310615.79,96683.37,2088.31,6.153
TRX_0000580,RES_0000597,CUS_002110,PRJ_0025,PRJ_0025_U022,2026-02-02,215086.54,0.05,204324.14,166968.01,37356.14,1117.3,6.562
TRX_0000581,RES_0000598,CUS_005600,PRJ_0014,PRJ_0014_U108,2026-03-19,330793.06,0.0388,317951.6,291111.93,26839.68,1384.94,5.227
TRX_0000582,RES_0000599,CUS_001914,PRJ_0013,PRJ_0013_U022,2025-01-10,381944.3,0.0459,364407.63,290101.5,74306.13,1659.01,5.463
TRX_0000583,RES_0000600,CUS_005072,PRJ_0024,PRJ_0024_U096,2022-10-19,254882.05,0.0205,249667.18,163243.96,86423.21,1126.89,5.416
TRX_0000584,RES_0000601,CUS_005631,PRJ_0015,PRJ_0015_U008,2025-06-30,388123.57,0.0341,374878.41,269474.86,105403.55,1540.2,4.93
TRX_0000585,RES_0000602,CUS_001866,PRJ_0012,PRJ_0012_U061,2025-08-02,297978.08,0.0344,287722.37,266133.16,21589.22,1004.25,4.188
TRX_0000586,RES_0000603,CUS_005762,PRJ_0005,PRJ_0005_U001,2026-01-17,380341.0,0.0328,367861.77,281494.93,86366.83,1563.67,5.101
TRX_0000587,RES_0000604,CUS_001840,PRJ_0011,PRJ_0011_U015,2024-02-03,287501.57,0.0273,279663.67,190630.9,89032.78,1165.03,4.999
TRX_0000588,RES_0000605,CUS_005086,PRJ_0016,PRJ_0016_U069,2026-01-25,352690.25,0.0241,344175.04,266111.76,78063.28,1698.01,5.92
TRX_0000589,RES_0000606,CUS_002827,PRJ_0007,PRJ_0007_U002,2024-03-11,228749.16,0.0323,221351.8,178042.5,43309.3,1186.19,6.431
TRX_0000590,RES_0000607,CUS_004688,PRJ_0015,PRJ_0015_U006,2025-01-05,348844.74,0.0385,335403.51,271094.42,64309.09,1694.0,6.061
TRX_0000591,RES_0000608,CUS_006146,PRJ_0009,PRJ_0009_U048,2024-07-04,297908.98,0.0544,281701.16,228334.21,53366.96,1182.21,5.036
TRX_0000592,RES_0000609,CUS_005585,PRJ_0027,PRJ_0027_U060,2025-05-21,302957.44,0.0387,291233.49,212027.56,79205.93,973.55,4.011
TRX_0000593,RES_0000610,CUS_004351,PRJ_0003,PRJ_0003_U050,2025-08-24,224320.23,0.0366,216118.15,175088.49,41029.66,819.83,4.552
TRX_0000594,RES_0000611,CUS_005733,PRJ_0013,PRJ_0013_U057,2025-07-11,338326.95,0.0487,321866.38,273393.76,48472.62,1472.07,5.488
TRX_0000595,RES_0000612,CUS_001834,PRJ_0001,PRJ_0001_U043,2023-09-19,394175.38,0.0406,378158.17,295106.91,83051.27,1479.12,4.694
TRX_0000596,RES_0000613,CUS_003438,PRJ_0016,PRJ_0016_U006,2025-11-24,466988.37,0.051,443186.21,309315.98,133870.23,2529.2,6.848
TRX_0000597,RES_0000614,CUS_003869,PRJ_0005,PRJ_0005_U024,2023-04-29,130438.85,0.035,125871.47,87065.42,38806.05,593.59,5.659
TRX_0000598,RES_0000615,CUS_004855,PRJ_0021,PRJ_0021_U027,2024-12-31,448862.2,0.0432,429475.15,359656.75,69818.4,1664.26,4.65
TRX_0000599,RES_0000616,CUS_000568,PRJ_0004,PRJ_0004_U058,2026-07-06,252697.92,0.054,239042.19,186843.95,52198.24,849.04,4.262
TRX_0000600,RES_0000617,CUS_000209,PRJ_0005,PRJ_0005_U025,2025-10-13,411275.59,0.0442,393081.11,324579.48,68501.63,1655.32,5.053
TRX_0000601,RES_0000618,CUS_000340,PRJ_0025,PRJ_0025_U040,2026-01-28,430487.13,0.0178,422817.47,323527.8,99289.67,1919.77,5.449
TRX_0000602,RES_0000619,CUS_001439,PRJ_0006,PRJ_0006_U065,2023-09-16,320768.24,0.0465,305841.07,238331.93,67509.13,1166.41,4.577
TRX_0000603,RES_0000620,CUS_006036,PRJ_0015,PRJ_0015_U018,2025-12-27,216502.35,0.0351,208898.37,136549.73,72348.64,1012.82,5.818
TRX_0000604,RES_0000621,CUS_003294,PRJ_0005,PRJ_0005_U059,2023-01-17,314871.05,0.0229,307667.43,222222.17,85445.27,1302.69,5.081
TRX_0000605,RES_0000622,CUS_001126,PRJ_0009,PRJ_0009_U046,2023-03-30,409760.12,0.0162,403119.36,369719.3,33400.07,1690.15,5.031
TRX_0000606,RES_0000623,CUS_000813,PRJ_0007,PRJ_0007_U036,2024-12-22,555043.81,0.0334,536483.61,443947.15,92536.46,2085.55,4.665
TRX_0000607,RES_0000624,CUS_003473,PRJ_0025,PRJ_0025_U016,2026-04-24,402709.16,0.0402,386530.51,301687.58,84842.93,1478.75,4.591
TRX_0000608,RES_0000625,CUS_003340,PRJ_0019,PRJ_0019_U077,2024-07-13,259482.96,0.0231,253496.54,194423.8,59072.74,965.17,4.569
TRX_0000609,RES_0000626,CUS_002583,PRJ_0003,PRJ_0003_U012,2025-12-17,399518.38,0.0434,382190.21,321597.8,60592.41,1776.48,5.578
TRX_0000610,RES_0000627,CUS_006496,PRJ_0022,PRJ_0022_U036,2024-08-10,532446.13,0.0538,503803.35,455113.5,48689.85,2084.43,4.965
TRX_0000611,RES_0000628,CUS_006332,PRJ_0006,PRJ_0006_U040,2025-07-29,604659.47,0.0486,575274.68,463163.29,112111.39,2500.59,5.216
TRX_0000612,RES_0000629,CUS_004095,PRJ_0025,PRJ_0025_U010,2025-12-04,466794.12,0.0157,459473.45,328764.19,130709.26,1510.86,3.946
