unit_id,project_id,bedrooms,sqm,floor,has_terrace,has_garage,has_storage,energy_rating,list_price_eur,expected_rent_eur_month,status
PRJ_0004_U117,PRJ_0004,3,120.37,1,0,1,0,B,341974.36,1586.99,available
PRJ_0004_U118,PRJ_0004,4,141.58,12,0,0,1,B,432852.8,1575.31,available
PRJ_0004_U119,PRJ_0004,1,48.4,1,0,1,0,B,156039.58,837.93,available
PRJ_0004_U120,PRJ_0004,3,117.29,9,1,1,1,B,341017.79,1155.15,available
PRJ_0004_U121,PRJ_0004,3,114.3,12,0,1,0,A,354100.4,1781.98,available
PRJ_0004_U122,PRJ_0004,2,86.78,9,0,0,1,C,245731.41,1106.62,available
PRJ_0004_U123,PRJ_0004,3,105.89,10,0,0,0,D,307301.74,1142.42,available
PRJ_0004_U124,PRJ_0004,3,112.74,3,1,0,1,B,339781.61,1646.05,available
PRJ_0004_U125,PRJ_0004,4,152.71,11,0,0,1,D,454608.79,1526.01,available
PRJ_0004_U126,PRJ_0004,4,173.53,5,0,0,1,A,498832.75,2448.82,available
PRJ_0004_U127,PRJ_0004,1,64.16,0,0,1,1,A,193306.29,868.74,available
PRJ_0005_U001,PRJ_0005,3,120.87,5,0,1,1,D,380341.0,1563.67,available
PRJ_0005_U002,PRJ_0005,3,112.42,1,0,1,1,B,320899.47,1168.69,available
PRJ_0005_U003,PRJ_0005,3,112.18,8,1,0,1,C,349543.26,1208.02,available
PRJ_0005_U004,PRJ_0005,1,64.2,12,0,0,1,C,209587.31,842.89,available
PRJ_0005_U005,PRJ_0005,3,108.38,10,0,0,1,B,341764.82,1525.05,available
PRJ_0005_U006,PRJ_0005,2,69.42,4,0,0,1,B,205696.76,817.96,available
PRJ_0005_U007,PRJ_0005,2,105.51,5,0,1,0,B,326164.46,1481.12,available
PRJ_0005_U008,PRJ_0005,2,101.67,12,1,0,1,C,326057.68,1249.86,available
PRJ_0005_U009,PRJ_0005,4,164.09,0,1,1,1,B,523266.61,2064.2,available
PRJ_0005_U010,PRJ_0005,1,64.9,7,0,0,1,A,207658.88,1027.01,available
PRJ_0005_U011,PRJ_0005,3,110.96,1,0,1,1,C,328098.48,1687.37,available
PRJ_0005_U012,PRJ_0005,3,168.02,12,1,1,1,B,551521.37,2146.1,available
PRJ_0005_U013,PRJ_0005,3,116.24,0,0,0,0,C,339232.2,1510.46,available
PRJ_0005_U014,PRJ_0005,3,109.37,0,0,0,0,B,298526.1,1132.17,available
PRJ_0005_U015,PRJ_0005,3,115.99,4,1,1,1,B,352652.12,1159.05,available
PRJ_0005_U016,PRJ_0005,2,94.66,2,1,1,0,A,320809.9,1548.5,available
PRJ_0005_U017,PRJ_0005,1,51.16,6,0,1,1,B,164640.08,584.71,available
PRJ_0005_U018,PRJ_0005,3,122.82,4,0,0,1,B,345128.88,1423.49,available
PRJ_0005_U019,PRJ_0005,2,127.43,4,1,1,0,C,369599.47,1575.42,available
PRJ_0005_U020,PRJ_0005,2,97.89,7,0,1,1,B,307325.13,1100.75,available
PRJ_0005_U021,PRJ_0005,2,102.09,7,0,1,0,B,342593.1,1157.76,available
PRJ_0005_U022,PRJ_0005,2,75.86,13,0,1,1,B,237278.91,937.18,available
PRJ_0005_U023,PRJ_0005,1,45.56,6,0,1,1,B,153239.37,813.6,available
PRJ_0005_U024,PRJ_0005,1,40.6,7,0,1,1,D,130438.85,593.59,available
PRJ_0005_U025,PRJ_0005,4,129.7,9,0,0,1,A,411275.59,1655.32,available
PRJ_0005_U026,PRJ_0005,2,71.35,2,1,0,0,D,205307.57,668.12,available
PRJ_0005_U027,PRJ_0005,4,180.0,9,0,0,1,B,583785.27,2637.12,available
PRJ_0005_U028,PRJ_0005,4,135.11,12,1,1,0,A,429293.54,1448.54,available
PRJ_0005_U029,PRJ_0005,2,74.06,4,0,1,0,B,233604.25,1024.91,available
PRJ_0005_U030,PRJ_0005,3,88.36,2,1,0,1,A,265102.62,1288.02,available
PRJ_0005_U031,PRJ_0005,3,109.03,4,0,0,1,C,330991.04,1363.59,available
PRJ_0005_U032,PRJ_0005,3,137.43,3,1,1,1,B,445689.65,1711.6,available
PRJ_0005_U033,PRJ_0005,1,51.65,8,1,0,1,B,164862.28,550.0,available
PRJ_0005_U034,PRJ_0005,2,101.95,12,1,0,0,C,329932.54,1063.18,available
PRJ_0005_U035,PRJ_0005,1,49.77,8,0,0,1,C,152129.76,628.94,available
PRJ_0005_U036,PRJ_0005,3,125.04,1,0,0,0,D,358666.1,1848.63,available
PRJ_0005_U037,PRJ_0005,4,130.85,4,1,1,0,D,444205.92,1650.58,available
PRJ_0005_U038,PRJ_0005,3,109.52,9,0,1,1,C,363918.8,1622.46,available
PRJ_0005_U039,PRJ_0005,3,105.66,4,0,1,0,C,307362.21,1446.56,available
PRJ_0005_U040,PRJ_0005,4,103.11,8,1,1,1,C,347393.56,1147.63,available
PRJ_0005_U041,PRJ_0005,3,143.18,9,0,0,0,B,420969.45,1478.08,available
PRJ_0005_U042,PRJ_0005,1,54.46,4,0,1,1,C,157198.37,614.97,available
PRJ_0005_U043,PRJ_0005,3,133.92,9,1,1,0,A,455109.04,2127.35,available
PRJ_0005_U044,PRJ_0005,2,88.8,5,0,0,0,C,240816.42,1000.47,available
PRJ_0005_U045,PRJ_0005,1,67.03,1,1,0,0,D,216234.91,1041.95,available
PRJ_0005_U046,PRJ_0005,3,85.33,5,0,0,1,A,253519.29,1297.7,available
PRJ_0005_U047,PRJ_0005,4,155.12,6,0,1,0,C,477757.44,2328.11,available
PRJ_0005_U048,PRJ_0005,2,75.98,0,0,0,1,D,233304.34,1259.66,available
PRJ_0005_U049,PRJ_0005,2,101.38,12,0,1,0,B,324740.23,1579.53,available
PRJ_0005_U050,PRJ_0005,2,92.23,7,0,1,1,B,279176.56,1419.35,available
PRJ_0005_U051,PRJ_0005,1,62.42,0,0,1,1,D,198408.18,999.88,available
PRJ_0005_U052,PRJ_0005,1,48.61,12,1,1,1,D,160141.66,770.24,available
PRJ_0005_U053,PRJ_0005,3,88.54,11,1,0,1,A,266902.32,1326.7,available
PRJ_0005_U054,PRJ_0005,3,132.86,0,0,1,1,B,404213.79,2130.09,available
PRJ_0005_U055,PRJ_0005,2,90.95,2,1,1,0,C,305541.78,1294.24,available
PRJ_0005_U056,PRJ_0005,2,72.66,5,1,0,1,B,246316.91,1133.75,available
PRJ_0005_U057,PRJ_0005,2,68.4,7,1,0,0,B,224755.85,972.13,available
PRJ_0005_U058,PRJ_0005,1,68.46,10,0,1,1,A,203283.43,1032.98,available
PRJ_0005_U059,PRJ_0005,3,99.68,5,1,0,0,A,314871.05,1302.69,available
PRJ_0005_U060,PRJ_0005,3,86.45,8,1,0,0,B,285885.94,1432.59,available
PRJ_0005_U061,PRJ_0005,3,89.37,0,1,0,1,C,289663.08,1438.24,available
PRJ_0005_U062,PRJ_0005,2,66.31,9,1,0,0,C,218594.9,1165.31,available
PRJ_0005_U063,PRJ_0005,3,118.53,12,0,0,0,C,368503.68,1373.32,available
PRJ_0005_U064,PRJ_0005,1,65.42,7,1,0,0,B,206781.73,984.97,available
PRJ_0005_U065,PRJ_0005,2,80.2,6,0,1,1,B,245503.0,1195.53,available
PRJ_0005_U066,PRJ_0005,4,170.96,4,0,1,1,A,474794.8,2503.73,available
PRJ_0005_U067,PRJ_0005,3,65.82,13,1,1,0,B,216315.09,1126.4,available
PRJ_0005_U068,PRJ_0005,4,136.69,0,0,0,1,B,415153.71,1850.38,available
PRJ_0005_U069,PRJ_0005,4,163.78,4,0,1,0,A,509053.52,2275.35,available
PRJ_0005_U070,PRJ_0005,3,99.1,1,0,0,1,A,278271.09,985.93,available
PRJ_0006_U001,PRJ_0006,2,87.28,12,0,0,0,B,340540.72,1116.33,available
PRJ_0006_U002,PRJ_0006,3,104.06,4,0,1,0,B,387351.12,1340.96,available
PRJ_0006_U003,PRJ_0006,3,120.05,8,0,1,1,D,442968.77,2038.95,available
PRJ_0006_U004,PRJ_0006,4,149.99,7,0,1,0,B,621519.7,2261.02,available
PRJ_0006_U005,PRJ_0006,3,93.76,13,0,0,1,C,342787.45,1259.52,available
PRJ_0006_U006,PRJ_0006,3,108.32,13,0,0,0,C,434271.29,2136.5,available
PRJ_0006_U007,PRJ_0006,2,87.4,9,0,1,1,A,336195.21,1280.9,available
PRJ_0006_U008,PRJ_0006,3,140.07,9,0,1,1,B,603106.3,2006.98,available
PRJ_0006_U009,PRJ_0006,1,49.56,12,1,1,1,B,212686.34,690.94,available
PRJ_0006_U010,PRJ_0006,2,48.59,2,0,1,1,B,178759.33,744.32,available
PRJ_0006_U011,PRJ_0006,2,79.31,10,1,1,0,C,308750.89,1406.42,available
PRJ_0006_U012,PRJ_0006,2,109.56,10,1,1,0,B,460552.47,2358.79,available
PRJ_0006_U013,PRJ_0006,2,82.32,1,0,1,1,B,314751.16,1075.18,available
PRJ_0006_U014,PRJ_0006,3,101.38,12,1,1,1,C,415773.2,1500.6,available
PRJ_0006_U015,PRJ_0006,3,126.75,9,1,1,1,C,557620.25,2430.51,available
PRJ_0006_U016,PRJ_0006,3,115.95,4,1,1,1,B,449110.9,1790.12,available
PRJ_0006_U017,PRJ_0006,3,83.62,6,0,1,1,B,334857.32,1423.94,available
PRJ_0006_U018,PRJ_0006,3,110.39,6,0,0,0,B,445937.89,2339.37,available
PRJ_0006_U019,PRJ_0006,1,61.36,12,1,1,0,C,260496.27,1144.27,available
PRJ_0006_U020,PRJ_0006,3,78.02,13,1,0,1,B,314324.31,1288.95,available
PRJ_0006_U021,PRJ_0006,3,100.01,11,0,1,1,B,392945.61,2119.12,available
PRJ_0006_U022,PRJ_0006,2,93.1,9,0,1,0,A,334105.58,1107.03,available
PRJ_0006_U023,PRJ_0006,2,84.05,1,1,1,1,C,320343.45,1686.26,available
PRJ_0006_U024,PRJ_0006,4,149.17,12,0,1,1,C,604149.15,2595.07,available
PRJ_0006_U025,PRJ_0006,3,88.92,1,0,1,1,B,342111.19,1471.12,available
PRJ_0006_U026,PRJ_0006,2,82.26,2,1,0,1,C,326064.59,1708.93,available
PRJ_0006_U027,PRJ_0006,3,85.44,0,0,0,1,C,341478.71,1471.14,available
PRJ_0006_U028,PRJ_0006,2,100.11,13,0,1,0,A,370125.2,1537.16,available
PRJ_0006_U029,PRJ_0006,2,55.3,6,0,1,1,C,217830.3,823.35,available
PRJ_0006_U030,PRJ_0006,2,76.85,3,0,0,0,B,290372.6,1349.94,available
PRJ_0006_U031,PRJ_0006,2,101.78,1,0,1,1,D,380425.04,1692.27,available
PRJ_0006_U032,PRJ_0006,3,135.78,5,0,1,0,B,555533.72,2027.11,available
PRJ_0006_U033,PRJ_0006,1,62.44,10,0,0,1,B,255342.52,1216.16,available
PRJ_0006_U034,PRJ_0006,3,114.82,13,0,1,1,B,464386.48,2143.54,available
PRJ_0006_U035,PRJ_0006,2,83.47,7,0,1,1,B,362587.01,1472.35,available
PRJ_0006_U036,PRJ_0006,3,89.31,8,0,1,1,C,329357.17,1046.23,available
PRJ_0006_U037,PRJ_0006,3,110.59,11,0,1,1,B,440713.47,1838.42,available
PRJ_0006_U038,PRJ_0006,3,86.08,12,1,1,0,B,357630.79,1137.37,available
PRJ_0006_U039,PRJ_0006,3,100.09,3,1,0,1,B,377179.59,1258.05,available
PRJ_0006_U040,PRJ_0006,4,149.43,13,0,1,1,D,604659.47,2500.59,available
PRJ_0006_U041,PRJ_0006,3,87.94,7,0,0,1,C,324942.13,1088.88,available
PRJ_0006_U042,PRJ_0006,3,108.47,13,1,0,0,B,449453.98,1702.04,available
PRJ_0006_U043,PRJ_0006,3,92.85,1,0,0,0,B,365921.37,1698.43,available
PRJ_0006_U044,PRJ_0006,2,97.61,1,1,1,0,A,392582.09,1515.78,available
PRJ_0006_U045,PRJ_0006,2,82.6,12,1,1,1,C,309984.6,1677.44,available
PRJ_0006_U046,PRJ_0006,2,123.03,9,0,1,0,C,460170.75,2405.93,available
PRJ_0006_U047,PRJ_0006,2,102.75,2,1,1,0,C,419210.81,1879.58,available
PRJ_0006_U048,PRJ_0006,2,98.06,12,0,0,1,C,383986.76,2051.37,available
PRJ_0006_U049,PRJ_0006,2,74.07,1,1,1,1,A,257904.02,1320.39,available
PRJ_0006_U050,PRJ_0006,3,119.24,9,0,0,0,C,488286.21,1896.6,available
PRJ_0006_U051,PRJ_0006,2,66.68,2,1,1,1,B,270167.61,1311.19,available
PRJ_0006_U052,PRJ_0006,3,117.05,0,0,1,0,A,428605.92,1489.21,available
PRJ_0006_U053,PRJ_0006,2,86.11,11,0,1,1,B,360350.07,1696.13,available
PRJ_0006_U054,PRJ_0006,3,103.24,11,1,0,1,B,405099.91,1730.43,available
PRJ_0006_U055,PRJ_0006,1,56.89,1,1,1,1,D,221038.99,708.32,available
PRJ_0006_U056,PRJ_0006,2,84.54,1,1,1,0,B,341458.72,1291.97,available
PRJ_0006_U057,PRJ_0006,1,45.5,8,0,0,0,C,191046.45,1015.66,available
PRJ_0006_U058,PRJ_0006,3,93.97,0,0,1,1,C,393605.03,1526.12,available
PRJ_0006_U059,PRJ_0006,2,107.11,10,0,1,1,C,434665.82,1553.9,available
PRJ_0006_U060,PRJ_0006,4,112.34,12,0,1,1,D,458211.97,1644.35,available
PRJ_0006_U061,PRJ_0006,2,66.69,10,0,1,1,B,276395.51,1173.27,available
PRJ_0006_U062,PRJ_0006,3,146.28,3,0,1,0,B,523412.14,2649.84,available
PRJ_0006_U063,PRJ_0006,2,80.12,2,0,1,1,A,320399.3,1561.04,available
PRJ_0006_U064,PRJ_0006,3,123.04,9,0,1,1,B,472475.62,1960.58,available
PRJ_0006_U065,PRJ_0006,2,81.5,0,0,1,1,C,320768.24,1166.41,available
PRJ_0006_U066,PRJ_0006,2,80.07,7,0,1,0,B,311115.06,1017.44,available
PRJ_0006_U067,PRJ_0006,2,59.75,6,1,1,1,B,253314.03,1065.84,available
PRJ_0006_U068,PRJ_0006,2,74.54,10,1,1,0,B,305943.1,1529.69,available
PRJ_0006_U069,PRJ_0006,2,60.79,2,1,1,1,B,207017.99,995.44,available
PRJ_0006_U070,PRJ_0006,4,180.0,10,0,1,1,C,723985.95,2958.22,available
PRJ_0006_U071,PRJ_0006,2,65.34,9,1,1,0,B,275155.93,1239.51,available
PRJ_0006_U072,PRJ_0006,1,53.48,3,0,1,1,C,211813.4,878.65,available
PRJ_0006_U073,PRJ_0006,4,106.01,4,0,0,0,C,394767.4,1764.39,available
PRJ_0006_U074,PRJ_0006,1,44.87,0,0,0,1,C,184453.78,798.88,available
PRJ_0006_U075,PRJ_0006,2,107.52,6,0,1,0,B,429155.02,2016.53,available
PRJ_0006_U076,PRJ_0006,3,162.96,3,1,1,0,C,660732.11,2847.1,available
PRJ_0006_U077,PRJ_0006,4,124.06,1,0,1,0,A,498406.97,2633.1,available
PRJ_0006_U078,PRJ_0006,3,91.69,7,1,0,1,B,379125.44,1565.69,available
PRJ_0006_U079,PRJ_0006,2,78.95,7,0,1,0,C,296354.46,949.07,available
PRJ_0006_U080,PRJ_0006,4,135.98,1,0,1,0,C,455891.15,1686.12,available
PRJ_0006_U081,PRJ_0006,1,49.86,2,0,1,1,B,188570.79,809.54,available
PRJ_0006_U082,PRJ_0006,4,124.81,1,0,1,1,C,501915.13,2199.87,available
PRJ_0006_U083,PRJ_0006,3,118.81,9,0,1,0,A,458736.21,2022.81,available
PRJ_0006_U084,PRJ_0006,4,150.12,4,0,0,1,C,593217.27,2832.26,available
PRJ_0006_U085,PRJ_0006,2,89.59,0,0,0,0,D,337863.43,1278.69,available
PRJ_0006_U086,PRJ_0006,2,69.22,2,0,1,0,B,281287.44,1311.56,available
PRJ_0006_U087,PRJ_0006,3,85.51,13,1,1,1,C,348455.24,1655.42,available
PRJ_0006_U088,PRJ_0006,3,124.64,3,1,1,1,C,513271.64,2100.33,available
PRJ_0006_U089,PRJ_0006,3,112.74,9,0,1,0,C,454305.74,1849.73,available
PRJ_0006_U090,PRJ_0006,4,158.22,6,1,1,1,C,703588.25,2511.28,available
PRJ_0006_U091,PRJ_0006,3,126.63,2,0,1,0,C,442216.55,1812.26,available
PRJ_0006_U092,PRJ_0006,2,69.49,4,0,0,1,B,257956.48,1273.53,available
PRJ_0006_U093,PRJ_0006,2,76.79,0,0,0,1,C,304144.18,1585.16,available
PRJ_0006_U094,PRJ_0006,2,76.04,10,1,1,0,B,334231.48,1504.81,available
PRJ_0006_U095,PRJ_0006,2,76.92,4,0,0,1,D,295739.74,1135.71,available
PRJ_0006_U096,PRJ_0006,2,90.19,6,1,1,0,B,362590.14,1704.83,available
PRJ_0006_U097,PRJ_0006,3,125.47,2,0,1,1,B,504506.14,2437.77,available
PRJ_0006_U098,PRJ_0006,3,137.17,11,0,1,1,C,570564.9,2233.27,available
PRJ_0006_U099,PRJ_0006,3,128.93,3,1,1,1,B,509470.63,2560.8,available
PRJ_0006_U100,PRJ_0006,2,94.92,7,1,1,0,B,393696.44,1311.99,available
PRJ_0006_U101,PRJ_0006,3,140.89,12,1,0,0,C,597617.09,1906.91,available
PRJ_0006_U102,PRJ_0006,3,121.57,9,0,1,0,A,522972.59,1800.78,available
PRJ_0006_U103,PRJ_0006,4,145.84,8,0,1,0,A,594479.14,2091.19,available
PRJ_0006_U104,PRJ_0006,3,150.22,12,1,1,0,B,614259.11,3159.91,available
PRJ_0006_U105,PRJ_0006,3,110.2,2,1,0,0,B,427856.27,1764.0,available
PRJ_0006_U106,PRJ_0006,3,102.87,13,0,1,1,B,421503.45,1595.5,available
PRJ_0006_U107,PRJ_0006,2,77.58,7,1,1,0,A,314696.79,1300.35,available
PRJ_0006_U108,PRJ_0006,3,130.39,5,0,1,0,B,502562.8,2037.92,available
PRJ_0006_U109,PRJ_0006,2,93.43,3,0,1,0,B,337843.04,1298.99,available
PRJ_0006_U110,PRJ_0006,2,84.72,10,0,0,1,A,352884.84,1226.96,available
PRJ_0006_U111,PRJ_0006,2,100.85,13,0,1,1,C,379113.59,1760.03,available
PRJ_0006_U112,PRJ_0006,3,58.6,9,0,0,0,C,221057.82,767.96,available
PRJ_0006_U113,PRJ_0006,3,111.03,0,0,1,1,A,432232.91,2122.86,available
PRJ_0006_U114,PRJ_0006,3,111.86,6,1,1,1,B,508747.12,1841.9,available
PRJ_0006_U115,PRJ_0006,2,75.83,10,1,1,0,C,302866.4,1457.47,available
PRJ_0006_U116,PRJ_0006,2,127.35,5,0,1,1,C,476946.73,2374.83,available
PRJ_0006_U117,PRJ_0006,3,101.87,10,1,1,1,B,409736.92,1413.04,available
PRJ_0006_U118,PRJ_0006,2,73.69,9,0,1,1,B,318111.56,1069.44,available
PRJ_0006_U119,PRJ_0006,4,119.11,0,0,1,1,B,396577.44,2103.13,available
PRJ_0006_U120,PRJ_0006,2,57.64,7,0,0,0,C,211080.32,888.34,available
PRJ_0006_U121,PRJ_0006,3,96.76,2,1,0,0,D,428125.49,1962.83,available
PRJ_0006_U122,PRJ_0006,3,127.11,6,0,1,0,D,514339.22,1655.66,available
PRJ_0007_U001,PRJ_0007,2,78.99,5,0,1,0,C,345771.82,1147.31,available
PRJ_0007_U002,PRJ_0007,2,53.3,1,0,1,1,B,228749.16,1186.19,available
PRJ_0007_U003,PRJ_0007,2,82.98,3,0,0,0,A,356045.04,1856.81,available
PRJ_0007_U004,PRJ_0007,2,107.14,13,0,0,1,A,525986.7,2314.24,available
PRJ_0007_U005,PRJ_0007,2,110.04,11,0,1,0,B,466763.22,2062.59,available
PRJ_0007_U006,PRJ_0007,3,103.4,0,0,1,1,C,427767.62,1409.99,available
PRJ_0007_U007,PRJ_0007,2,96.15,12,0,1,1,D,426900.76,1926.2,available
PRJ_0007_U008,PRJ_0007,4,169.65,2,0,0,0,B,748388.46,3092.53,available
PRJ_0007_U009,PRJ_0007,2,110.83,5,1,1,0,A,526766.9,2508.47,available
PRJ_0007_U010,PRJ_0007,1,52.55,4,0,1,0,B,238193.47,779.54,available
PRJ_0007_U011,PRJ_0007,3,121.73,5,0,1,0,C,571739.06,2725.0,available
PRJ_0007_U012,PRJ_0007,3,67.96,10,1,0,1,C,292425.74,1114.78,available
PRJ_0007_U013,PRJ_0007,2,105.89,9,0,0,0,B,502535.25,2328.25,available
PRJ_0007_U014,PRJ_0007,3,144.23,8,1,0,1,A,669951.2,3066.84,available
PRJ_0007_U015,PRJ_0007,2,72.1,8,1,1,1,D,359150.75,1320.62,available
PRJ_0007_U016,PRJ_0007,2,50.38,10,1,0,1,C,222006.7,923.03,available
PRJ_0007_U017,PRJ_0007,2,93.36,2,0,0,1,A,412198.57,2080.3,available
PRJ_0007_U018,PRJ_0007,2,67.73,5,0,1,0,C,304007.63,1376.93,available
PRJ_0007_U019,PRJ_0007,3,105.44,1,1,1,0,A,514181.13,1707.76,available
PRJ_0007_U020,PRJ_0007,2,77.24,9,0,0,1,A,323228.43,1345.67,available
PRJ_0007_U021,PRJ_0007,3,99.44,6,1,1,0,C,472101.06,1826.16,available
PRJ_0007_U022,PRJ_0007,3,117.57,8,0,1,1,B,514978.34,2374.24,available
PRJ_0007_U023,PRJ_0007,2,86.34,7,0,1,1,B,410001.06,1865.27,available
PRJ_0007_U024,PRJ_0007,1,49.31,3,0,0,0,D,222788.43,710.71,available
PRJ_0007_U025,PRJ_0007,2,81.06,1,0,1,1,C,388347.19,1760.76,available
PRJ_0007_U026,PRJ_0007,3,103.21,13,0,0,1,A,456506.82,2200.4,available
PRJ_0007_U027,PRJ_0007,3,111.79,4,0,1,0,C,518872.04,2540.56,available
PRJ_0007_U028,PRJ_0007,3,121.45,1,1,0,1,C,595135.81,1963.57,available
PRJ_0007_U029,PRJ_0007,2,93.72,4,1,1,1,B,402152.77,1548.25,available
PRJ_0007_U030,PRJ_0007,2,62.46,12,1,0,0,D,299558.67,1232.54,available
PRJ_0007_U031,PRJ_0007,3,132.08,3,0,0,1,C,610990.33,2181.94,available
PRJ_0007_U032,PRJ_0007,2,52.97,13,0,1,0,A,238771.55,982.14,available
PRJ_0007_U033,PRJ_0007,3,103.51,6,0,1,0,B,444059.65,1477.26,available
PRJ_0007_U034,PRJ_0007,2,75.05,12,1,0,1,C,370828.56,1268.75,available
PRJ_0007_U035,PRJ_0007,2,88.43,9,1,1,1,D,399492.81,1866.12,available
PRJ_0007_U036,PRJ_0007,3,124.42,0,0,1,1,A,555043.81,2085.55,available
PRJ_0007_U037,PRJ_0007,2,90.09,7,0,1,0,A,410543.91,1957.2,available
PRJ_0007_U038,PRJ_0007,3,108.39,5,1,0,1,C,515119.31,1686.97,available
PRJ_0007_U039,PRJ_0007,2,84.25,2,1,1,0,A,376224.58,1667.71,available
PRJ_0007_U040,PRJ_0007,4,144.74,7,1,1,1,A,671738.05,2718.81,available
PRJ_0007_U041,PRJ_0007,3,80.53,1,0,0,0,D,351977.13,1745.75,available
PRJ_0007_U042,PRJ_0007,3,151.43,9,1,1,1,C,764348.94,3768.67,available
PRJ_0007_U043,PRJ_0007,3,69.03,11,1,1,1,D,369674.64,1483.01,available
PRJ_0007_U044,PRJ_0007,3,129.57,1,0,1,1,C,539257.76,2463.21,available
PRJ_0007_U045,PRJ_0007,3,114.93,6,1,1,0,B,553386.71,2035.72,available
PRJ_0007_U046,PRJ_0007,2,100.29,9,0,1,0,D,433076.68,1936.97,available
PRJ_0007_U047,PRJ_0007,2,75.76,0,1,0,1,B,365315.52,1223.63,available
PRJ_0007_U048,PRJ_0007,3,128.45,5,0,1,1,B,551051.46,2283.85,available
PRJ_0007_U049,PRJ_0007,1,65.86,3,0,0,1,D,280922.11,1005.08,available
PRJ_0007_U050,PRJ_0007,1,55.11,0,1,1,1,C,250052.46,1288.84,available
PRJ_0007_U051,PRJ_0007,3,115.0,11,1,1,0,D,543068.47,2263.34,available
PRJ_0007_U052,PRJ_0007,1,54.29,6,0,1,0,A,251907.18,1132.55,available
PRJ_0007_U053,PRJ_0007,3,125.46,10,0,1,0,D,586743.63,2333.79,available
PRJ_0007_U054,PRJ_0007,3,134.02,8,1,0,1,C,632231.67,2412.81,available
PRJ_0007_U055,PRJ_0007,2,89.51,12,1,1,1,C,401556.67,1454.93,available
PRJ_0007_U056,PRJ_0007,4,154.57,13,1,1,0,D,759369.9,3962.68,available
PRJ_0007_U057,PRJ_0007,2,77.74,8,0,1,1,B,359115.02,1783.17,available
PRJ_0007_U058,PRJ_0007,4,114.83,4,0,0,0,C,528390.03,1831.67,available
PRJ_0007_U059,PRJ_0007,3,110.25,5,0,1,1,C,478715.25,2320.24,available
PRJ_0007_U060,PRJ_0007,2,80.42,11,1,0,1,C,349067.87,1434.1,available
PRJ_0007_U061,PRJ_0007,2,84.03,5,0,1,0,D,372131.69,1191.31,available
PRJ_0007_U062,PRJ_0007,2,102.88,7,0,1,1,C,507404.76,2210.0,available
PRJ_0007_U063,PRJ_0007,2,80.03,2,1,0,0,A,364899.11,1262.28,available
PRJ_0007_U064,PRJ_0007,2,60.31,13,1,1,1,B,286918.42,1044.1,available
PRJ_0007_U065,PRJ_0007,4,89.44,9,1,1,1,D,411098.68,1945.63,available
PRJ_0007_U066,PRJ_0007,2,109.37,4,0,0,1,D,525212.76,1967.05,available
PRJ_0007_U067,PRJ_0007,3,102.07,8,0,1,1,D,448403.76,2319.78,available
PRJ_0007_U068,PRJ_0007,2,93.94,5,0,1,1,A,407518.54,1893.05,available
PRJ_0007_U069,PRJ_0007,4,148.68,2,0,1,1,B,688315.8,3468.63,available
PRJ_0007_U070,PRJ_0007,2,70.74,12,1,1,0,C,304207.87,1384.4,available
PRJ_0007_U071,PRJ_0007,2,73.64,12,1,0,0,C,364540.18,1867.02,available
PRJ_0007_U072,PRJ_0007,3,141.86,11,1,1,1,A,703028.24,2798.37,available
PRJ_0007_U073,PRJ_0007,2,99.9,5,0,0,1,C,460809.18,2028.59,available
PRJ_0007_U074,PRJ_0007,3,127.26,3,0,1,1,A,588809.11,2548.02,available
PRJ_0007_U075,PRJ_0007,2,66.27,0,1,0,0,B,297317.33,1546.11,available
PRJ_0007_U076,PRJ_0007,3,95.61,10,1,0,0,B,421277.41,1490.36,available
PRJ_0007_U077,PRJ_0007,3,84.67,4,0,0,1,A,371134.27,1657.97,available
PRJ_0007_U078,PRJ_0007,3,144.36,12,0,1,1,A,636012.68,3093.65,available
PRJ_0007_U079,PRJ_0007,1,62.72,12,0,1,1,D,297563.27,1190.04,available
PRJ_0007_U080,PRJ_0007,2,97.9,1,1,1,1,C,476174.64,2437.41,available
PRJ_0007_U081,PRJ_0007,2,81.52,12,0,1,1,D,405461.74,1624.26,available
PRJ_0007_U082,PRJ_0007,2,66.13,1,0,1,0,B,298807.69,1062.74,available
PRJ_0008_U001,PRJ_0008,2,61.93,6,0,0,1,B,228762.29,1183.7,available
PRJ_0008_U002,PRJ_0008,2,79.09,9,1,1,1,B,265790.13,989.19,available
PRJ_0008_U003,PRJ_0008,3,137.1,5,1,0,0,C,433732.15,2274.23,available
PRJ_0008_U004,PRJ_0008,2,68.7,12,0,1,1,A,232227.0,1006.04,available
PRJ_0008_U005,PRJ_0008,3,116.29,0,0,1,1,A,398616.0,1494.43,available
PRJ_0008_U006,PRJ_0008,3,73.61,1,1,1,1,A,253963.61,1287.52,available
PRJ_0008_U007,PRJ_0008,3,121.83,11,1,1,1,D,367563.14,1193.33,available
PRJ_0008_U008,PRJ_0008,2,81.1,0,1,0,0,B,265363.41,1174.38,available
PRJ_0008_U009,PRJ_0008,3,76.69,2,0,0,0,C,264857.59,1268.75,available
PRJ_0008_U010,PRJ_0008,2,97.1,2,1,1,0,D,324769.27,1233.02,available
PRJ_0008_U011,PRJ_0008,1,62.49,0,1,1,0,C,191010.77,975.97,available
PRJ_0008_U012,PRJ_0008,3,138.7,1,0,1,1,B,445492.18,1651.58,available
