snapshot_date,supplier_id,supplier_name,category,risk_profile,annual_volume_eur,orders,incidents,avg_delay_days,dependency_pct,estimated_margin_pct,macro_pressure,demand_pressure,risk_score,risk_tier_rule,reliability_index,behavior_state,forecast_risk_score_90,forecast_risk_level_90,risk_tier
2024-03-01,SUP_0184,SUP_0184,acero,stable,5988702.47,6,5.08,14.28,37.46,20.18,1.1025,1.1158,33.35,LOW,41.14,warning,60.99,LOW,LOW
2024-03-01,SUP_0185,SUP_0185,fontaneria,watch,3978841.98,80,0.0,10.73,23.34,19.2,1.1025,1.1158,7.4,LOW,72.35,warning,27.69,LOW,LOW
2024-03-01,SUP_0186,SUP_0186,hormigon,watch,1817735.37,87,1.94,15.33,13.78,4.07,1.1025,1.1158,30.95,LOW,54.21,warning,54.85,LOW,LOW
2024-03-01,SUP_0187,SUP_0187,acero,stable,2266395.0,24,4.14,15.41,5.65,8.59,1.1025,1.1158,29.49,LOW,52.36,warning,56.59,LOW,LOW
2024-03-01,SUP_0188,SUP_0188,acero,stable,3698072.94,92,9.81,6.96,21.34,8.19,1.1025,1.1158,41.27,LOW,37.36,warning,79.39,MED,MED
2024-03-01,SUP_0189,SUP_0189,electricidad,watch,4588327.98,191,8.15,12.03,75.76,23.28,1.1025,1.1158,53.32,LOW,11.64,critical,101.22,MED,MED
2024-03-01,SUP_0190,SUP_0190,acero,stable,3657021.42,51,6.27,0.0,37.75,16.64,1.1025,1.1158,19.16,LOW,62.22,warning,51.92,LOW,LOW
2024-03-01,SUP_0191,SUP_0191,acabados,fragile,2668843.54,103,2.14,19.67,35.42,14.3,1.1025,1.1158,37.56,LOW,38.09,critical,84.94,MED,MED
2024-03-01,SUP_0192,SUP_0192,acero,stable,2689855.41,34,1.17,0.0,29.77,15.33,1.1025,1.1158,1.56,LOW,86.28,stable,9.85,LOW,LOW
2024-03-01,SUP_0193,SUP_0193,electricidad,stable,4725510.43,59,6.29,1.86,9.53,6.58,1.1025,1.1158,19.37,LOW,67.38,warning,43.84,LOW,LOW
2024-03-01,SUP_0194,SUP_0194,acero,fragile,1680119.33,192,5.84,19.78,51.88,1.31,1.1025,1.1158,69.23,LOW,8.43,critical,125.77,HIGH,HIGH
2024-03-01,SUP_0195,SUP_0195,hormigon,stable,3477417.22,80,4.97,12.79,24.14,10.54,1.1025,1.1158,34.42,LOW,44.95,warning,71.07,LOW,LOW
2024-03-01,SUP_0196,SUP_0196,fontaneria,stable,4328060.85,141,4.75,2.92,21.12,9.25,1.1025,1.1158,18.86,LOW,64.69,warning,41.16,LOW,LOW
2024-03-01,SUP_0197,SUP_0197,hormigon,watch,2949521.62,17,5.83,9.02,57.5,15.29,1.1025,1.1158,41.6,LOW,37.6,critical,73.16,LOW,MED
2024-03-01,SUP_0198,SUP_0198,acero,fragile,3859860.91,185,12.38,34.07,56.63,2.63,1.1025,1.1158,111.1,MED,0.0,critical,180.0,HIGH,HIGH
2024-03-01,SUP_0199,SUP_0199,acabados,stable,6567808.41,130,5.76,5.86,39.5,9.29,1.1025,1.1158,34.56,LOW,46.83,warning,56.87,LOW,LOW
2024-03-01,SUP_0200,SUP_0200,logistica,stable,802754.23,94,4.31,20.79,23.92,25.3,1.1025,1.1158,29.58,LOW,36.44,critical,77.59,MED,LOW
2024-03-01,SUP_0201,SUP_0201,fontaneria,watch,3102432.16,106,0.89,11.26,60.54,21.57,1.1025,1.1158,25.22,LOW,51.07,warning,53.03,LOW,LOW
2024-03-01,SUP_0202,SUP_0202,logistica,fragile,2437659.52,49,0.0,18.83,85.68,18.75,1.1025,1.1158,48.05,LOW,28.89,critical,87.65,MED,MED
2024-03-01,SUP_0203,SUP_0203,acabados,watch,5650132.99,235,8.88,28.67,26.89,5.67,1.1025,1.1158,76.09,MED,0.0,critical,143.21,HIGH,HIGH
2024-03-01,SUP_0204,SUP_0204,electricidad,stable,1943855.53,91,13.3,12.09,14.35,21.7,1.1025,1.1158,42.8,LOW,21.01,critical,85.98,MED,MED
2024-03-01,SUP_0205,SUP_0205,acabados,stable,5294474.9,110,2.93,2.77,55.86,12.19,1.1025,1.1158,25.87,LOW,58.6,stable,39.0,LOW,LOW
2024-03-01,SUP_0206,SUP_0206,acero,stable,3945872.27,63,0.16,7.65,27.04,29.87,1.1025,1.1158,-5.75,LOW,80.46,stable,9.25,LOW,LOW
2024-03-01,SUP_0207,SUP_0207,electricidad,stable,3468185.72,97,3.06,9.82,47.58,21.74,1.1025,1.1158,23.58,LOW,51.4,warning,51.31,LOW,LOW
2024-03-01,SUP_0208,SUP_0208,electricidad,watch,4299061.07,162,7.89,4.83,37.16,4.94,1.1025,1.1158,42.68,LOW,38.95,warning,75.05,MED,MED
2024-03-01,SUP_0209,SUP_0209,logistica,stable,339018.85,134,8.53,5.29,36.1,10.3,1.1025,1.1158,39.48,LOW,38.62,critical,70.89,LOW,MED
2024-03-01,SUP_0210,SUP_0210,acabados,watch,7365732.92,130,5.35,4.1,53.58,20.78,1.1025,1.1158,25.53,LOW,49.66,warning,60.24,LOW,LOW
2024-03-01,SUP_0211,SUP_0211,electricidad,watch,3051056.31,73,4.13,23.85,43.2,18.02,1.1025,1.1158,49.58,LOW,20.47,critical,104.38,MED,MED
2024-03-01,SUP_0212,SUP_0212,fontaneria,watch,4830887.97,111,1.17,7.56,67.88,12.88,1.1025,1.1158,32.52,LOW,50.83,warning,75.1,MED,LOW
2024-03-01,SUP_0213,SUP_0213,hormigon,stable,1531771.21,87,1.78,7.01,25.38,22.45,1.1025,1.1158,4.82,LOW,72.7,warning,34.53,LOW,LOW
2024-03-01,SUP_0214,SUP_0214,acabados,fragile,2423034.02,185,4.42,17.42,31.69,15.84,1.1025,1.1158,37.81,LOW,33.2,critical,82.83,MED,MED
2024-03-01,SUP_0215,SUP_0215,electricidad,watch,3915960.03,22,3.79,13.8,36.24,12.72,1.1025,1.1158,35.64,LOW,44.74,warning,68.43,LOW,LOW
2024-03-01,SUP_0216,SUP_0216,electricidad,watch,2327679.52,151,22.0,17.55,40.52,17.71,1.1025,1.1158,92.85,MED,0.0,critical,174.48,HIGH,HIGH
2024-03-01,SUP_0217,SUP_0217,acabados,stable,3086798.49,224,4.2,8.59,7.35,25.82,1.1025,1.1158,2.99,LOW,65.03,warning,28.93,LOW,LOW
2024-03-01,SUP_0218,SUP_0218,fontaneria,stable,4627119.72,89,8.21,3.8,44.57,43.39,1.1025,1.1158,7.0,LOW,52.02,warning,36.4,LOW,LOW
2024-03-01,SUP_0219,SUP_0219,cemento,fragile,1110844.25,227,4.77,24.28,38.56,4.25,1.1025,1.1158,63.82,LOW,9.7,critical,115.44,MED,HIGH
2024-03-01,SUP_0220,SUP_0220,acero,stable,4178579.68,133,5.26,13.46,44.91,8.44,1.1025,1.1158,47.73,LOW,30.8,warning,79.8,MED,MED
2024-04-01,SUP_0001,SUP_0001,logistica,watch,4294323.41,95,0.0,13.52,68.73,5.5,1.0341,1.0248,45.71,LOW,41.09,critical,79.35,MED,MED
2024-04-01,SUP_0002,SUP_0002,acero,stable,3436400.78,65,2.28,5.28,12.46,23.87,1.0341,1.0248,-3.5,LOW,81.12,stable,20.76,LOW,LOW
2024-04-01,SUP_0003,SUP_0003,cemento,fragile,3297905.77,46,1.05,17.42,67.9,13.08,1.0341,1.0248,46.76,LOW,33.6,critical,90.07,MED,MED
2024-04-01,SUP_0004,SUP_0004,electricidad,watch,1999485.49,91,3.83,18.08,41.08,4.9,1.0341,1.0248,52.19,LOW,29.04,critical,86.19,MED,MED
2024-04-01,SUP_0005,SUP_0005,electricidad,stable,3766711.18,102,5.59,15.62,48.94,12.59,1.0341,1.0248,49.63,LOW,25.72,critical,88.34,MED,MED
2024-04-01,SUP_0006,SUP_0006,fontaneria,fragile,4824425.38,86,9.95,22.54,83.57,15.22,1.0341,1.0248,86.06,MED,0.0,critical,165.03,HIGH,HIGH
2024-04-01,SUP_0007,SUP_0007,acero,watch,3482690.58,78,5.13,11.12,87.09,17.6,1.0341,1.0248,53.67,LOW,21.86,critical,102.92,MED,MED
2024-04-01,SUP_0008,SUP_0008,logistica,watch,2071372.67,48,7.19,2.32,59.17,24.07,1.0341,1.0248,27.62,LOW,46.96,warning,54.85,LOW,LOW
2024-04-01,SUP_0009,SUP_0009,electricidad,stable,3175190.57,85,9.75,7.11,12.54,6.01,1.0341,1.0248,39.54,LOW,40.71,warning,72.23,LOW,MED
2024-04-01,SUP_0010,SUP_0010,acero,watch,4677805.81,112,3.72,8.39,43.87,18.05,1.0341,1.0248,25.43,LOW,51.56,warning,47.3,LOW,LOW
2024-04-01,SUP_0011,SUP_0011,logistica,stable,3009592.4,189,5.73,5.09,14.2,21.65,1.0341,1.0248,9.58,LOW,62.4,stable,31.62,LOW,LOW
2024-04-01,SUP_0012,SUP_0012,logistica,fragile,3586150.3,128,0.6,15.03,52.33,11.56,1.0341,1.0248,36.34,LOW,44.19,critical,74.82,LOW,LOW
2024-04-01,SUP_0013,SUP_0013,electricidad,watch,3212692.67,143,3.87,11.37,73.22,24.17,1.0341,1.0248,37.44,LOW,33.0,critical,73.71,LOW,MED
2024-04-01,SUP_0014,SUP_0014,cemento,fragile,1904793.4,63,16.35,34.93,70.19,14.7,1.0341,1.0248,118.32,MED,0.0,critical,180.0,HIGH,HIGH
2024-04-01,SUP_0015,SUP_0015,fontaneria,stable,2442158.82,101,7.14,12.46,19.72,39.66,1.0341,1.0248,9.32,LOW,48.51,warning,51.75,LOW,LOW
2024-04-01,SUP_0016,SUP_0016,electricidad,stable,1110485.55,72,7.21,14.28,17.32,39.07,1.0341,1.0248,11.78,LOW,46.3,warning,56.95,LOW,LOW
2024-04-01,SUP_0017,SUP_0017,hormigon,watch,3006983.44,10,5.45,5.4,36.77,13.37,1.0341,1.0248,27.62,LOW,55.24,warning,48.24,LOW,LOW
2024-04-01,SUP_0018,SUP_0018,fontaneria,stable,2608135.0,35,4.12,6.82,19.76,15.12,1.0341,1.0248,16.36,LOW,65.25,warning,37.0,LOW,LOW
2024-04-01,SUP_0019,SUP_0019,acabados,fragile,2662814.48,27,3.23,6.42,34.85,15.46,1.0341,1.0248,19.55,LOW,63.13,warning,45.89,LOW,LOW
2024-04-01,SUP_0020,SUP_0020,cemento,watch,265435.74,12,1.58,23.06,46.52,11.61,1.0341,1.0248,48.65,LOW,30.35,critical,104.49,MED,MED
2024-04-01,SUP_0021,SUP_0021,acabados,watch,1306056.16,33,3.17,10.21,57.62,14.83,1.0341,1.0248,35.93,LOW,45.17,warning,72.41,LOW,LOW
2024-04-01,SUP_0022,SUP_0022,cemento,stable,3670585.81,157,2.91,2.41,35.89,25.67,1.0341,1.0248,2.83,LOW,71.66,stable,20.81,LOW,LOW
2024-04-01,SUP_0023,SUP_0023,acabados,fragile,2636306.61,72,3.5,15.48,4.95,9.43,1.0341,1.0248,26.53,LOW,53.93,warning,48.45,LOW,LOW
2024-04-01,SUP_0024,SUP_0024,acero,fragile,3075792.64,107,10.6,11.02,70.5,9.62,1.0341,1.0248,70.43,MED,3.99,critical,127.2,HIGH,HIGH
2024-04-01,SUP_0025,SUP_0025,cemento,watch,1495435.13,104,6.18,20.25,44.46,11.41,1.0341,1.0248,57.51,LOW,15.64,critical,109.68,MED,HIGH
2024-04-01,SUP_0026,SUP_0026,logistica,stable,3794025.82,138,3.69,11.56,34.71,25.93,1.0341,1.0248,18.09,LOW,51.47,warning,50.88,LOW,LOW
2024-04-01,SUP_0027,SUP_0027,hormigon,watch,3204750.26,61,6.38,15.29,68.72,15.26,1.0341,1.0248,57.75,LOW,16.48,critical,109.46,MED,HIGH
2024-04-01,SUP_0028,SUP_0028,fontaneria,stable,4238739.57,127,6.42,10.83,4.26,21.07,1.0341,1.0248,16.36,LOW,54.31,warning,43.43,LOW,LOW
2024-04-01,SUP_0029,SUP_0029,hormigon,stable,4776212.71,120,9.26,11.88,25.41,27.13,1.0341,1.0248,29.92,LOW,33.65,critical,75.77,MED,LOW
2024-04-01,SUP_0030,SUP_0030,logistica,watch,5597473.89,84,3.77,9.72,54.94,11.22,1.0341,1.0248,39.38,LOW,42.18,critical,78.16,MED,MED
2024-04-01,SUP_0031,SUP_0031,acabados,watch,3009457.31,126,6.49,7.81,14.82,19.42,1.0341,1.0248,18.45,LOW,54.74,warning,45.75,LOW,LOW
2024-04-01,SUP_0032,SUP_0032,acabados,fragile,1778067.58,130,10.97,10.38,80.67,15.73,1.0341,1.0248,69.06,LOW,0.64,critical,117.0,MED,HIGH
2024-04-01,SUP_0033,SUP_0033,electricidad,stable,2396759.82,61,0.62,6.48,33.97,9.39,1.0341,1.0248,17.48,LOW,70.73,stable,38.57,LOW,LOW
2024-04-01,SUP_0034,SUP_0034,electricidad,stable,3301547.26,56,4.18,2.61,51.51,27.26,1.0341,1.0248,12.37,LOW,62.73,warning,35.72,LOW,LOW
2024-04-01,SUP_0035,SUP_0035,fontaneria,watch,3817616.51,69,9.18,9.23,28.55,15.51,1.0341,1.0248,38.74,LOW,35.31,warning,76.83,MED,MED
2024-04-01,SUP_0036,SUP_0036,acabados,stable,2333437.57,74,4.36,16.57,32.61,4.53,1.0341,1.0248,48.09,LOW,34.11,critical,93.12,MED,MED
2024-04-01,SUP_0037,SUP_0037,acabados,stable,3707634.91,132,1.86,1.17,40.57,11.89,1.0341,1.0248,13.68,LOW,72.19,warning,14.57,LOW,LOW
2024-04-01,SUP_0038,SUP_0038,cemento,watch,3402196.41,59,1.94,8.47,56.63,9.14,1.0341,1.0248,34.88,LOW,51.23,warning,65.42,LOW,LOW
2024-04-01,SUP_0039,SUP_0039,fontaneria,stable,5917355.65,88,8.59,9.11,29.9,20.85,1.0341,1.0248,32.04,LOW,38.61,warning,68.54,LOW,LOW
2024-04-01,SUP_0040,SUP_0040,cemento,watch,3126368.38,69,8.89,19.63,35.71,15.52,1.0341,1.0248,56.66,LOW,12.47,critical,105.69,MED,HIGH
2024-04-01,SUP_0041,SUP_0041,acero,stable,4488348.94,114,6.17,14.93,20.56,20.41,1.0341,1.0248,29.76,LOW,39.92,warning,60.85,LOW,LOW
2024-04-01,SUP_0042,SUP_0042,acabados,fragile,4224964.12,147,10.86,9.77,45.73,16.21,1.0341,1.0248,51.6,LOW,17.72,critical,102.35,MED,MED
2024-04-01,SUP_0043,SUP_0043,hormigon,watch,4807644.45,149,0.0,3.33,42.9,19.33,1.0341,1.0248,4.97,LOW,76.33,stable,15.11,LOW,LOW
2024-04-01,SUP_0044,SUP_0044,acabados,stable,2335618.36,59,2.2,3.66,36.12,28.5,1.0341,1.0248,-0.15,LOW,75.81,stable,19.48,LOW,LOW
2024-04-01,SUP_0045,SUP_0045,electricidad,fragile,2097868.88,215,7.16,19.78,83.74,16.02,1.0341,1.0248,72.81,MED,0.0,critical,130.43,HIGH,HIGH
2024-04-01,SUP_0046,SUP_0046,hormigon,fragile,2973843.4,73,4.05,10.66,35.08,18.07,1.0341,1.0248,25.86,LOW,50.83,warning,65.95,LOW,LOW
2024-04-01,SUP_0047,SUP_0047,acero,stable,5052824.01,205,9.89,18.47,33.88,1.08,1.0341,1.0248,71.55,MED,2.47,critical,119.21,MED,HIGH
2024-04-01,SUP_0048,SUP_0048,electricidad,stable,2822224.04,109,12.66,11.91,50.75,11.92,1.0341,1.0248,66.77,LOW,3.6,critical,113.56,MED,HIGH
2024-04-01,SUP_0049,SUP_0049,acabados,watch,1715798.07,80,2.75,7.91,31.38,1.0,1.0341,1.0248,33.23,LOW,57.02,warning,54.14,LOW,LOW
2024-04-01,SUP_0050,SUP_0050,fontaneria,stable,1479237.33,14,1.02,4.05,23.2,25.25,1.0341,1.0248,-5.7,LOW,85.82,stable,8.04,LOW,LOW
2024-04-01,SUP_0051,SUP_0051,logistica,stable,937077.25,77,7.8,7.52,36.9,17.2,1.0341,1.0248,34.07,LOW,40.89,warning,81.77,MED,LOW
2024-04-01,SUP_0052,SUP_0052,logistica,stable,1134937.34,40,8.03,13.78,41.64,35.41,1.0341,1.0248,28.1,LOW,32.76,critical,74.83,LOW,LOW
2024-04-01,SUP_0053,SUP_0053,acabados,watch,3182031.72,94,1.12,9.73,34.09,23.02,1.0341,1.0248,10.28,LOW,65.94,warning,26.92,LOW,LOW
2024-04-01,SUP_0054,SUP_0054,fontaneria,watch,4403058.58,92,4.89,10.46,62.47,10.9,1.0341,1.0248,47.57,LOW,32.48,critical,89.37,MED,MED
2024-04-01,SUP_0055,SUP_0055,acero,watch,3029424.84,59,10.73,10.48,50.09,15.54,1.0341,1.0248,54.93,LOW,17.24,critical,102.48,MED,MED
2024-04-01,SUP_0056,SUP_0056,acero,watch,367914.52,113,1.15,10.32,61.37,17.11,1.0341,1.0248,29.43,LOW,49.76,warning,72.68,LOW,LOW
2024-04-01,SUP_0057,SUP_0057,cemento,watch,3612529.56,80,3.01,6.75,53.59,9.31,1.0341,1.0248,33.95,LOW,51.22,warning,59.33,LOW,LOW
2024-04-01,SUP_0058,SUP_0058,acero,watch,3371718.98,66,9.86,17.99,83.8,12.03,1.0341,1.0248,82.24,MED,0.0,critical,141.13,HIGH,HIGH
2024-04-01,SUP_0059,SUP_0059,logistica,stable,5756744.64,118,2.6,9.22,29.69,33.72,1.0341,1.0248,1.25,LOW,66.09,warning,20.91,LOW,LOW
2024-04-01,SUP_0060,SUP_0060,acero,stable,1110064.29,54,4.8,6.72,4.21,15.17,1.0341,1.0248,11.21,LOW,69.14,warning,33.89,LOW,LOW
2024-04-01,SUP_0061,SUP_0061,cemento,watch,2148734.28,184,8.47,15.84,70.32,16.94,1.0341,1.0248,63.87,LOW,3.23,critical,119.23,MED,HIGH
2024-04-01,SUP_0062,SUP_0062,fontaneria,watch,4330872.5,64,0.39,7.49,36.38,9.8,1.0341,1.0248,18.97,LOW,68.61,warning,37.42,LOW,LOW
2024-04-01,SUP_0063,SUP_0063,logistica,watch,3865530.49,132,7.43,10.35,42.71,8.85,1.0341,1.0248,48.2,LOW,29.49,critical,84.7,MED,MED
2024-04-01,SUP_0064,SUP_0064,logistica,watch,3099021.89,94,2.39,30.74,74.64,15.86,1.0341,1.0248,71.0,MED,0.0,critical,132.41,HIGH,HIGH
2024-04-01,SUP_0065,SUP_0065,hormigon,watch,3242585.92,29,9.57,4.38,12.94,19.72,1.0341,1.0248,21.39,LOW,53.15,warning,56.74,LOW,LOW
2024-04-01,SUP_0066,SUP_0066,electricidad,watch,2724828.26,68,6.04,0.0,19.29,14.95,1.0341,1.0248,11.87,LOW,70.32,warning,37.6,LOW,LOW
2024-04-01,SUP_0067,SUP_0067,electricidad,watch,4146641.74,100,2.89,1.8,16.27,8.37,1.0341,1.0248,10.33,LOW,77.43,stable,24.25,LOW,LOW
2024-04-01,SUP_0068,SUP_0068,hormigon,stable,2070445.41,86,4.15,3.43,26.88,14.05,1.0341,1.0248,15.65,LOW,66.78,stable,32.71,LOW,LOW
2024-04-01,SUP_0069,SUP_0069,hormigon,stable,3273945.34,63,6.25,5.34,42.95,11.67,1.0341,1.0248,34.41,LOW,47.19,critical,68.86,LOW,LOW
2024-04-01,SUP_0070,SUP_0070,hormigon,stable,1393299.6,54,6.53,10.97,37.68,23.87,1.0341,1.0248,29.14,LOW,41.72,warning,64.24,LOW,LOW
2024-04-01,SUP_0071,SUP_0071,logistica,stable,1685558.94,120,0.9,19.41,36.8,10.67,1.0341,1.0248,37.71,LOW,41.15,warning,66.52,LOW,MED
2024-04-01,SUP_0072,SUP_0072,acabados,stable,2510403.63,129,9.19,0.0,13.73,30.81,1.0341,1.0248,2.93,LOW,63.98,warning,23.29,LOW,LOW
2024-04-01,SUP_0073,SUP_0073,acabados,fragile,2841251.57,187,3.38,15.59,4.74,5.79,1.0341,1.0248,29.86,LOW,49.6,critical,66.35,LOW,LOW
2024-04-01,SUP_0074,SUP_0074,acabados,stable,2929274.52,143,4.3,18.17,23.34,18.28,1.0341,1.0248,32.4,LOW,38.03,warning,68.72,LOW,LOW
2024-04-01,SUP_0075,SUP_0075,logistica,stable,2094236.32,103,1.61,4.01,20.18,18.27,1.0341,1.0248,1.68,LOW,79.73,stable,23.75,LOW,LOW
2024-04-01,SUP_0076,SUP_0076,cemento,stable,2238893.65,131,6.5,6.65,41.52,45.0,1.0341,1.0248,3.17,LOW,53.82,warning,37.68,LOW,LOW
2024-04-01,SUP_0077,SUP_0077,logistica,stable,3035899.46,57,2.52,4.72,41.86,8.33,1.0341,1.0248,25.15,LOW,62.84,stable,43.53,LOW,LOW
2024-04-01,SUP_0078,SUP_0078,cemento,watch,1090601.26,81,2.11,3.65,46.72,17.17,1.0341,1.0248,15.67,LOW,66.79,stable,38.45,LOW,LOW
2024-04-01,SUP_0079,SUP_0079,electricidad,watch,3992145.28,61,2.48,9.8,39.47,21.07,1.0341,1.0248,18.82,LOW,58.29,warning,47.06,LOW,LOW
2024-04-01,SUP_0080,SUP_0080,fontaneria,watch,1507029.32,207,5.63,32.59,43.77,15.1,1.0341,1.0248,70.37,MED,0.0,critical,138.33,HIGH,HIGH
2024-04-01,SUP_0081,SUP_0081,acero,watch,3770585.35,137,3.43,22.97,52.0,13.38,1.0341,1.0248,54.75,LOW,17.54,critical,95.35,MED,MED
2024-04-01,SUP_0082,SUP_0082,hormigon,stable,1729997.88,96,7.08,6.26,19.31,28.03,1.0341,1.0248,11.27,LOW,57.4,critical,37.28,LOW,LOW
2024-04-01,SUP_0083,SUP_0083,hormigon,fragile,2845951.47,198,2.84,25.45,71.93,7.55,1.0341,1.0248,71.49,MED,2.08,critical,130.06,HIGH,HIGH
2024-04-01,SUP_0084,SUP_0084,acabados,stable,2258141.31,12,6.36,9.48,42.13,30.07,1.0341,1.0248,22.18,LOW,46.82,warning,65.23,LOW,LOW
2024-04-01,SUP_0085,SUP_0085,acero,stable,4988542.3,15,7.08,22.9,37.36,11.38,1.0341,1.0248,61.03,LOW,12.59,critical,126.34,HIGH,HIGH
2024-04-01,SUP_0086,SUP_0086,acero,stable,3291038.89,144,2.74,4.26,21.27,33.76,1.0341,1.0248,-9.57,LOW,78.45,stable,11.61,LOW,LOW
2024-04-01,SUP_0087,SUP_0087,logistica,watch,2765179.81,63,8.05,4.59,52.33,13.58,1.0341,1.0248,41.0,LOW,37.93,critical,85.24,MED,MED
2024-04-01,SUP_0088,SUP_0088,hormigon,watch,2349470.58,121,3.87,10.22,29.16,11.99,1.0341,1.0248,28.06,LOW,51.54,warning,53.53,LOW,LOW
2024-04-01,SUP_0089,SUP_0089,logistica,stable,722317.11,53,3.71,5.54,36.99,9.76,1.0341,1.0248,26.32,LOW,59.26,warning,43.33,LOW,LOW
2024-04-01,SUP_0090,SUP_0090,logistica,watch,2380497.06,87,4.37,9.7,70.58,21.77,1.0341,1.0248,37.65,LOW,36.36,warning,79.63,MED,MED
2024-04-01,SUP_0091,SUP_0091,fontaneria,stable,4927488.76,163,1.99,8.24,5.65,37.38,1.0341,1.0248,-16.52,LOW,81.23,stable,8.91,LOW,LOW
2024-04-01,SUP_0092,SUP_0092,hormigon,watch,2959258.33,93,0.0,8.83,20.34,18.99,1.0341,1.0248,3.4,LOW,77.04,warning,17.2,LOW,LOW
2024-04-01,SUP_0093,SUP_0093,hormigon,stable,4153022.76,92,9.88,11.63,12.71,16.85,1.0341,1.0248,35.95,LOW,34.64,critical,74.38,LOW,LOW
2024-04-01,SUP_0094,SUP_0094,hormigon,stable,3646574.41,101,14.1,10.54,4.65,10.3,1.0341,1.0248,49.9,LOW,21.01,critical,107.51,MED,MED
2024-04-01,SUP_0095,SUP_0095,fontaneria,stable,3758681.5,45,4.77,11.17,20.71,24.46,1.0341,1.0248,15.92,LOW,56.48,warning,50.66,LOW,LOW
2024-04-01,SUP_0096,SUP_0096,hormigon,watch,790106.73,12,0.0,12.9,45.86,5.26,1.0341,1.0248,34.72,LOW,55.07,warning,56.57,LOW,LOW
2024-04-01,SUP_0097,SUP_0097,electricidad,stable,996918.25,108,4.58,6.82,31.7,11.9,1.0341,1.0248,26.32,LOW,54.7,warning,48.6,LOW,LOW
2024-04-01,SUP_0098,SUP_0098,cemento,stable,4130499.37,85,3.77,15.21,25.49,22.25,1.0341,1.0248,23.34,LOW,48.27,warning,50.85,LOW,LOW
2024-04-01,SUP_0099,SUP_0099,electricidad,stable,2084122.18,15,4.96,5.65,50.98,45.0,1.0341,1.0248,1.29,LOW,61.23,warning,38.48,LOW,LOW
2024-04-01,SUP_0100,SUP_0100,cemento,fragile,5484171.85,38,4.7,23.1,77.5,15.98,1.0341,1.0248,67.65,LOW,4.58,critical,119.6,MED,HIGH
2024-04-01,SUP_0101,SUP_0101,fontaneria,fragile,2559485.83,44,3.78,1.74,55.01,10.67,1.0341,1.0248,28.02,LOW,59.08,warning,44.72,LOW,LOW
2024-04-01,SUP_0102,SUP_0102,cemento,watch,803017.79,76,7.61,9.98,54.27,18.21,1.0341,1.0248,44.01,LOW,29.28,critical,74.41,LOW,MED
2024-04-01,SUP_0103,SUP_0103,hormigon,stable,1393723.71,128,0.17,4.74,33.95,23.92,1.0341,1.0248,-1.01,LOW,79.08,warning,7.92,LOW,LOW
2024-04-01,SUP_0104,SUP_0104,hormigon,fragile,180493.77,12,7.13,5.66,24.78,12.76,1.0341,1.0248,28.27,LOW,53.11,critical,65.45,LOW,LOW
2024-04-01,SUP_0105,SUP_0105,acabados,watch,4172718.36,156,7.11,11.83,31.76,13.57,1.0341,1.0248,39.81,LOW,33.66,critical,74.53,LOW,MED
2024-04-01,SUP_0106,SUP_0106,cemento,watch,3613575.64,149,7.69,6.09,12.3,18.59,1.0341,1.0248,19.15,LOW,53.58,warning,44.04,LOW,LOW
2024-04-01,SUP_0107,SUP_0107,electricidad,stable,3107664.07,95,4.4,6.44,16.84,27.07,1.0341,1.0248,3.36,LOW,68.58,warning,28.48,LOW,LOW
2024-04-01,SUP_0108,SUP_0108,fontaneria,stable,4943939.99,13,3.94,20.31,29.34,21.28,1.0341,1.0248,34.21,LOW,37.48,warning,68.32,LOW,LOW
2024-04-01,SUP_0109,SUP_0109,electricidad,stable,4565825.8,48,8.52,5.27,34.88,4.97,1.0341,1.0248,44.19,LOW,39.96,warning,82.7,MED,MED
2024-04-01,SUP_0110,SUP_0110,fontaneria,fragile,3107520.11,166,0.5,13.94,89.77,2.37,1.0341,1.0248,60.45,LOW,25.56,critical,113.78,MED,HIGH
2024-04-01,SUP_0111,SUP_0111,acabados,watch,664317.47,11,7.27,9.85,17.2,25.23,1.0341,1.0248,19.11,LOW,51.95,warning,57.32,LOW,LOW
2024-04-01,SUP_0112,SUP_0112,acero,stable,4527317.38,91,2.65,12.33,31.57,7.8,1.0341,1.0248,32.84,LOW,50.54,warning,60.03,LOW,LOW
2024-04-01,SUP_0113,SUP_0113,acabados,stable,4987017.03,44,5.78,6.79,15.43,15.19,1.0341,1.0248,19.26,LOW,60.39,warning,46.32,LOW,LOW
2024-04-01,SUP_0114,SUP_0114,acero,watch,4105359.7,137,1.76,2.8,46.31,12.28,1.0341,1.0248,18.06,LOW,66.67,warning,33.37,LOW,LOW
2024-04-01,SUP_0115,SUP_0115,logistica,stable,3652350.4,75,5.92,9.97,32.31,38.3,1.0341,1.0248,8.95,LOW,53.0,warning,37.62,LOW,LOW
2024-04-01,SUP_0116,SUP_0116,electricidad,fragile,1847937.23,136,3.47,14.89,10.93,13.37,1.0341,1.0248,24.3,LOW,52.03,warning,59.91,LOW,LOW
2024-04-01,SUP_0117,SUP_0117,acabados,watch,3511043.62,132,0.0,1.01,48.16,9.87,1.0341,1.0248,13.31,LOW,75.79,warning,29.06,LOW,LOW
2024-04-01,SUP_0118,SUP_0118,logistica,watch,1976131.06,213,4.76,0.68,32.81,28.23,1.0341,1.0248,1.85,LOW,68.3,warning,17.89,LOW,LOW
